age,year,cohort,sex,health,happy
51,1999,1949,2,4,4
18,1999,1982,1,5,4
35,1999,1965,2,4,3
44,1999,1956,2,5,3
55,1999,1945,1,4,3
47,1999,1953,1,5,4
78,1999,1922,2,4,3
76,1999,1923,2,5,4
53,1999,1947,2,5,3
74,1999,1925,2,4,3
64,1999,1935,1,5,4
29,1999,1971,1,4,3
45,1999,1955,1,4,4
53,1999,1946,2,3,4
54,1999,1946,1,4,3
63,1999,1937,2,3,4
56,1999,1944,2,3,2
74,1999,1926,1,5,4
62,1999,1938,2,4,4
40,1999,1959,1,4,3
28,1999,1972,2,4,4
78,1999,1921,1,3,3
35,1999,1965,1,5,3
23,1999,1977,1,5,4
27,1999,1973,1,5,3
43,1999,1956,1,4,3
34,1999,1966,2,5,3
37,1999,1963,2,4,4
34,1999,1966,2,5,4
43,1999,1956,2,4,3
42,1999,1958,2,5,3
43,1999,1957,1,4,3
30,1999,1970,2,5,3
40,1999,1959,1,4,3
37,1999,1963,1,5,4
37,1999,1963,1,5,3
46,1999,1953,2,4,3
41,1999,1959,2,5,4
38,1999,1962,1,4,3
46,1999,1953,1,4,3
23,1999,1977,2,5,4
40,1999,1960,1,5,4
50,1999,1950,1,5,3
33,1999,1967,2,5,4
65,1999,1935,1,3,3
33,1999,1967,1,5,3
63,1999,1937,2,4,3
35,1999,1965,2,5,4
59,1999,1941,1,5,4
44,1999,1955,2,4,4
18,1999,1982,1,4,3
48,1999,1952,1,5,3
80,1999,1919,1,3,4
36,1999,1963,2,4,4
37,1999,1963,1,4,4
45,1999,1954,1,5,4
63,1999,1937,2,5,4
34,1999,1966,2,5,4
30,1999,1970,2,5,3
25,1999,1975,1,5,3
42,1999,1958,2,5,4
66,1999,1933,1,3,3
44,1999,1955,1,4,3
37,1999,1963,1,3,3
45,1999,1954,1,4,3
31,1999,1968,2,5,3
80,1999,1920,1,4,4
38,1999,1961,1,4,4
19,1999,1981,2,5,4
43,1999,1956,2,5,3
35,1999,1965,2,5,4
30,1999,1970,2,3,4
67,1999,1933,2,4,3
50,1999,1950,2,5,3
51,1999,1948,2,4,4
19,1999,1981,1,3,4
28,1999,1972,1,4,3
31,1999,1969,2,3,3
29,1999,1971,2,5,3
51,1999,1949,2,3,3
30,1999,1969,2,4,3
27,1999,1972,1,4,3
40,1999,1960,1,5,3
57,1999,1943,1,3,4
58,1999,1942,1,5,4
42,1999,1958,1,5,3
62,1999,1938,1,3,3
76,1999,1923,2,4,4
43,1999,1956,2,5,4
53,1999,1947,1,5,4
66,1999,1934,2,5,3
49,1999,1950,2,3,3
72,1999,1927,1,5,4
73,1999,1926,2,5,4
58,1999,1942,2,4,3
65,1999,1935,1,4,4
36,1999,1964,1,5,3
49,1999,1950,2,2,4
29,1999,1971,2,4,3
22,1999,1978,1,5,3
42,1999,1958,2,3,3
73,1999,1926,2,4,4
38,1999,1962,2,4,4
20,1999,1980,1,5,3
34,1999,1966,2,5,4
49,1999,1950,1,4,3
20,1999,1980,1,5,3
56,1999,1944,1,5,3
47,1999,1953,2,5,3
38,1999,1961,1,4,3
44,1999,1956,2,5,3
53,1999,1946,2,5,4
52,1999,1947,2,5,4
18,1999,1981,1,5,3
44,1999,1955,2,3,3
31,1999,1969,1,5,3
42,1999,1958,2,4,3
51,1999,1948,1,3,2
19,1999,1981,1,4,4
50,1999,1950,1,4,2
35,1999,1964,2,4,3
56,1999,1943,2,2,4
43,1999,1957,2,4,3
44,1999,1956,2,5,4
51,1999,1949,1,4,3
39,1999,1960,2,3,2
26,1999,1974,1,5,3
45,1999,1954,2,5,4
46,1999,1954,1,5,3
22,1999,1978,1,5,3
60,1999,1939,2,4,3
23,1999,1977,1,5,3
47,1999,1953,2,3,4
59,1999,1940,1,4,3
51,1999,1949,2,4,3
39,1999,1960,2,4,3
66,1999,1934,1,4,4
39,1999,1961,1,4,3
30,1999,1970,1,4,3
36,1999,1964,2,4,4
57,1999,1943,2,4,3
59,1999,1941,2,3,3
63,1999,1936,2,4,3
20,1999,1979,1,4,3
48,1999,1952,1,4,3
59,1999,1941,2,4,3
33,1999,1967,2,5,3
69,1999,1931,1,4,4
29,1999,1971,2,5,3
54,1999,1946,2,4,3
48,1999,1952,1,5,3
57,1999,1943,2,5,3
43,1999,1956,1,5,3
60,1999,1940,1,4,3
44,1999,1956,1,5,2
54,1999,1946,2,3,3
62,1999,1938,2,4,4
29,1999,1970,2,4,3
37,1999,1962,1,5,3
78,1999,1922,2,2,3
20,1999,1979,1,5,4
42,1999,1958,1,4,2
46,1999,1953,2,4,4
27,1999,1973,1,4,3
66,1999,1933,1,5,4
22,1999,1978,1,5,4
69,1999,1930,2,4,4
32,1999,1968,2,5,3
68,1999,1932,2,5,3
79,1999,1921,1,5,3
45,1999,1954,2,5,4
54,1999,1946,1,2,4
44,1999,1955,1,5,4
23,1999,1977,2,3,3
78,1999,1922,1,4,3
38,1999,1961,2,4,4
31,1999,1968,2,5,4
30,1999,1970,2,4,4
52,1999,1948,1,5,3
74,1999,1926,1,5,4
57,1999,1942,1,5,4
72,1999,1927,2,3,3
56,1999,1944,2,3,3
66,1999,1933,1,5,4
69,1999,1931,2,3,3
38,1999,1962,1,4,4
26,1999,1974,1,4,3
26,1999,1973,1,4,3
20,1999,1980,2,3,3
81,1999,1918,1,5,4
19,1999,1981,2,4,4
18,1999,1982,2,5,3
33,1999,1966,2,5,3
51,1999,1949,2,4,4
79,1999,1920,1,3,4
30,1999,1970,1,4,3
28,1999,1971,2,5,3
25,1999,1975,2,4,2
30,1999,1970,1,5,3
25,1999,1975,1,4,4
26,1999,1974,2,3,3
27,1999,1973,1,4,3
20,1999,1979,1,5,3
20,1999,1980,2,4,4
31,1999,1969,1,5,3
59,1999,1940,1,4,3
57,1999,1943,2,4,4
53,1999,1947,1,3,3
23,1999,1977,2,5,3
52,1999,1948,2,5,3
27,1999,1973,2,5,3
38,1999,1962,2,4,4
20,1999,1979,1,4,3
38,1999,1962,1,4,4
38,1999,1962,2,5,3
35,1999,1965,1,4,3
28,1999,1972,2,4,3
20,1999,1980,1,3,3
31,1999,1969,2,4,2
35,1999,1965,2,5,3
47,1999,1953,1,4,3
39,1999,1961,1,5,4
41,1999,1959,1,5,4
22,1999,1978,1,5,2
32,1999,1968,2,4,3
35,1999,1964,1,4,2
47,1999,1953,2,3,3
52,1999,1947,2,3,3
22,1999,1978,2,4,3
26,1999,1974,1,4,3
66,1999,1933,2,4,3
35,1999,1964,2,4,3
34,1999,1965,1,3,3
57,1999,1943,2,4,3
29,1999,1971,2,5,3
41,1999,1959,2,5,4
21,1999,1979,1,3,3
39,1999,1960,1,5,3
72,1999,1927,1,5,4
46,1999,1953,2,4,3
39,1999,1960,2,3,3
24,1999,1976,2,4,3
46,1999,1954,2,4,4
31,1999,1969,1,4,4
45,1999,1955,1,4,3
27,1999,1972,1,4,3
49,1999,1950,2,5,3
23,1999,1976,1,5,4
23,1999,1977,1,5,3
31,1999,1969,1,4,4
65,1999,1935,1,4,3
57,1999,1943,2,4,2
76,1999,1924,2,2,4
33,1999,1966,1,5,3
38,1999,1962,2,5,4
56,1999,1944,2,3,3
33,1999,1966,2,5,4
70,1999,1930,1,4,3
31,1999,1969,2,5,4
22,1999,1978,1,5,3
31,1999,1969,2,5,2
53,1999,1947,1,5,3
38,1999,1962,2,4,3
61,1999,1939,2,3,3
63,1999,1936,2,5,4
20,1999,1980,2,3,3
27,1999,1973,2,5,3
50,1999,1950,1,4,3
38,1999,1962,2,4,4
35,1999,1965,1,5,3
36,1999,1963,2,5,4
40,1999,1960,1,3,3
38,1999,1962,1,4,3
38,1999,1961,1,4,3
23,1999,1976,1,5,3
47,1999,1953,2,4,2
40,1999,1959,2,5,3
27,1999,1973,2,5,4
21,1999,1979,1,5,4
20,1999,1980,1,4,3
40,1999,1959,2,5,3
44,1999,1956,2,4,4
30,1999,1969,1,5,3
19,1999,1980,1,5,3
75,1999,1924,2,5,4
30,1999,1969,1,5,4
60,1999,1939,2,4,3
34,1999,1965,2,5,3
29,1999,1970,2,4,3
32,1999,1968,2,5,4
27,1999,1972,1,5,4
63,1999,1937,1,5,4
23,1999,1976,1,5,4
34,1999,1965,1,5,3
29,1999,1971,1,5,3
43,1999,1956,2,5,3
32,1999,1968,1,4,4
23,1999,1977,2,3,3
53,1999,1947,2,4,4
62,1999,1938,2,5,4
38,1999,1962,2,5,2
45,1999,1954,2,5,4
51,1999,1948,1,4,3
32,1999,1967,1,3,2
62,1999,1938,1,5,4
24,1999,1976,2,4,4
73,1999,1926,2,4,3
41,1999,1958,1,4,3
18,1999,1982,1,4,3
39,1999,1960,2,4,3
55,1999,1945,1,5,4
29,1999,1970,2,4,3
41,1999,1959,1,4,3
39,1999,1961,2,4,3
74,1999,1926,2,5,3
64,1999,1936,1,5,3
63,1999,1937,2,4,4
77,1999,1923,1,3,3
27,1999,1972,1,5,3
72,1999,1927,2,5,3
60,1999,1940,1,5,4
61,1999,1939,2,5,4
36,1999,1964,2,4,3
54,1999,1946,2,4,4
26,1999,1974,2,5,4
47,1999,1952,1,3,4
37,1999,1963,2,5,4
21,1999,1979,1,3,4
39,1999,1961,1,5,3
44,1999,1956,2,4,4
21,1999,1978,1,4,4
36,1999,1964,2,4,3
19,1999,1981,1,5,3
41,1999,1958,1,5,3
29,1999,1970,1,5,4
55,1999,1945,2,5,4
25,1999,1975,2,5,4
65,1999,1935,2,4,3
40,1999,1960,2,5,4
65,1999,1935,2,5,4
22,1999,1977,1,5,4
58,1999,1942,1,5,4
49,1999,1951,2,4,3
46,1999,1954,1,3,3
61,1999,1939,1,4,4
74,1999,1926,1,5,4
22,1999,1978,1,4,3
21,1999,1979,2,5,2
31,1999,1969,1,5,4
26,1999,1973,1,4,3
20,1999,1979,1,3,4
19,1999,1981,1,5,4
59,1999,1941,2,5,4
35,1999,1965,2,4,4
28,1999,1971,2,3,2
42,1999,1958,1,4,4
43,1999,1957,2,5,3
36,1999,1964,2,4,3
66,1999,1934,2,4,3
70,1999,1930,2,5,4
18,1999,1982,1,5,3
70,1999,1929,1,5,4
38,1999,1962,1,5,4
72,1999,1928,2,5,4
51,1999,1949,2,4,3
20,1999,1979,2,5,4
42,1999,1958,2,5,4
74,1999,1926,1,4,3
44,1999,1956,1,4,3
42,1999,1958,2,3,2
43,1999,1957,1,5,4
57,1999,1942,1,5,3
41,1999,1958,2,4,4
53,1999,1947,1,5,4
42,1999,1958,2,5,3
41,1999,1958,1,4,3
62,1999,1938,2,3,3
68,1999,1931,1,4,3
51,1999,1949,2,5,3
72,1999,1927,2,4,3
46,1999,1954,2,5,4
60,1999,1940,1,2,3
58,1999,1942,1,2,2
48,1999,1952,1,3,3
61,1999,1939,1,5,4
57,1999,1943,2,4,4
44,1999,1956,1,4,3
48,1999,1952,1,5,3
64,1999,1935,1,5,3
51,1999,1949,2,5,3
41,1999,1959,2,5,3
46,1999,1953,2,4,3
30,1999,1969,2,3,2
58,1999,1942,2,5,4
31,1999,1969,1,5,3
28,1999,1971,2,5,3
61,1999,1939,2,3,3
54,1999,1946,2,5,4
38,1999,1961,1,4,4
19,1999,1981,2,3,3
60,1999,1939,1,4,3
51,1999,1949,2,4,3
59,1999,1941,1,4,3
75,1999,1924,1,5,4
38,1999,1962,2,4,3
64,1999,1936,2,5,4
44,1999,1956,1,4,3
71,1999,1929,1,5,4
37,1999,1962,2,5,4
20,1999,1980,1,5,3
69,1999,1931,2,4,4
50,1999,1950,2,5,3
29,1999,1970,2,5,4
40,1999,1960,2,5,3
56,1999,1944,1,4,4
51,1999,1948,2,5,4
40,1999,1959,1,4,3
48,1999,1952,1,4,3
60,1999,1939,1,2,4
51,1999,1949,2,5,2
18,1999,1982,1,5,4
60,1999,1940,2,3,3
74,1999,1926,2,3,4
42,1999,1957,1,4,3
46,1999,1954,2,2,3
39,1999,1961,1,5,3
41,1999,1959,2,3,3
20,1999,1980,1,4,3
29,1999,1971,2,4,3
23,1999,1976,1,5,4
38,1999,1962,2,5,4
84,1999,1916,1,5,4
35,1999,1965,2,2,2
33,1999,1967,1,4,4
73,1999,1927,1,5,3
35,1999,1965,2,4,3
19,1999,1981,2,5,4
40,1999,1960,2,5,3
65,1999,1934,2,4,3
22,1999,1977,1,4,4
38,1999,1961,1,4,4
29,1999,1970,1,5,3
41,1999,1959,1,4,3
52,1999,1947,2,4,4
46,1999,1953,2,4,4
49,1999,1951,2,4,3
51,1999,1949,2,2,2
59,1999,1941,1,4,3
77,1999,1922,2,3,4
70,1999,1930,1,2,2
35,1999,1964,1,4,4
61,1999,1939,2,4,4
23,1999,1977,1,5,3
66,1999,1933,2,4,4
32,1999,1968,2,2,3
43,1999,1957,1,5,2
35,1999,1965,2,4,3
47,1999,1953,1,5,3
74,1999,1926,1,4,4
27,1999,1972,2,3,3
31,1999,1968,2,4,3
25,1999,1975,2,4,3
54,1999,1946,1,3,3
33,1999,1966,2,4,3
68,1999,1932,1,4,3
46,1999,1954,2,4,2
20,1999,1980,1,4,4
25,1999,1975,1,4,4
31,1999,1968,1,4,3
74,1999,1926,1,4,3
83,1999,1916,1,2,2
63,1999,1936,2,4,3
73,1999,1927,2,3,3
53,1999,1947,2,5,3
43,1999,1957,1,5,3
45,1999,1954,2,4,4
59,1999,1941,2,3,4
74,1999,1926,2,5,4
43,1999,1957,2,5,4
24,1999,1976,1,4,4
21,1999,1978,2,4,3
69,1999,1931,1,5,3
48,1999,1952,2,4,4
25,1999,1974,1,3,2
38,1999,1961,2,4,3
35,1999,1965,2,5,4
23,1999,1977,1,4,3
42,1999,1958,1,5,4
44,1999,1955,1,3,2
65,1999,1935,2,3,4
25,1999,1975,1,3,2
34,1999,1965,1,5,4
25,1999,1974,2,4,4
20,1999,1980,1,4,3
37,1999,1963,2,3,4
38,1999,1962,2,4,4
23,1999,1977,1,3,3
40,1999,1960,2,4,4
26,1999,1974,1,4,3
61,1999,1939,1,5,4
60,1999,1939,2,5,4
35,2006,1971,2,3,3
57,2006,1949,2,2,1
80,2006,1926,1,5,4
78,2006,1928,1,3,3
33,2006,1973,2,3,4
28,2006,1978,1,4,3
75,2006,1931,2,2,3
36,2006,1970,2,4,3
60,2006,1946,1,5,4
62,2006,1944,1,3,3
71,2006,1935,1,4,3
71,2006,1935,2,4,3
79,2006,1927,1,4,3
82,2006,1924,1,4,4
62,2006,1944,2,3,4
48,2006,1958,2,5,4
57,2006,1949,1,4,3
71,2006,1935,1,4,4
56,2006,1950,2,4,4
68,2006,1938,2,5,4
85,2006,1921,1,4,4
50,2006,1956,2,4,3
41,2006,1965,2,5,3
35,2006,1971,1,5,3
49,2006,1957,2,4,3
34,2006,1972,1,5,4
38,2006,1968,2,4,3
84,2006,1922,1,4,4
44,2006,1962,2,3,3
22,2006,1984,2,5,3
25,2006,1981,1,5,3
81,2006,1925,1,4,3
62,2006,1944,2,3,3
28,2006,1978,1,5,4
71,2006,1935,1,4,4
21,2006,1985,1,5,4
44,2006,1962,1,4,3
75,2006,1931,2,4,3
53,2006,1953,1,3,3
61,2006,1945,2,4,3
69,2006,1937,1,4,4
77,2006,1929,2,4,4
18,2006,1988,1,4,3
69,2006,1937,1,3,3
42,2006,1964,1,4,3
61,2006,1945,1,4,4
63,2006,1943,2,5,4
54,2006,1952,1,5,3
74,2006,1932,1,4,4
83,2006,1923,1,3,4
69,2006,1937,2,4,4
50,2006,1956,1,4,4
73,2006,1933,1,4,4
76,2006,1930,1,3,3
38,2006,1968,1,5,4
44,2006,1962,2,4,3
49,2006,1957,1,4,4
41,2006,1965,2,4,3
43,2006,1963,1,4,3
84,2006,1922,1,4,4
67,2006,1939,2,4,3
55,2006,1951,2,4,4
53,2006,1953,1,3,3
44,2006,1962,2,4,4
61,2006,1945,1,4,4
51,2006,1955,2,4,3
53,2006,1953,1,5,4
74,2006,1932,1,2,2
90,2006,1916,1,4,4
57,2006,1949,1,3,3
68,2006,1938,1,4,3
86,2006,1920,2,3,3
56,2006,1950,1,4,4
65,2006,1941,1,2,3
74,2006,1932,2,4,4
38,2006,1968,2,5,3
61,2006,1945,2,4,3
51,2006,1955,1,4,4
63,2006,1943,1,4,3
77,2006,1929,1,5,4
34,2006,1972,1,5,3
53,2006,1953,1,3,2
61,2006,1945,1,4,4
72,2006,1934,2,5,4
83,2006,1923,2,4,4
86,2006,1920,2,4,3
63,2006,1943,2,4,4
80,2006,1926,1,4,3
60,2006,1946,1,5,4
64,2006,1942,2,4,3
71,2006,1935,1,3,3
53,2006,1953,1,4,3
82,2006,1924,1,4,4
72,2006,1934,1,3,3
57,2006,1949,1,5,3
77,2006,1929,1,3,4
69,2006,1937,1,5,4
56,2006,1950,1,4,3
48,2006,1958,1,4,4
67,2006,1939,2,4,4
76,2006,1930,1,4,4
69,2006,1937,1,2,3
55,2006,1951,2,3,1
66,2006,1940,1,2,3
71,2006,1935,1,5,4
73,2006,1933,1,4,4
55,2006,1951,1,4,4
56,2006,1950,1,4,4
91,2006,1915,1,4,3
87,2006,1919,1,4,4
69,2006,1937,2,5,4
51,2006,1955,2,5,3
78,2006,1928,1,4,4
87,2006,1919,2,3,3
74,2006,1932,1,5,4
61,2006,1945,2,4,4
28,2006,1978,1,3,2
62,2006,1944,1,2,4
52,2006,1954,2,3,4
73,2006,1933,2,3,3
44,2006,1962,1,5,4
61,2006,1945,1,4,4
45,2006,1961,1,3,3
81,2006,1925,1,4,2
68,2006,1938,1,5,3
42,2006,1964,2,3,2
34,2006,1972,2,4,4
47,2006,1959,1,4,3
50,2006,1956,2,3,2
49,2006,1957,2,4,3
75,2006,1931,1,5,3
71,2006,1935,1,4,3
64,2006,1942,2,4,4
76,2006,1930,1,4,4
52,2006,1954,2,4,3
60,2006,1946,1,5,3
21,2006,1985,2,5,3
60,2006,1946,2,3,3
69,2006,1937,2,2,4
37,2006,1969,1,5,4
78,2006,1928,2,5,3
63,2006,1943,2,5,4
75,2006,1931,2,5,4
77,2006,1929,2,5,4
72,2006,1934,1,2,3
65,2006,1941,1,3,2
87,2006,1919,2,4,3
70,2006,1936,1,4,3
65,2006,1941,2,4,3
64,2006,1942,2,5,4
85,2006,1921,2,3,3
56,2006,1950,2,2,2
51,2006,1955,2,2,3
67,2006,1939,1,4,2
77,2006,1929,2,4,3
54,2006,1952,1,4,4
84,2006,1922,2,4,3
63,2006,1943,1,4,4
77,2006,1929,1,3,3
55,2006,1951,1,5,4
65,2006,1941,1,4,4
36,2006,1970,1,4,3
47,2006,1959,1,5,3
43,2006,1963,2,4,4
53,2006,1953,1,4,3
63,2006,1943,1,4,3
28,2006,1978,2,4,3
53,2006,1953,1,4,3
36,2006,1970,1,4,3
45,2006,1961,1,3,2
55,2006,1951,2,3,2
79,2006,1927,1,4,3
82,2006,1924,2,4,4
41,2006,1965,2,4,3
69,2006,1937,2,4,4
60,2006,1946,1,4,3
58,2006,1948,1,4,3
71,2006,1935,2,3,3
57,2006,1949,2,4,3
45,2006,1961,1,5,3
72,2006,1934,1,4,3
71,2006,1935,1,5,4
45,2006,1961,1,3,2
51,2006,1955,1,3,3
42,2006,1964,2,5,4
54,2006,1952,1,4,3
65,2006,1941,1,4,3
54,2006,1952,2,5,3
64,2006,1942,1,3,3
64,2006,1942,2,2,3
79,2006,1927,1,3,3
75,2006,1931,1,5,3
64,2006,1942,1,3,3
69,2006,1937,1,3,3
40,2006,1966,1,3,2
25,2006,1981,1,4,4
87,2006,1919,1,4,3
54,2006,1952,1,4,4
50,2006,1956,1,4,3
41,2006,1965,2,4,3
53,2006,1953,2,3,2
63,2006,1943,1,3,3
63,2006,1943,2,4,3
72,2006,1934,1,5,4
71,2006,1935,1,5,4
84,2006,1922,1,5,4
83,2006,1923,1,4,3
72,2006,1934,2,4,4
42,2006,1964,1,4,3
53,2006,1953,1,5,2
79,2006,1927,1,3,4
66,2006,1940,2,3,3
57,2006,1949,1,4,3
53,2006,1953,1,3,4
76,2006,1930,1,2,3
72,2006,1934,2,4,3
85,2006,1921,2,4,4
50,2006,1956,1,3,3
43,2006,1963,1,5,3
33,2006,1973,2,4,3
57,2006,1949,2,5,3
65,2006,1941,1,4,3
29,2006,1977,2,4,4
49,2006,1957,1,4,3
53,2006,1953,2,4,4
63,2006,1943,2,5,4
35,2006,1971,2,4,3
48,2006,1958,1,4,2
73,2006,1933,2,3,3
70,2006,1936,1,4,3
50,2006,1956,1,5,4
75,2006,1931,1,4,3
86,2006,1920,2,3,4
69,2006,1937,2,4,4
61,2006,1945,2,4,3
57,2006,1949,1,4,3
78,2006,1928,1,4,3
39,2006,1967,1,5,3
73,2006,1933,1,5,4
78,2006,1928,1,3,3
73,2006,1933,2,4,3
32,2006,1974,1,4,4
52,2006,1954,1,3,3
61,2006,1945,2,5,4
33,2006,1973,1,4,3
84,2006,1922,1,4,3
60,2006,1946,2,3,2
35,2006,1971,2,4,3
68,2006,1938,1,5,4
25,2006,1981,1,4,3
62,2006,1944,1,4,3
65,2006,1941,2,4,3
42,2006,1964,1,4,4
75,2006,1931,1,5,4
50,2006,1956,1,3,4
71,2006,1935,2,4,3
59,2006,1947,1,2,3
33,2006,1973,1,4,4
38,2006,1968,1,5,4
50,2006,1956,1,2,2
65,2006,1941,1,5,4
62,2006,1944,1,4,3
70,2006,1936,1,4,3
61,2006,1945,2,4,3
42,2006,1964,1,4,3
72,2006,1934,2,4,4
52,2006,1954,1,4,3
53,2006,1953,1,3,2
29,2006,1977,2,5,3
38,2006,1968,1,5,4
48,2006,1958,1,4,4
47,2006,1959,2,4,3
54,2006,1952,1,2,3
61,2006,1945,1,2,3
32,2006,1974,2,4,4
58,2006,1948,1,5,4
36,2006,1970,1,5,3
44,2006,1962,2,4,3
70,2006,1936,1,4,3
56,2006,1950,1,4,4
77,2006,1929,2,3,4
71,2006,1935,2,4,3
36,2006,1970,2,3,3
49,2006,1957,1,4,3
56,2006,1950,1,4,4
41,2006,1965,2,5,3
29,2006,1977,2,4,3
62,2006,1944,2,5,3
80,2006,1926,1,4,4
82,2006,1924,2,4,3
76,2006,1930,1,4,3
65,2006,1941,1,4,4
53,2006,1953,2,3,3
59,2006,1947,2,4,3
49,2006,1957,1,4,2
29,2006,1977,1,5,3
26,2006,1980,1,4,3
74,2006,1932,1,4,4
36,2006,1970,1,4,3
91,2006,1915,1,5,3
66,2006,1940,1,4,3
23,2006,1983,1,4,3
74,2006,1932,1,4,3
62,2006,1944,2,5,4
85,2006,1921,2,4,4
18,2006,1988,2,5,3
51,2006,1955,1,5,3
80,2006,1926,2,2,2
52,2006,1954,2,5,3
45,2006,1961,1,4,2
55,2006,1951,2,4,4
28,2006,1978,1,3,4
55,2006,1951,1,2,3
58,2006,1948,2,5,4
69,2006,1937,1,4,4
41,2006,1965,2,4,3
52,2006,1954,1,4,3
65,2006,1941,1,4,3
50,2006,1956,2,4,3
51,2006,1955,1,5,4
48,2006,1958,1,5,3
66,2006,1940,1,4,3
51,2006,1955,1,3,2
53,2006,1953,1,5,3
65,2006,1941,2,5,4
76,2006,1930,1,3,3
46,2006,1960,1,4,4
25,2006,1981,2,5,4
58,2006,1948,1,5,4
77,2006,1929,1,4,3
75,2006,1931,2,4,4
19,2006,1987,1,4,3
49,2006,1957,2,4,2
65,2006,1941,2,5,4
44,2006,1962,1,3,4
52,2006,1954,1,3,3
52,2006,1954,1,5,4
55,2006,1951,1,4,3
67,2006,1939,2,3,4
43,2006,1963,1,3,3
29,2006,1977,1,5,4
53,2006,1953,1,3,2
31,2006,1975,1,3,3
65,2006,1941,2,5,4
59,2006,1947,2,5,4
40,2006,1966,1,5,3
64,2006,1942,1,3,3
35,2006,1971,1,4,3
20,2006,1986,2,4,4
73,2006,1933,2,4,3
36,2006,1970,1,4,3
38,2006,1968,2,4,4
56,2006,1950,2,4,3
36,2006,1970,2,5,4
19,2006,1987,2,5,4
48,2006,1958,1,3,2
61,2006,1945,2,3,3
32,2006,1974,2,5,3
32,2006,1974,1,5,4
65,2006,1941,2,4,4
38,2006,1968,1,5,4
42,2006,1964,2,5,4
20,2006,1986,2,4,3
72,2006,1934,1,4,3
38,2006,1968,2,5,4
20,2006,1986,2,3,3
44,2006,1962,1,4,3
55,2006,1951,2,4,4
19,2006,1987,2,5,4
72,2006,1934,2,3,4
49,2006,1957,1,4,3
35,2006,1971,1,4,4
35,2006,1971,1,5,4
34,2006,1972,1,5,3
74,2006,1932,1,5,4
20,2006,1986,2,4,3
38,2006,1968,1,4,3
50,2006,1956,2,4,4
41,2006,1965,2,4,3
27,2006,1979,1,4,4
57,2006,1949,1,3,3
63,2006,1943,2,4,3
52,2006,1954,2,5,3
19,2006,1987,1,4,3
29,2006,1977,1,4,3
26,2006,1980,2,5,4
52,2006,1954,2,4,4
64,2006,1942,2,2,4
40,2006,1966,2,4,2
52,2006,1954,2,5,4
28,2006,1978,2,4,4
55,2006,1951,1,3,4
66,2006,1940,1,3,3
41,2006,1965,2,4,4
59,2006,1947,2,4,3
34,2006,1972,1,4,3
24,2006,1982,2,4,3
46,2006,1960,2,5,3
39,2006,1967,2,4,2
54,2006,1952,1,4,3
68,2006,1938,2,4,4
69,2006,1937,1,4,3
36,2006,1970,2,5,4
67,2006,1939,2,5,4
67,2006,1939,1,4,4
45,2006,1961,1,4,3
57,2006,1949,2,4,3
38,2006,1968,1,4,3
41,2006,1965,2,4,3
46,2006,1960,2,3,3
43,2006,1963,2,5,4
55,2006,1951,2,5,4
19,2006,1987,2,4,3
47,2006,1959,1,5,3
18,2006,1988,1,4,3
43,2006,1963,2,4,4
38,2006,1968,1,5,3
78,2006,1928,2,3,4
53,2006,1953,1,5,4
28,2006,1978,2,4,3
24,2006,1982,2,4,3
43,2006,1963,2,4,3
53,2006,1953,1,5,4
27,2006,1979,2,4,4
18,2006,1988,2,5,3
55,2006,1951,2,3,2
22,2006,1984,2,5,3
52,2006,1954,2,4,4
47,2006,1959,2,4,4
40,2006,1966,2,5,2
32,2006,1974,2,5,4
58,2006,1948,1,3,3
48,2006,1958,2,5,4
32,2006,1974,2,4,4
51,2006,1955,2,2,3
50,2006,1956,2,3,2
42,2006,1964,1,4,3
25,2006,1981,2,4,3
28,2006,1978,1,5,3
26,2006,1980,1,5,4
56,2006,1950,1,5,3
49,2006,1957,2,4,3
64,2006,1942,1,3,3
52,2006,1954,1,5,3
27,2006,1979,2,5,4
22,2006,1984,1,5,4
27,2006,1979,2,5,4
72,2006,1934,2,4,4
61,2006,1945,2,5,4
33,2006,1973,2,4,3
29,2006,1977,2,4,3
39,2006,1967,2,4,3
24,2006,1982,2,5,3
38,2006,1968,1,5,3
65,2006,1941,1,5,4
39,2006,1967,2,4,3
24,2006,1982,2,5,4
57,2006,1949,2,3,3
43,2006,1963,1,4,3
26,2006,1980,2,4,3
40,2006,1966,1,5,4
52,2006,1954,1,5,3
25,2006,1981,1,4,4
52,2006,1954,1,5,3
36,2006,1970,2,5,4
35,2006,1971,1,5,3
26,2006,1980,2,4,3
57,2006,1949,1,3,2
25,2006,1981,2,4,4
26,2006,1980,2,3,3
26,2006,1980,2,4,2
34,2006,1972,2,3,3
28,2006,1978,1,4,3
53,2006,1953,2,4,3
63,2006,1943,2,4,4
29,2006,1977,2,4,3
54,2006,1952,1,4,3
69,2006,1937,2,4,3
65,2006,1941,2,5,4
54,2006,1952,2,5,2
51,2006,1955,2,4,3
38,2006,1968,1,5,3
54,2006,1952,1,4,4
60,2006,1946,2,4,3
45,2006,1961,1,4,4
62,2006,1944,2,4,3
54,2006,1952,2,2,3
47,2006,1959,1,2,2
31,2006,1975,1,4,3
24,2006,1982,2,5,4
56,2006,1950,2,4,3
58,2006,1948,1,4,3
48,2006,1958,2,5,4
61,2006,1945,2,4,3
67,2006,1939,2,4,4
65,2006,1941,1,5,3
47,2006,1959,2,4,3
