age,year,cohort,sex,health,happy
64,1990,1926,1,5,4
67,1990,1923,1,3,4
54,1990,1936,2,4,3
63,1990,1927,1,3,3
25,1990,1965,2,4,3
19,1990,1971,2,4,3
56,1990,1934,2,3,3
65,1990,1925,1,5,4
20,1990,1969,1,5,4
59,1990,1931,2,3,2
62,1990,1928,2,3,3
72,1990,1917,2,4,3
45,1990,1945,1,4,3
61,1990,1929,2,3,3
35,1990,1955,1,5,3
66,1990,1924,1,2,3
75,1990,1915,1,4,3
33,1990,1957,1,5,3
43,1990,1946,2,3,2
31,1990,1959,2,5,4
69,1990,1921,1,5,3
57,1990,1933,2,4,3
69,1990,1920,1,4,4
39,1990,1950,1,5,4
64,1990,1926,2,3,2
21,1990,1968,1,4,4
58,1990,1932,2,3,3
39,1990,1951,1,5,4
37,1990,1953,2,5,3
18,1990,1971,2,3,3
24,1990,1965,1,5,3
65,1990,1924,1,4,4
47,1990,1942,2,4,4
23,1990,1966,1,5,3
35,1990,1955,2,5,3
45,1990,1945,1,4,2
28,1990,1961,1,3,3
37,1990,1952,2,4,4
68,1990,1921,1,3,3
88,1990,1902,2,3,3
24,1990,1966,1,4,4
56,1990,1934,2,5,3
34,1990,1956,2,5,4
71,1990,1919,1,3,3
31,1990,1959,1,5,3
70,1990,1920,2,3,3
65,1990,1925,1,3,3
54,1990,1936,2,5,3
79,1990,1919,2,4,4
29,1990,1961,1,4,3
84,1990,1905,1,3,3
67,1990,1922,2,4,3
69,1990,1921,1,3,4
67,1990,1922,2,5,4
38,1990,1951,1,5,3
71,1990,1919,1,5,3
38,1990,1951,2,4,3
24,1990,1965,2,5,4
34,1990,1956,1,5,4
57,1990,1943,2,4,4
40,1990,1950,1,5,4
66,1990,1924,1,5,4
52,1990,1938,2,1,4
66,1990,1924,2,4,4
29,1990,1960,2,4,3
74,1990,1915,2,3,1
35,1990,1955,2,5,3
41,1990,1949,1,5,3
38,1990,1952,1,5,3
43,1990,1947,2,5,3
33,1990,1956,2,3,3
44,1990,1945,2,5,4
94,1990,1896,1,3,3
68,1990,1922,2,2,4
83,1990,1907,2,5,4
70,1990,1919,2,4,3
43,1990,1946,2,4,4
30,1990,1958,1,5,4
63,1990,1927,2,4,2
31,1990,1959,2,3,4
53,1990,1936,1,4,4
18,1990,1971,2,4,4
73,1990,1916,2,5,4
21,1990,1969,2,4,4
31,1990,1958,1,4,3
52,1990,1937,1,3,4
34,1990,1955,2,4,3
49,1990,1940,1,4,3
51,1990,1939,2,4,3
40,1990,1950,1,5,3
44,1990,1945,1,5,3
45,1990,1944,2,5,3
51,1990,1939,1,5,4
78,1990,1912,1,3,3
52,1990,1937,2,5,3
31,1990,1959,2,4,3
25,1990,1965,1,4,3
55,1990,1935,1,4,2
37,1990,1952,1,5,4
49,1990,1941,2,3,3
38,1990,1952,1,5,4
25,1990,1965,2,4,3
41,1990,1948,1,4,4
20,1990,1970,2,5,3
56,1990,1933,2,4,3
28,1990,1962,2,5,3
45,1990,1945,2,3,3
35,1990,1954,2,5,4
32,1990,1958,1,4,3
33,1990,1957,2,5,4
90,1990,1900,2,3,4
21,1990,1968,1,4,4
49,1990,1940,2,5,3
49,1990,1940,2,5,4
56,1990,1934,1,5,3
68,1990,1922,2,4,3
47,1990,1943,2,4,3
72,1990,1917,1,4,4
63,1990,1926,2,4,3
66,1990,1924,1,4,3
66,1990,1923,1,5,4
53,1990,1936,2,4,3
46,1990,1944,2,5,4
48,1990,1942,1,5,4
59,1990,1930,1,3,3
18,1990,1971,1,4,3
60,1990,1930,2,4,1
34,1990,1958,2,4,3
45,1990,1945,2,3,3
42,1990,1948,1,3,4
32,1990,1958,2,4,3
40,1990,1950,1,4,3
73,1990,1917,2,3,4
21,1990,1967,1,5,4
41,1990,1949,1,4,3
25,1990,1965,2,4,4
38,1990,1951,1,3,3
31,1990,1959,1,4,3
41,1990,1949,1,4,3
51,1990,1938,2,5,3
37,1990,1953,2,3,3
74,1990,1916,1,4,3
28,1990,1962,2,4,3
64,1990,1926,1,4,3
42,1990,1948,1,3,2
23,1990,1967,1,5,3
49,1990,1941,1,4,2
45,1990,1945,2,3,3
43,1990,1947,1,3,3
43,1990,1947,2,5,4
71,1990,1918,1,4,3
35,1990,1954,2,4,4
49,1990,1940,1,5,4
75,1990,1915,2,4,2
64,1990,1926,1,3,2
72,1990,1917,1,4,4
32,1990,1957,2,4,3
43,1990,1946,2,5,3
30,1990,1959,2,2,3
55,1990,1934,1,5,4
70,1990,1920,1,3,3
25,1990,1964,2,5,4
75,1990,1915,1,5,3
57,1990,1932,1,4,4
78,1990,1912,2,5,4
53,1990,1936,1,2,3
27,1990,1962,2,5,3
67,1990,1923,1,5,4
34,1990,1956,1,5,4
49,1990,1941,2,4,4
54,1990,1938,2,5,4
76,1990,1916,1,3,3
34,1990,1956,1,4,3
23,1990,1966,2,4,3
90,1990,1900,1,4,4
39,1990,1950,2,5,3
39,1990,1951,1,5,4
64,1990,1924,2,3,4
42,1990,1947,2,5,3
28,1990,1962,2,4,3
64,1990,1925,1,5,4
47,1990,1943,1,5,3
38,1990,1952,1,5,3
27,1990,1963,1,5,3
65,1990,1924,1,5,4
32,1990,1957,2,4,4
18,1990,1971,1,5,3
32,1990,1958,2,5,3
28,1990,1962,2,4,4
19,1990,1970,1,3,4
19,1990,1970,1,5,2
68,1990,1922,2,5,4
41,1990,1949,2,5,3
68,1990,1922,1,3,4
55,1990,1935,1,3,2
44,1990,1946,2,4,4
43,1990,1947,1,2,3
22,1990,1968,2,4,3
33,1990,1956,1,4,3
45,1990,1945,2,3,3
31,1990,1958,1,5,3
30,1990,1959,2,5,4
64,1990,1924,1,5,3
31,1990,1959,2,5,4
38,1990,1952,1,3,3
31,1990,1959,1,5,3
50,1990,1940,1,5,3
42,1990,1948,2,5,4
22,1990,1968,1,5,2
47,1990,1942,1,4,4
49,1990,1940,2,4,4
39,1990,1950,1,4,4
61,1990,1929,2,2,4
68,1990,1922,1,3,2
50,1990,1940,1,5,3
38,1990,1952,2,4,3
30,1990,1959,2,5,4
46,1990,1943,2,4,3
44,1990,1945,2,4,3
36,1990,1954,2,4,3
60,1990,1930,1,4,2
49,1990,1940,2,3,2
30,1990,1959,1,5,2
74,1990,1916,2,3,3
61,1990,1929,1,5,4
37,1990,1952,1,4,3
79,1990,1910,1,2,3
72,1990,1917,1,4,2
25,1990,1965,1,5,4
41,1990,1949,1,5,4
72,1990,1917,2,4,3
40,1990,1950,1,4,2
28,1990,1963,1,5,4
40,1990,1949,2,5,2
44,1990,1945,2,5,3
45,1990,1945,1,4,3
45,1990,1945,2,4,3
23,1990,1967,1,5,3
53,1990,1937,2,4,4
63,1990,1927,2,4,3
50,1990,1940,1,4,3
36,1990,1954,1,5,4
43,1990,1946,2,5,4
19,1990,1971,2,4,3
61,1990,1928,2,4,3
43,1990,1946,2,5,4
46,1990,1944,2,5,4
61,1990,1929,2,3,3
78,1990,1911,1,2,4
54,1990,1936,1,3,3
30,1990,1959,1,5,4
65,1990,1925,2,3,4
39,1990,1951,1,5,4
47,1990,1943,1,4,3
32,1990,1958,1,5,3
48,1990,1942,2,5,4
70,1990,1920,2,3,4
56,1990,1934,1,4,4
29,1990,1961,2,4,4
28,1990,1962,2,3,2
30,1990,1959,2,5,4
31,1990,1958,1,5,3
57,1990,1933,2,3,3
73,1990,1916,1,3,4
35,1990,1954,1,5,4
67,1990,1923,2,3,4
78,1990,1912,2,2,4
32,1990,1958,1,5,3
68,1990,1922,1,4,4
28,1990,1961,2,5,3
76,1990,1913,2,3,3
68,1990,1922,2,5,3
61,1990,1928,1,3,4
59,1990,1931,2,1,4
30,1990,1960,2,4,3
23,1990,1966,1,4,4
72,1990,1918,1,4,3
39,1990,1950,1,4,3
43,1990,1947,2,3,3
64,1990,1926,2,5,3
45,1990,1955,1,2,2
19,1990,1971,1,4,4
23,1990,1969,1,5,4
21,1990,1968,2,5,3
38,1990,1951,2,5,3
37,1990,1900,1,4,3
90,1990,1900,1,5,4
20,1990,1970,1,5,3
48,1990,1942,2,4,3
71,1990,1919,2,5,4
69,1990,1920,2,5,4
70,1990,1920,1,4,3
77,1990,1913,1,1,3
20,1990,1969,1,4,4
69,1990,1920,2,4,3
76,1990,1913,2,1,3
67,1990,1922,1,5,4
67,1990,1922,1,4,4
42,1990,1948,1,4,3
44,1990,1945,1,5,4
59,1990,1930,1,5,4
40,1990,1950,2,5,4
71,1990,1918,1,4,3
21,1990,1968,1,5,4
35,1990,1955,2,4,3
79,1990,1911,2,1,2
75,1990,1915,2,3,4
41,1990,1949,1,5,3
38,1990,1951,2,4,3
44,1990,1946,2,4,3
68,1990,1922,2,5,4
30,1990,1960,1,5,3
54,1990,1936,1,4,3
47,1990,1943,1,4,3
32,1990,1957,1,5,3
25,1990,1964,2,4,3
26,1990,1964,1,4,4
45,1990,1944,1,4,3
32,1990,1957,2,4,4
24,1990,1966,2,4,3
55,1990,1935,1,4,3
34,1990,1955,1,3,4
42,1990,1948,1,5,3
53,1990,1937,2,5,4
42,1990,1947,2,5,3
43,1990,1946,2,5,3
74,1990,1915,1,2,3
41,1990,1948,1,5,4
59,1990,1930,2,3,3
27,1990,1962,2,5,4
48,1990,1941,2,5,4
77,1990,1912,1,4,4
47,1990,1942,2,4,3
72,1990,1917,1,5,3
75,1990,1915,2,5,4
48,1990,1941,1,5,4
18,1990,1971,2,5,3
33,1990,1957,1,4,3
26,1990,1963,2,4,2
29,1990,1960,2,4,2
41,1990,1949,2,4,4
33,1990,1956,1,4,4
18,1990,1972,1,5,4
67,1990,1923,1,4,3
20,1990,1969,1,4,3
69,1990,1920,1,2,2
36,1990,1953,1,4,3
69,1990,1921,2,3,4
32,1990,1958,1,5,3
34,1990,1955,2,5,3
23,1990,1967,2,3,4
18,1990,1972,1,5,4
64,1990,1926,2,1,4
39,1990,1951,2,4,3
32,1990,1957,1,5,3
30,1990,1959,2,5,4
20,1990,1970,1,5,4
48,1990,1942,1,5,4
30,1990,1959,1,5,4
60,1990,1929,2,5,2
57,1990,1932,1,5,4
28,1990,1962,2,5,1
58,1990,1931,1,5,1
33,1990,1957,1,5,2
27,1990,1963,2,5,3
75,1990,1915,2,2,3
58,1990,1932,2,4,4
59,1990,1931,1,4,3
34,1990,1956,2,5,4
41,1990,1949,1,1,3
63,1990,1927,1,4,3
88,1990,1902,1,5,3
67,1990,1923,1,3,3
89,1990,1901,2,4,3
41,1990,1949,1,4,4
68,1990,1921,2,3,3
60,1990,1930,2,5,4
82,1990,1907,1,4,2
38,1990,1952,1,5,3
37,1990,1952,1,3,4
65,1990,1925,1,4,3
31,1990,1958,2,4,2
41,1990,1949,1,4,3
83,1990,1906,1,2,2
78,1990,1912,1,5,4
47,1990,1943,2,3,4
53,1990,1937,2,5,3
52,1990,1938,1,4,4
65,1990,1924,2,4,3
62,1990,1928,2,5,4
21,1990,1969,2,5,4
65,1990,1924,1,4,4
49,1990,1940,1,4,4
80,1990,1909,2,4,3
38,1990,1951,2,5,3
40,1990,1950,1,4,4
63,1990,1927,2,4,4
30,1990,1960,2,5,4
63,1990,1927,1,3,2
48,1990,1942,2,4,3
42,1990,1947,1,5,3
79,1990,1910,1,4,4
43,1990,1947,2,5,4
84,1990,1906,2,3,3
40,1990,1949,2,4,4
52,1990,1937,1,4,3
70,1990,1919,1,2,3
25,1990,1964,1,5,4
38,1990,1951,2,5,4
25,1990,1965,1,5,4
39,1990,1951,2,5,3
56,1990,1934,1,4,3
38,1990,1952,2,4,4
62,1990,1927,1,4,3
76,1990,1914,1,3,1
38,1990,1952,2,5,3
78,1990,1912,2,3,4
38,1990,1951,1,4,3
49,1990,1940,2,5,4
40,1990,1949,1,4,3
44,1990,1946,2,4,4
36,1990,1953,2,4,3
40,1990,1949,1,5,3
74,1990,1915,1,5,3
42,1990,1947,2,5,4
30,1990,1959,2,5,4
42,1990,1947,2,4,3
25,1990,1964,1,5,3
40,1990,1949,2,4,3
23,1990,1967,2,4,4
29,1990,1960,2,3,3
24,1990,1965,1,4,4
37,1990,1953,1,5,4
33,1990,1957,1,5,3
28,1990,1901,1,4,4
25,1990,1965,1,4,3
46,1990,1943,1,4,3
76,1990,1913,2,3,3
61,1990,1928,2,3,3
23,1990,1966,2,4,3
26,1990,1964,1,5,3
32,1990,1958,2,5,4
26,1990,1962,1,4,4
26,1990,1964,1,5,3
33,1990,1957,2,3,4
80,1990,1909,1,3,4
44,1990,1946,1,5,3
43,1990,1947,1,5,3
31,1990,1959,2,5,3
36,1990,1953,2,5,4
41,1990,1948,2,4,3
40,1990,1950,2,5,3
21,1990,1969,2,4,4
42,1990,1948,2,5,4
29,1990,1960,2,4,4
28,1990,1962,1,5,4
34,1990,1956,1,5,3
31,1990,1959,2,5,4
28,1990,1962,2,4,4
36,1990,1954,2,4,3
48,1990,1942,2,5,4
21,1990,1969,2,4,3
38,1990,1952,1,5,3
33,1990,1957,1,4,3
47,1990,1943,2,4,4
33,1990,1956,1,4,3
20,1990,1970,2,5,4
51,1990,1929,1,3,3
30,1990,1959,2,5,4
20,1990,1970,1,3,2
31,1990,1959,1,4,3
82,1990,1908,1,4,3
22,1990,1968,2,5,3
38,1990,1952,1,5,3
88,1990,1902,2,4,4
37,1990,1952,1,5,4
37,1990,1953,2,4,3
77,1990,1913,1,3,4
66,1990,1923,2,3,3
43,1990,1946,1,5,3
86,1990,1904,2,2,3
62,1990,1927,2,5,4
33,1990,1957,1,4,4
49,1990,1941,1,5,3
77,1990,1912,2,2,3
28,1990,1962,1,5,4
45,1990,1944,2,4,4
31,1990,1958,2,4,3
45,1990,1954,2,5,2
29,1990,1960,1,2,3
57,1990,1933,1,4,4
70,1990,1920,1,3,1
64,1990,1926,2,4,3
27,1990,1963,2,5,4
55,1990,1935,1,4,4
90,1990,1910,1,3,3
55,1990,1935,2,5,3
67,1990,1923,1,3,3
36,1990,1954,1,4,2
56,1990,1934,2,5,4
45,1990,1944,1,5,4
62,1990,1928,1,5,3
20,1990,1969,1,5,3
48,1990,1942,1,5,3
33,1990,1956,1,5,3
41,1990,1949,1,5,4
35,1990,1954,2,3,3
32,1990,1957,1,5,4
21,1990,1969,2,3,1
67,1990,1922,1,4,4
33,1990,1957,1,4,3
44,1990,1946,2,4,4
32,1990,1957,2,5,3
48,1990,1942,1,5,4
60,1990,1930,1,4,3
50,1990,1940,2,5,3
35,1990,1955,2,5,4
33,1990,1956,2,5,4
32,1990,1957,2,5,3
43,1990,1947,1,4,3
24,1990,1965,2,5,2
68,1990,1932,2,5,4
64,1990,1926,2,4,3
22,1990,1968,2,5,3
40,1990,1950,2,5,4
44,1990,1945,1,4,3
84,1990,1905,2,3,3
37,1990,1952,1,5,4
62,1990,1927,2,4,3
31,1990,1958,1,5,3
86,1990,1904,2,3,4
53,1990,1936,1,4,3
31,1990,1959,2,4,3
32,1990,1957,1,4,3
48,1990,1942,1,4,2
33,1990,1956,1,5,4
54,1990,1935,2,5,3
19,1990,1970,1,4,3
28,1990,1961,2,3,2
28,1990,1961,2,4,4
66,1990,1923,1,3,4
67,1990,1923,2,4,3
36,1990,1953,2,5,3
90,1990,1900,2,4,3
40,1990,1949,1,5,4
66,1990,1923,1,2,3
30,1990,1960,2,4,3
57,1990,1932,1,5,4
27,1990,1963,2,5,3
34,1990,1955,1,5,2
52,1990,1938,2,3,3
79,1990,1910,1,3,4
44,1990,1945,1,3,2
33,1990,1957,2,4,2
72,1990,1918,2,3,4
63,1990,1927,1,3,4
30,1990,1960,2,4,4
34,1990,1955,1,5,3
42,1990,1948,2,4,3
63,1990,1927,2,4,2
20,1990,1969,1,4,3
53,1990,1936,2,3,2
58,1990,1931,1,4,2
55,1990,1934,2,3,3
62,1990,1928,2,5,4
38,1990,1951,2,5,3
31,1990,1959,2,5,4
35,1990,1955,1,5,4
33,1990,1957,1,5,3
51,1990,1938,2,5,3
40,1990,1950,1,5,3
26,1990,1963,1,4,3
61,1990,1929,2,3,3
59,1990,1930,2,3,3
47,1990,1943,1,5,4
43,1990,1947,2,5,2
38,1990,1952,1,5,2
35,1990,1955,2,5,4
21,1990,1969,2,5,3
28,1990,1961,2,5,2
39,1990,1951,1,4,3
55,1990,1935,2,4,2
46,1990,1943,1,5,4
36,1990,1953,2,5,4
62,1990,1927,1,4,3
48,1990,1942,2,5,4
64,1990,1925,2,3,4
42,1990,1947,2,5,3
27,1990,1963,1,4,3
65,1990,1925,1,4,4
39,1990,1950,1,5,3
49,1990,1941,1,4,2
51,1990,1939,1,3,2
81,1990,1909,1,2,4
30,1990,1959,1,5,3
36,1990,1953,2,5,4
46,1990,1944,2,5,3
65,1990,1924,1,5,3
54,1990,1936,1,5,3
65,1990,1924,2,4,4
65,1990,1925,1,4,4
66,1990,1924,1,4,3
90,1990,1900,2,5,4
64,1990,1926,1,4,4
29,1990,1961,2,3,4
35,1990,1955,1,4,3
89,1990,1901,2,5,4
17,1990,1973,2,4,3
38,1990,1952,1,5,4
45,1990,1944,1,5,3
41,1990,1948,2,4,3
75,1990,1950,2,2,3
18,1990,1972,2,4,4
31,1990,1959,1,5,4
34,1990,1956,1,5,4
31,1990,1958,2,4,3
72,1990,1918,2,4,3
84,1990,1905,1,4,4
65,1990,1925,2,2,2
32,1990,1946,1,3,3
66,1990,1923,1,3,3
59,1990,1931,2,3,1
62,1990,1927,1,3,1
37,1990,1952,2,4,1
23,1990,1967,2,5,3
44,1990,1946,1,4,3
18,1990,1971,1,5,3
36,1990,1954,2,4,4
67,1990,1923,2,2,4
18,1990,1971,1,4,1
33,1990,1957,1,5,3
41,1990,1949,2,5,4
43,1990,1947,1,4,3
47,1990,1943,2,1,3
69,1990,1921,2,4,4
61,1990,1929,2,5,4
22,1990,1968,1,3,3
55,1990,1935,1,4,3
28,1990,1962,2,5,4
41,1990,1948,1,5,4
42,1990,1947,1,4,3
37,1990,1952,2,3,3
32,1990,1958,2,4,2
23,1990,1966,2,5,3
41,1990,1948,1,4,3
48,1990,1941,1,5,4
91,1990,1899,2,3,4
35,1990,1955,2,5,4
22,1990,1968,2,5,4
22,1990,1967,1,5,3
90,1990,1900,2,5,4
90,1990,1900,1,5,3
28,1990,1961,1,4,3
48,1990,1941,1,5,4
52,1990,1937,1,4,4
36,1990,1954,2,5,4
27,1990,1963,2,4,4
26,1990,1963,2,4,3
26,1990,1964,1,5,3
51,1990,1938,2,3,4
35,1990,1954,1,4,3
73,1990,1916,1,3,4
31,1990,1959,1,5,3
44,1990,1946,2,5,4
47,1990,1943,2,4,3
34,1990,1956,2,5,4
32,1990,1957,1,4,4
50,1990,1949,2,5,3
57,1990,1933,1,5,4
67,1990,1923,1,4,3
56,1990,1933,2,4,4
35,1990,1954,1,5,3
40,1990,1950,2,5,2
32,1990,1958,1,5,4
36,1990,1954,1,4,3
37,1990,1953,2,5,4
33,1990,1957,2,5,4
76,1990,1914,1,3,4
56,1990,1934,2,5,4
28,1990,1961,1,5,3
41,1990,1948,1,5,1
67,1990,1922,2,4,4
19,1990,1915,2,3,2
77,1990,1913,1,4,4
36,1990,1954,2,5,2
42,1990,1948,1,2,4
28,1990,1962,2,5,4
60,1990,1929,1,3,4
45,1990,1944,2,5,4
64,1990,1926,2,4,4
45,1990,1944,2,4,3
40,1990,1949,2,5,3
21,1990,1969,2,4,3
40,1990,1950,1,4,3
31,1990,1959,2,5,3
40,1990,1950,1,4,2
31,1990,1959,2,4,3
33,1990,1957,1,5,3
27,1990,1963,1,4,3
59,1990,1931,2,4,4
24,1990,1966,2,4,2
76,1990,1914,2,4,3
57,1990,1932,1,5,3
54,1990,1936,1,5,4
27,1990,1963,1,4,3
70,1990,1920,1,5,3
30,1990,1960,2,4,3
34,1990,1955,1,5,4
38,1990,1952,2,4,3
23,1990,1967,1,4,4
23,1990,1967,2,4,3
44,1990,1946,2,5,3
35,1990,1955,1,4,3
28,1990,1962,2,4,3
53,1990,1937,2,5,3
72,1990,1918,2,3,3
77,1990,1912,1,5,4
26,1990,1963,2,4,3
62,1990,1928,1,3,3
33,1990,1956,2,4,4
28,1990,1962,2,4,3
64,1990,1925,1,3,3
26,1990,1964,1,5,4
30,1990,1960,1,5,4
36,1990,1954,2,1,3
34,1990,1955,2,4,3
46,1990,1944,2,5,2
30,1990,1959,1,5,2
37,1990,1953,1,5,3
65,1990,1924,1,3,3
30,1990,1960,2,5,4
63,1990,1927,2,3,2
58,1990,1931,1,3,2
62,1990,1927,1,4,4
61,1990,1929,1,5,4
35,1990,1956,2,3,3
33,1990,1956,2,4,3
70,1990,1920,2,4,4
72,1990,1917,2,4,4
42,1990,1947,2,4,4
31,1990,1959,2,4,3
31,1990,1958,1,5,4
59,1990,1930,1,3,3
56,1990,1934,1,2,2
74,1990,1915,2,1,2
20,1990,1969,2,4,3
34,1990,1956,2,5,3
29,1990,1961,1,4,3
28,1990,1961,1,4,3
74,1990,1916,2,3,4
81,1990,1909,2,4,4
63,1990,1927,1,4,3
36,1990,1964,2,5,2
38,1990,1951,1,5,4
73,1990,1917,2,3,3
45,1990,1945,2,5,4
68,1990,1921,2,4,4
26,1990,1963,1,5,1
55,1990,1934,1,3,3
41,1990,1948,2,4,3
36,1990,1953,1,4,2
39,1990,1950,2,4,3
28,1990,1962,1,5,4
66,1990,1924,2,3,4
62,1990,1927,1,2,3
59,1990,1931,1,3,3
35,1990,1955,2,5,2
55,1990,1935,1,2,4
60,1990,1930,1,4,3
58,1990,1932,1,3,4
43,1990,1947,2,4,4
54,1990,1935,1,3,3
24,1990,1966,1,5,2
42,1990,1947,1,5,4
39,1990,1950,2,3,3
30,1990,1959,1,4,1
54,1990,1935,1,5,4
51,1990,1939,1,3,4
35,1990,1955,2,5,3
58,1990,1932,1,3,4
37,1990,1952,1,4,3
37,1990,1953,1,4,4
37,1990,1952,1,3,4
38,1990,1951,2,4,4
71,1990,1918,1,3,2
37,1990,1952,2,5,3
71,1990,1918,1,4,4
66,1990,1924,1,3,3
55,1990,1934,2,3,3
24,1990,1965,2,5,3
57,1990,1932,2,5,2
46,1990,1943,1,5,3
58,1990,1931,2,5,4
42,1990,1947,2,4,4
31,1990,1958,2,5,4
37,1990,1953,2,5,3
43,1990,1947,1,5,3
40,1990,1949,1,5,4
53,1990,1936,1,5,2
51,1990,1938,2,4,1
32,1990,1957,2,5,3
25,1990,1965,1,5,2
62,1990,1928,2,4,4
33,1990,1956,1,4,4
28,1990,1961,1,4,3
22,1990,1967,2,5,4
38,1990,1952,1,3,2
40,1990,1950,1,4,3
69,1990,1920,2,5,3
39,1990,1951,2,5,4
50,1990,1939,1,5,3
48,1990,1942,1,4,4
48,1990,1941,2,4,4
24,1990,1966,1,3,4
24,1990,1965,1,5,4
58,1990,1931,1,3,3
36,1990,1953,1,3,3
30,1990,1959,2,3,3
36,1990,1953,2,5,4
50,1990,1930,2,4,4
73,1990,1916,2,5,3
44,1990,1945,1,4,4
33,1990,1956,1,5,4
27,1990,1962,1,4,3
51,1990,1938,2,5,3
70,1990,1919,2,4,3
62,1990,1928,2,5,2
65,1990,1924,1,4,3
45,1990,1945,1,4,4
66,1990,1924,1,5,4
83,1990,1907,1,1,2
71,1990,1918,2,3,3
29,1990,1960,1,5,3
81,1990,1909,1,1,3
22,1990,1968,2,5,3
72,1990,1918,2,3,4
20,1990,1970,1,5,4
45,1990,1945,1,5,3
24,1990,1966,2,4,4
50,1990,1940,2,4,4
39,1990,1951,1,4,3
45,1990,1945,2,5,4
35,1990,1955,1,5,3
59,1990,1931,1,4,2
61,1990,1928,2,4,4
65,1990,1925,2,3,4
50,1990,1939,2,5,4
40,1990,1950,1,4,3
53,1990,1937,2,4,3
56,1990,1934,1,4,3
35,1990,1955,1,4,4
26,1990,1964,2,4,3
67,1990,1923,2,5,3
78,1990,1911,1,4,3
32,1990,1957,2,5,3
79,1990,1910,1,2,3
48,1990,1942,1,4,4
64,1990,1926,2,4,2
55,1990,1935,1,5,3
64,1990,1926,1,2,4
62,1990,1928,2,4,3
29,1990,1960,1,5,3
35,1990,1954,1,5,3
39,1990,1951,1,4,4
78,1990,1912,2,4,3
38,1990,1952,1,4,4
50,1990,1940,1,5,4
68,1990,1922,2,4,2
66,1990,1923,2,5,3
68,1990,1921,1,4,3
29,1990,1961,1,4,3
18,1990,1972,2,5,3
36,1990,1953,1,4,3
49,1990,1941,1,4,2
61,1990,1929,2,2,4
27,1990,1962,1,4,4
64,1990,1926,2,2,3
60,1990,1930,1,4,4
26,1990,1964,2,5,4
71,1990,1919,2,3,3
35,1990,1954,2,4,3
27,1990,1962,2,5,3
68,1990,1922,2,4,4
71,1990,1919,2,5,4
54,1990,1936,1,3,3
73,1990,1917,1,4,3
23,1990,1967,2,4,4
22,1990,1968,2,5,4
21,1990,1968,1,4,3
19,1990,1970,1,4,4
19,1990,1970,1,3,3
40,1990,1949,2,5,4
66,1990,1924,2,2,2
67,1990,1923,1,2,4
47,1990,1943,1,2,3
21,1990,1968,1,4,3
66,1990,1925,2,5,4
20,1990,1969,2,3,3
48,1990,1942,2,5,4
33,1990,1956,1,5,4
47,1990,1942,1,4,3
72,1990,1918,1,4,3
30,1990,1959,1,5,3
43,1990,1947,2,5,4
33,1990,1957,2,4,2
36,1990,1954,2,5,3
34,1990,1956,1,4,3
55,1990,1934,1,5,4
62,1990,1928,1,4,3
67,1990,1923,1,5,4
63,1990,1927,1,5,4
43,1990,1947,2,5,3
27,1990,1962,2,4,3
63,1990,1927,1,3,3
66,1990,1924,1,5,3
71,1990,1919,2,3,2
20,1990,1969,1,5,3
24,1990,1965,1,5,4
19,1990,1970,2,5,4
19,1990,1970,2,5,3
77,1990,1913,1,3,3
61,1990,1929,2,5,2
22,1990,1968,1,5,4
39,1990,1950,1,5,3
19,1990,1971,2,3,1
62,1990,1927,1,2,4
48,1990,1942,1,4,3
30,1990,1960,2,5,2
80,1990,1909,2,4,4
43,1990,1947,2,4,2
39,1990,1951,1,4,4
62,1990,1928,2,3,3
73,1990,1916,2,4,3
38,1990,1952,1,5,4
36,1990,1953,2,4,3
26,1990,1964,2,5,3
88,1990,1902,1,5,4
69,1990,1921,1,4,3
45,1990,1944,1,4,3
25,1990,1965,2,4,2
26,1990,1964,1,5,1
44,1990,1946,1,5,2
74,1990,1926,2,4,2
25,1990,1965,2,5,2
28,1990,1962,2,4,3
28,1990,1962,1,5,3
45,1990,1944,2,4,4
68,1990,1922,1,5,4
22,1990,1968,2,4,3
38,1990,1951,1,3,3
20,1990,1970,2,2,3
37,1990,1952,1,3,4
18,1990,1972,2,3,3
82,1990,1907,2,4,3
33,1990,1957,1,4,3
18,1990,1972,1,4,3
35,1990,1955,1,4,3
63,1990,1927,2,1,3
32,1990,1958,2,5,3
82,1990,1908,2,4,4
36,1990,1954,1,5,3
25,1990,1965,2,5,3
34,1990,1955,1,4,3
32,1990,1958,2,4,3
55,1990,1934,1,5,3
56,1990,1934,1,4,4
47,1990,1942,2,5,4
22,1990,1967,2,5,4
42,1990,1947,1,4,2
79,1990,1910,2,5,4
58,1990,1931,1,5,4
44,1990,1945,2,4,3
42,1990,1947,2,5,4
34,1990,1956,1,5,3
70,1990,1920,1,3,3
22,1990,1967,2,4,4
18,1990,1972,1,5,3
65,1990,1925,1,4,4
45,1990,1945,1,4,2
38,1990,1952,1,5,3
50,1990,1940,1,3,3
29,1990,1960,2,4,4
45,1990,1944,1,5,4
64,1990,1926,2,4,3
35,1990,1935,1,2,2
69,1990,1921,2,5,4
62,1990,1927,2,3,1
33,1990,1957,2,5,3
33,1990,1956,1,3,2
54,1990,1936,2,4,3
54,1990,1936,1,3,4
18,1990,1972,2,5,4
87,1990,1903,2,2,3
45,1990,1945,1,3,4
35,1990,1955,2,3,3
70,1990,1920,1,2,3
68,1990,1921,2,2,3
45,1990,1944,2,1,3
