year,trust,sex,age,partyid,wrkstat,happy,degree,realinc,health,life,satfin,polviews,educ
1980,1,1,26,2,1,2,1,35121,2,1,3,4,12
1980,1,1,47,0,1,2,1,28323,1,2,1,4,12
1980,1,1,46,6,1,2,1,128141,1,1,2,4,12
1980,2,1,68,4,5,1,2,13595,3,2,1,7,16
1980,1,2,50,4,3,2,1,24547,2,2,2,6,13
1980,2,1,34,5,1,1,1,16994,3,1,2,4,13
1980,1,1,64,6,1,1,1,128141,2,1,1,7,12
1980,1,2,22,1,7,2,1,8308,1,2,2,4,12
1980,1,1,44,5,1,1,1,128141,2,1,1,6,12
1980,1,2,55,5,7,1,1,NA,1,2,2,4,12
1980,1,1,68,2,5,2,0,8308,3,2,2,4,8
1980,2,1,26,1,1,2,1,13595,2,1,2,3,14
1980,1,1,75,5,5,2,1,20770,3,1,2,4,13
1980,2,1,89,6,5,2,0,8308,2,2,1,4,8
1980,2,2,21,3,2,1,1,3021,1,1,1,3,12
1980,2,2,82,6,7,1,0,9819,2,2,1,4,5
1980,2,1,44,0,1,2,1,56647,3,1,1,4,12
1980,2,2,21,6,7,2,1,9819,2,2,2,4,12
1980,2,2,69,6,5,1,0,5287,2,1,2,4,9
1980,2,2,64,0,7,2,0,13595,2,1,2,4,7
1980,2,2,58,6,7,1,1,13595,3,1,2,3,12
1980,2,2,57,1,2,2,1,8308,3,1,1,6,12
1980,2,2,25,5,1,1,1,56647,2,1,3,6,12
1980,1,2,72,5,5,1,4,16994,2,1,1,2,20
1980,1,2,68,3,5,1,1,8308,2,1,1,3,9
1980,2,1,36,5,1,2,1,56647,1,1,1,2,11
1980,2,1,76,1,5,1,0,16994,2,1,1,4,6
1980,2,2,68,3,7,1,0,16994,1,1,1,4,8
1980,2,2,33,2,1,1,1,16994,2,2,3,6,9
1980,2,2,21,5,1,1,1,28323,2,2,1,4,12
1980,2,2,22,2,6,1,2,3021,2,2,2,2,16
1980,2,2,24,1,6,2,2,755,2,1,1,3,15
1980,3,1,35,4,1,2,3,24547,1,1,3,4,16
1980,1,1,22,0,6,2,1,5287,2,1,3,4,15
1980,1,1,41,4,1,2,1,28323,2,2,2,5,12
1980,1,1,35,2,1,2,1,20770,2,2,3,4,12
1980,1,1,51,6,2,1,1,24547,1,1,1,7,15
1980,2,2,19,4,7,2,0,16994,3,3,3,4,9
1980,2,2,73,3,7,2,0,3021,3,2,2,NA,8
1980,2,1,30,3,4,2,0,5287,2,1,2,2,5
1980,1,2,54,1,1,1,1,11329,3,1,1,4,12
1980,1,1,50,4,1,2,3,56647,2,2,1,5,17
1980,1,2,45,4,2,3,0,5287,1,1,2,3,8
1980,2,1,36,5,1,1,0,11329,1,1,1,NA,3
1980,2,2,20,5,6,1,0,6798,1,1,1,3,11
1980,2,1,43,1,1,1,0,32100,3,3,NA,4,4
1980,2,2,36,2,2,1,0,5287,3,2,2,3,5
1980,2,2,82,0,5,1,0,3021,4,1,1,7,7
1980,2,2,61,0,2,2,0,3021,2,2,1,4,7
1980,2,1,49,0,2,1,0,3021,2,2,2,7,9
1980,1,1,66,4,5,1,3,20770,2,1,1,6,16
1980,2,2,66,0,2,1,1,6798,2,2,2,2,14
1980,2,1,54,0,1,2,1,35121,3,2,2,3,11
1980,2,2,55,3,7,3,0,755,2,3,3,4,5
1980,2,1,54,1,1,1,0,16994,3,1,2,1,7
1980,2,1,63,4,5,2,0,5287,4,1,2,4,7
1980,1,2,31,1,1,2,3,24547,1,2,3,5,16
1980,2,2,36,5,1,2,3,56647,3,2,2,5,16
1980,2,2,19,2,6,2,0,24547,3,2,3,4,11
1980,1,2,33,2,1,2,3,20770,3,1,3,4,16
1980,2,1,77,0,5,3,0,8308,2,2,2,5,7
1980,2,1,51,0,1,1,0,56647,2,1,2,1,5
1980,2,1,70,0,2,1,0,5287,2,1,3,4,4
1980,2,2,57,0,7,1,0,9819,4,1,2,4,2
1980,1,1,26,1,1,2,1,24547,2,2,2,4,12
1980,2,2,36,2,7,2,1,56647,1,1,2,6,12
1980,1,1,51,4,1,2,3,56647,2,1,2,5,16
1980,1,2,35,2,7,2,1,56647,2,1,2,4,14
1980,1,2,32,5,1,2,1,11329,1,2,2,6,12
1980,2,2,68,0,2,2,0,3021,3,2,1,5,8
1980,2,2,73,0,7,1,0,NA,1,1,2,4,11
1980,2,1,19,3,1,3,0,11329,2,2,1,3,9
1980,2,2,61,1,7,1,0,16994,4,2,1,5,6
1980,2,1,29,2,1,2,1,24547,2,1,1,3,12
1980,2,1,27,1,2,1,3,56647,2,1,1,2,17
1980,2,2,27,0,7,1,1,24547,2,1,2,6,11
1980,1,2,54,1,1,1,4,56647,2,1,1,4,19
1980,2,2,69,0,7,1,0,5287,4,2,2,NA,8
1980,2,1,24,2,7,2,1,755,1,2,2,4,12
1980,2,2,76,1,8,2,1,3021,4,2,2,2,12
1980,2,2,27,1,1,2,0,5287,3,2,3,4,10
1980,1,1,27,2,1,2,1,32100,3,1,2,2,12
1980,1,2,44,3,1,2,3,16994,1,1,3,3,17
1980,1,1,55,5,1,3,3,56647,1,1,1,3,17
1980,1,2,71,2,7,2,3,9819,2,2,2,4,16
1980,2,1,27,3,1,1,4,NA,1,1,2,4,19
1980,2,1,31,1,1,1,3,56647,2,1,3,4,16
1980,1,1,26,2,1,2,3,28323,1,2,2,4,16
1980,2,1,24,5,1,2,3,28323,1,1,2,5,16
1980,2,2,47,2,1,1,1,11329,1,1,2,4,12
1980,1,2,62,6,3,2,0,NA,2,2,1,4,8
1980,2,2,27,2,7,2,1,24547,1,1,2,4,12
1980,1,2,31,4,2,2,1,56647,1,1,2,4,15
1980,2,2,27,0,1,3,1,56647,4,2,3,3,12
1980,1,1,30,3,1,2,1,28323,2,2,2,3,13
1980,1,1,61,1,1,1,4,128141,1,1,2,4,20
1980,2,2,22,6,1,2,1,128141,1,2,2,4,12
1980,1,2,50,6,7,2,3,128141,2,2,2,4,16
1980,1,2,49,4,7,1,3,128141,1,1,1,6,16
1980,2,1,40,5,1,2,4,128141,2,2,1,5,20
1980,1,1,58,3,1,1,4,128141,3,1,2,2,19
1980,3,1,49,3,1,1,4,128141,1,1,1,NA,20
1980,2,2,49,5,1,1,4,128141,1,1,1,5,16
1980,2,1,44,1,1,1,1,56647,2,1,1,4,12
1980,1,2,54,2,2,2,3,16994,1,1,2,3,16
1980,1,1,35,2,2,1,0,11329,3,1,2,4,10
1980,1,1,47,4,1,2,1,56647,1,2,2,6,14
1980,2,2,33,4,1,1,3,32100,1,1,2,6,16
1980,2,1,34,1,6,2,1,3021,3,2,3,2,14
1980,1,1,52,3,4,3,0,3021,2,1,3,4,9
1980,2,2,33,2,7,1,3,128141,2,1,1,3,17
1980,2,1,71,6,5,3,0,16994,2,3,3,6,11
1980,1,1,37,1,1,2,1,56647,2,2,2,6,12
1980,2,1,36,3,1,3,0,8308,1,2,3,6,10
1980,2,2,29,5,7,2,0,6798,2,2,3,3,11
1980,2,2,32,3,7,3,0,13595,4,3,3,4,8
1980,2,1,32,3,1,2,3,56647,1,2,3,7,19
1980,1,2,22,4,2,2,1,20770,1,2,2,3,12
1980,2,2,25,2,1,1,1,13595,2,2,2,4,12
1980,1,2,31,2,1,2,1,13595,3,1,3,2,16
1980,1,1,68,1,5,3,1,20770,2,2,2,5,14
1980,2,2,67,6,5,1,1,9819,1,2,1,7,12
1980,2,1,79,5,5,3,0,11329,1,2,3,5,10
1980,1,1,32,3,1,2,1,20770,3,2,3,5,12
1980,2,2,30,3,7,1,3,56647,1,2,2,5,16
1980,1,1,27,3,1,2,1,32100,1,2,3,1,15
1980,2,2,26,3,7,2,0,11329,2,2,2,6,9
1980,2,1,23,1,2,2,3,56647,1,2,1,5,16
1980,2,1,25,3,6,2,1,NA,2,1,3,2,16
1980,2,2,43,3,1,2,3,32100,2,2,2,5,16
1980,1,1,67,1,2,2,3,56647,1,1,2,4,16
1980,1,1,47,3,1,NA,3,128141,2,2,2,5,16
1980,2,2,61,3,7,3,0,6798,4,2,3,4,3
1980,2,2,56,1,7,1,0,32100,3,2,2,4,8
1980,2,2,NA,0,7,3,0,NA,4,2,2,2,NA
1980,2,2,84,1,5,2,0,3021,4,2,2,4,6
1980,1,2,64,1,1,2,1,13595,3,2,3,4,12
1980,2,2,69,3,7,2,0,56647,2,2,1,5,11
1980,2,1,31,4,1,2,1,NA,1,2,2,6,12
1980,1,2,63,1,7,2,1,16994,2,2,2,4,12
1980,1,1,40,3,1,3,1,13595,1,1,3,4,12
1980,1,2,22,5,2,2,1,NA,2,2,2,4,15
1980,1,1,34,0,1,2,1,24547,1,2,1,5,12
1980,2,2,65,0,7,3,0,3021,3,2,3,4,9
1980,2,2,41,3,7,3,0,9819,2,2,3,4,11
1980,2,1,33,3,4,2,0,5287,1,3,3,6,9
1980,2,2,35,3,7,3,0,5287,3,3,3,4,7
1980,2,1,36,3,1,2,1,11329,1,2,3,4,14
1980,2,2,80,6,8,3,0,3021,4,NA,3,4,5
1980,2,1,19,1,2,2,0,28323,1,2,2,4,11
1980,1,1,38,1,1,1,1,20770,2,2,2,6,10
1980,1,2,22,3,1,2,1,NA,1,1,1,4,12
1980,2,2,21,1,2,2,1,11329,2,2,2,3,12
1980,2,2,21,5,7,2,1,3021,1,2,3,1,12
1980,2,2,61,5,7,2,1,24547,3,2,2,3,12
1980,2,1,75,1,5,3,0,8308,2,3,2,4,8
1980,1,2,44,5,7,1,1,56647,1,2,1,3,12
1980,2,1,20,4,1,2,1,56647,1,2,2,4,12
1980,2,2,28,1,1,1,1,56647,1,2,2,4,12
1980,1,1,57,5,1,2,1,56647,2,1,2,4,12
1980,2,1,56,1,5,2,1,56647,1,1,3,4,12
1980,2,1,48,5,1,2,3,56647,1,1,2,3,16
1980,1,2,63,1,7,1,1,56647,1,2,2,4,12
1980,1,2,74,1,5,NA,0,16994,3,2,1,4,10
1980,1,2,26,1,2,1,1,24547,3,NA,2,4,12
1980,1,2,25,5,7,2,1,20770,2,2,2,4,12
1980,2,2,19,3,6,3,0,32100,1,2,2,4,11
1980,2,2,60,4,7,1,0,NA,1,1,2,5,6
1980,1,2,70,3,2,2,0,6798,2,2,2,4,8
1980,2,1,37,2,1,2,1,35121,2,2,2,5,10
1980,2,1,66,4,5,3,1,NA,2,2,3,4,14
1980,2,1,57,3,5,1,0,24547,2,2,1,5,8
1980,1,1,36,0,1,1,3,56647,1,1,2,4,16
1980,3,1,43,1,1,1,4,128141,2,1,1,2,16
1980,1,2,69,2,7,2,1,128141,2,1,3,3,12
1980,1,1,33,1,1,2,4,56647,1,2,3,3,18
1980,1,2,35,3,2,1,4,56647,2,2,1,2,20
1980,2,2,50,5,7,1,1,32100,2,1,2,4,12
1980,2,2,35,5,1,2,1,56647,1,2,1,4,12
1980,2,1,59,1,1,2,0,56647,1,2,2,5,10
1980,1,2,32,2,7,2,1,16994,3,2,3,4,12
1980,1,1,37,1,1,2,1,35121,2,2,2,4,12
1980,1,2,44,5,7,2,1,56647,3,2,2,4,12
1980,2,2,29,1,3,1,1,28323,2,2,3,5,12
1980,1,1,48,5,1,1,0,56647,1,1,2,4,11
1980,2,2,60,0,1,2,1,13595,1,2,3,3,12
1980,1,2,37,2,1,2,1,NA,2,1,2,5,12
1980,1,1,37,5,1,1,1,56647,2,1,1,4,12
1980,2,1,62,0,3,1,1,35121,1,2,3,5,12
1980,1,2,65,1,5,2,1,16994,3,2,2,4,12
1980,1,2,61,0,7,1,0,35121,4,1,2,4,10
1980,2,2,20,3,4,2,0,9819,2,2,2,3,11
1980,2,2,19,3,7,2,0,3021,2,2,1,NA,8
1980,1,2,23,3,1,1,1,32100,2,1,2,4,12
1980,3,2,29,3,7,2,1,16994,1,2,3,2,14
1980,2,2,74,0,7,2,0,5287,3,2,1,5,7
1980,2,2,20,3,6,2,1,28323,1,1,1,4,12
1980,2,2,56,0,1,3,1,6798,1,2,3,5,12
1980,1,1,51,4,1,3,4,35121,1,2,3,4,17
1980,2,2,23,4,7,2,0,32100,2,2,1,3,9
1980,2,2,25,1,1,1,3,35121,1,1,2,4,16
1980,2,2,20,1,1,1,1,32100,2,1,1,4,12
1980,1,2,67,0,7,2,1,NA,2,2,1,2,12
1980,1,2,76,5,7,2,0,24547,3,2,2,5,7
1980,1,1,62,0,1,1,4,128141,1,1,1,2,18
1980,2,1,31,1,6,2,1,20770,2,1,2,5,13
1980,1,2,47,2,7,1,3,56647,1,2,1,4,16
1980,2,1,33,1,1,2,1,56647,1,1,2,1,12
1980,2,2,21,3,1,1,1,56647,2,2,1,4,12
1980,1,2,56,1,7,2,1,NA,1,2,1,5,12
1980,2,2,39,1,7,2,1,56647,3,2,2,6,12
1980,1,1,22,5,6,1,1,16994,1,1,3,3,15
1980,3,1,22,5,6,1,1,16994,2,1,1,5,15
1980,1,2,32,1,8,2,1,56647,2,1,2,4,12
1980,2,1,50,1,1,2,4,56647,1,2,2,4,16
1980,1,2,41,3,1,1,4,56647,2,1,2,3,18
1980,2,1,26,1,4,2,0,20770,1,2,3,2,9
1980,2,2,60,0,1,1,0,32100,2,1,2,NA,5
1980,1,1,19,2,1,1,0,16994,1,1,3,4,12
1980,2,2,19,1,4,2,1,16994,1,1,1,4,13
1980,1,2,82,5,5,1,0,13595,3,2,2,5,13
1980,2,2,55,4,3,3,1,28323,3,2,3,5,12
1980,2,1,37,3,1,2,0,28323,3,2,2,4,11
1980,1,1,27,4,6,1,1,24547,1,1,3,4,13
1980,2,2,23,1,1,2,1,32100,1,2,2,3,12
1980,1,2,75,1,7,2,0,11329,2,2,2,4,8
1980,1,2,50,6,2,2,3,56647,2,2,2,5,16
1980,2,1,37,1,1,3,1,56647,1,1,1,4,14
1980,1,1,70,2,1,2,1,16994,2,2,2,3,12
1980,1,2,39,0,7,2,3,35121,1,2,3,3,16
1980,1,2,31,4,7,1,3,56647,1,1,1,5,16
1980,2,1,24,1,1,1,0,56647,2,2,2,3,11
1980,2,2,51,2,7,1,0,20770,4,2,3,4,10
1980,2,2,44,1,7,2,1,NA,2,2,2,4,12
1980,3,2,80,1,7,2,1,28323,4,1,1,4,15
1980,1,2,28,2,1,2,2,24547,2,1,3,4,14
1980,1,1,53,1,1,2,4,128141,1,1,2,2,19
1980,2,2,24,2,7,2,1,20770,1,1,1,3,12
1980,2,1,72,6,5,1,0,13595,2,1,1,6,8
1980,1,2,28,1,7,1,1,35121,1,1,1,5,13
1980,2,2,88,3,5,2,2,8308,4,1,1,5,14
1980,2,1,42,3,1,1,1,56647,2,2,3,5,12
1980,2,1,32,1,1,3,0,28323,3,2,3,4,8
1980,1,1,71,1,5,2,0,13595,3,2,2,4,10
1980,2,2,31,4,4,2,1,9819,2,1,3,4,13
1980,2,1,34,2,1,2,1,24547,2,1,3,3,13
1980,2,2,20,5,1,2,1,16994,3,2,3,3,12
1980,2,2,29,1,3,2,1,56647,2,3,2,2,12
1980,3,2,26,3,2,2,1,28323,1,2,2,4,12
1980,1,2,37,2,1,2,1,13595,1,1,3,4,12
1980,1,2,39,1,1,2,1,56647,2,2,1,6,13
1980,2,2,19,1,1,2,1,NA,2,1,2,4,12
1980,2,2,86,4,5,2,0,5287,3,2,2,NA,8
1980,2,2,23,3,1,2,1,24547,2,2,2,5,12
1980,1,2,NA,2,1,1,1,56647,1,1,1,5,12
1980,1,1,26,5,3,1,1,35121,2,1,3,3,12
1980,1,2,NA,3,1,1,1,NA,1,1,2,4,12
1980,1,2,27,1,2,2,1,32100,1,1,1,4,12
1980,2,2,37,4,1,2,1,56647,2,2,1,2,14
1980,2,2,21,5,1,2,1,32100,2,2,1,4,12
1980,2,1,34,3,1,2,1,35121,3,2,3,5,12
1980,1,2,59,0,7,2,0,11329,2,2,2,4,9
1980,1,2,29,4,7,2,1,24547,3,2,1,4,12
1980,1,2,59,6,7,1,1,32100,1,2,2,5,13
1980,2,2,54,2,7,2,1,28323,3,1,1,4,12
1980,2,1,22,2,1,2,1,13595,2,2,3,3,12
1980,2,2,61,5,2,2,1,32100,3,2,1,4,12
1980,2,1,42,1,1,1,1,56647,1,2,2,5,12
1980,2,2,66,6,2,1,1,20770,3,1,2,6,12
1980,2,2,71,5,7,1,0,8308,3,2,2,3,11
1980,1,2,46,1,1,1,1,56647,1,2,2,5,12
1980,1,1,40,3,1,1,1,28323,2,1,2,4,12
1980,1,1,24,4,4,1,1,20770,2,1,3,5,12
1980,2,2,34,4,1,3,1,16994,2,2,3,5,12
1980,1,2,76,1,7,1,0,NA,2,1,1,4,12
1980,1,1,65,6,1,1,1,32100,1,2,2,4,12
1980,2,2,22,6,1,2,2,16994,2,2,2,4,14
1980,2,1,33,5,1,1,1,NA,1,1,1,5,14
1980,1,2,71,6,7,NA,4,16994,NA,1,NA,6,17
1980,2,1,48,1,1,2,1,128141,2,1,2,5,14
1980,1,1,57,0,1,2,0,128141,1,1,NA,4,11
1980,1,1,42,4,1,2,1,56647,1,1,1,5,16
1980,2,2,24,4,1,1,1,32100,1,2,2,5,12
1980,1,1,77,5,5,2,0,5287,2,1,1,6,8
1980,1,1,59,5,1,3,1,35121,3,3,1,4,13
1980,1,2,27,3,7,1,1,28323,2,1,3,3,12
1980,2,2,57,3,1,2,1,56647,2,1,2,4,15
1980,2,2,51,4,7,1,1,56647,2,1,2,5,15
1980,1,1,40,1,1,2,4,56647,2,1,2,5,20
1980,2,2,48,3,1,2,1,9819,2,1,3,6,12
1980,1,2,50,5,1,1,1,56647,1,2,2,4,14
1980,2,2,38,3,1,2,1,56647,2,3,3,5,12
1980,2,2,20,5,1,2,0,56647,2,2,1,4,10
1980,2,1,59,3,1,3,1,35121,4,2,3,5,10
1980,1,2,54,3,7,1,0,56647,1,2,2,4,11
1980,1,2,37,1,2,2,2,56647,1,1,2,4,14
1980,2,1,41,0,1,2,1,35121,2,1,2,4,12
1980,2,2,37,1,1,2,3,56647,2,2,1,4,16
1980,1,2,63,2,5,1,0,16994,2,1,2,4,8
1980,1,2,71,5,7,1,3,11329,3,1,2,4,16
1980,1,1,59,6,2,2,0,9819,3,1,2,3,8
1980,2,1,55,NA,8,3,0,16994,3,3,2,4,11
1980,1,2,70,0,7,2,0,13595,2,2,3,4,8
1980,2,1,34,1,1,2,1,24547,1,2,1,4,12
1980,3,1,56,0,5,2,0,9819,3,1,2,7,8
1980,1,1,58,1,3,1,0,56647,2,1,1,4,8
1980,1,1,55,1,1,1,1,56647,1,2,1,5,12
1980,1,2,31,3,1,2,3,56647,2,1,2,3,16
1980,1,2,67,0,7,2,0,5287,3,1,3,3,11
1980,2,2,51,4,2,1,1,56647,2,2,2,4,13
1980,2,1,24,3,1,2,2,32100,2,1,3,5,14
1980,1,1,59,5,1,2,1,28323,2,2,3,5,12
1980,1,2,64,1,5,2,3,5287,2,2,2,3,16
1980,1,1,48,5,1,2,1,56647,2,1,2,5,14
1980,1,2,34,5,2,1,3,32100,1,2,2,5,16
1980,1,1,50,6,1,2,4,56647,2,2,2,6,18
1980,1,2,28,4,2,1,3,56647,1,1,2,2,17
1980,1,2,47,0,7,2,1,56647,4,2,2,3,13
1980,1,1,37,1,1,2,3,56647,1,2,2,5,16
1980,1,1,59,4,1,2,4,56647,2,1,2,6,17
1980,2,2,23,3,1,2,3,11329,2,2,1,4,16
1980,3,2,24,1,1,3,2,28323,1,1,2,2,14
1980,1,2,45,0,1,1,1,56647,2,1,2,6,13
1980,2,2,22,2,7,3,1,NA,1,1,1,4,14
1980,2,2,71,5,5,1,1,20770,2,1,1,5,14
1980,2,2,57,0,7,3,0,5287,4,3,3,4,9
1980,1,2,NA,3,7,NA,0,5287,1,2,3,4,7
1980,2,2,49,3,7,2,0,3021,4,3,1,4,6
1980,2,2,60,0,8,2,3,NA,3,3,2,2,17
1980,2,2,NA,0,7,3,1,20770,1,3,3,6,12
1980,2,1,60,6,1,2,0,9819,4,3,2,7,7
1980,2,2,61,2,2,2,0,NA,4,2,2,3,11
1980,2,2,27,3,1,2,1,6798,1,1,3,4,12
1980,2,2,75,3,7,3,0,3021,2,2,2,5,7
1980,2,2,30,1,1,1,3,56647,2,2,1,3,16
1980,1,2,25,5,1,1,3,20770,2,1,2,3,16
1980,2,1,52,1,1,2,3,56647,2,2,1,3,16
1980,2,1,60,0,2,3,1,6798,4,2,2,4,12
1980,1,1,24,4,1,3,1,NA,2,2,3,2,12
1980,1,2,67,0,5,2,0,24547,NA,2,2,4,6
1980,1,1,28,3,1,2,1,11329,2,1,2,4,12
1980,2,2,20,3,7,2,0,28323,1,1,3,2,8
1980,2,1,29,3,7,1,0,NA,1,1,2,4,7
1980,1,2,35,2,3,1,3,56647,2,1,2,2,16
1980,1,1,40,3,1,2,1,35121,2,2,3,4,16
1980,2,2,50,3,2,1,0,6798,4,1,3,4,9
1980,2,2,29,0,1,3,3,32100,2,2,3,3,16
1980,1,1,60,4,5,1,4,56647,2,2,2,5,17
1980,2,2,29,5,2,1,1,9819,1,1,3,4,11
1980,2,1,59,1,2,2,0,20770,3,2,3,6,6
1980,2,2,38,3,7,1,1,NA,1,1,3,6,12
1980,1,1,35,6,1,2,1,16994,2,1,2,4,15
1980,1,1,58,0,1,1,1,24547,1,1,3,6,12
1980,3,2,NA,6,7,1,1,NA,1,2,1,6,14
1980,2,2,56,0,1,1,1,35121,1,1,2,4,13
1980,2,2,57,6,1,1,1,24547,2,1,2,7,14
1980,2,1,57,6,1,2,1,32100,2,1,2,4,12
1980,1,2,44,1,2,1,0,128141,2,1,1,3,10
1980,2,2,63,0,7,1,0,9819,4,2,3,1,8
1980,1,1,33,1,1,2,3,56647,1,1,2,3,16
1980,2,1,27,4,1,2,1,11329,3,2,3,5,14
1980,1,1,64,5,1,1,1,32100,2,2,1,5,12
1980,2,2,67,1,2,3,0,8308,4,3,2,5,6
1980,2,2,67,5,7,2,0,8308,2,2,1,6,8
1980,2,2,77,5,7,2,0,3021,4,2,1,2,10
1980,1,1,38,6,1,1,3,56647,1,1,2,6,16
1980,2,2,67,6,7,2,0,6798,1,2,1,7,5
1980,2,2,35,2,1,2,1,24547,2,1,2,4,13
1980,1,1,60,3,1,2,1,32100,3,2,2,5,12
1980,1,1,28,3,1,2,1,20770,2,1,2,3,13
1980,2,1,44,0,3,2,1,56647,1,1,1,7,12
1980,1,2,57,6,2,1,1,16994,2,1,2,4,12
1980,1,1,30,5,1,1,1,28323,1,1,1,5,15
1980,2,2,65,1,2,1,0,16994,1,2,1,4,10
1980,1,1,30,2,1,2,4,8308,2,2,3,3,20
1980,1,2,25,5,1,1,2,28323,2,2,1,2,18
1980,3,2,33,5,1,3,3,32100,2,1,3,5,16
1980,2,2,42,3,1,2,0,13595,2,3,3,4,11
1980,2,2,21,5,7,2,1,9819,2,2,1,4,12
1980,1,1,41,0,1,1,1,28323,1,1,1,3,12
1980,1,1,30,5,1,1,4,28323,1,1,1,3,20
1980,2,2,31,5,1,2,1,20770,1,2,2,4,12
1980,2,2,76,6,7,2,0,3021,2,3,3,7,4
1980,2,2,44,6,4,2,0,755,2,1,3,7,8
1980,1,2,55,6,7,2,1,35121,2,2,2,6,12
1980,1,2,31,1,1,1,3,56647,2,1,2,3,16
1980,1,1,41,1,2,2,0,35121,3,1,3,3,5
1980,2,1,54,1,1,1,1,32100,2,1,1,6,12
1980,2,1,29,0,1,1,1,16994,3,2,3,4,12
1980,2,2,20,2,6,1,1,20770,2,1,1,4,12
1980,2,1,65,4,5,1,1,13595,3,1,2,7,12
1980,1,2,68,5,7,1,0,NA,3,1,1,4,8
1980,1,1,34,1,1,2,1,56647,1,2,2,4,12
1980,2,1,20,1,2,2,1,24547,1,2,2,5,13
1980,2,1,58,1,2,1,0,56647,2,2,1,3,9
1980,1,2,40,1,7,2,1,56647,3,1,2,4,13
1980,1,1,37,5,1,1,1,28323,2,1,1,3,11
1980,2,2,54,4,7,3,0,24547,3,3,3,3,11
1980,1,1,37,1,1,2,1,24547,2,2,3,3,13
1980,1,1,36,1,1,2,1,56647,3,2,2,4,12
1980,1,1,44,1,1,1,1,32100,1,1,3,4,12
1980,2,1,71,0,2,1,0,13595,1,1,2,1,9
1980,1,2,24,1,7,1,1,20770,2,2,3,7,12
1980,1,2,42,6,1,1,1,24547,1,1,2,6,14
1980,1,2,40,1,1,2,4,16994,3,2,3,1,18
1980,2,1,31,1,1,2,3,28323,2,1,3,4,16
1980,2,2,29,2,1,1,4,24547,1,1,2,4,17
1980,1,2,25,2,2,2,3,16994,3,1,3,2,16
1980,2,2,88,6,7,3,0,128141,2,2,1,6,NA
1980,2,1,46,7,1,2,1,11329,2,2,2,5,15
1980,1,2,69,0,8,2,1,28323,1,1,1,4,15
1980,2,2,28,0,1,2,1,32100,3,2,2,2,13
1980,1,2,24,1,1,2,3,32100,1,1,1,4,16
1980,1,2,63,2,1,1,1,9819,2,2,1,4,12
1980,1,2,49,1,1,2,4,16994,2,2,3,4,18
1980,2,1,36,1,1,2,3,56647,1,1,1,5,16
1980,1,1,57,4,1,2,3,128141,1,1,1,5,17
1980,2,1,33,3,1,2,1,28323,1,1,3,3,13
1980,1,1,41,1,1,2,1,16994,3,1,1,6,14
1980,3,1,37,1,3,2,3,56647,2,2,3,2,17
1980,1,1,24,4,1,2,2,24547,2,1,3,4,14
1980,1,2,28,1,7,2,0,24547,1,2,2,4,10
1980,NA,2,38,2,1,2,3,20770,3,1,3,3,16
1980,2,1,37,4,1,1,1,35121,2,2,3,4,12
1980,2,1,52,1,7,2,0,NA,1,1,1,7,5
1980,2,2,76,3,5,1,0,11329,2,3,2,5,4
1980,2,2,22,5,7,1,1,755,1,1,2,4,14
1980,2,2,69,0,5,3,0,5287,3,1,3,7,6
1980,2,2,65,0,3,2,0,6798,3,1,1,1,11
1980,2,2,33,4,7,2,0,3021,3,1,2,2,8
1980,2,2,56,0,1,3,1,NA,2,3,3,7,11
1980,2,2,58,1,2,3,0,24547,1,3,2,7,9
1980,1,1,31,2,1,2,1,35121,1,1,1,3,13
1980,2,2,34,0,1,2,3,11329,1,1,2,4,17
1980,2,2,27,1,1,3,1,11329,2,2,3,6,12
1980,2,2,38,3,7,3,0,755,4,3,3,4,9
1980,1,1,52,0,4,3,0,11329,3,2,3,5,9
1980,2,1,24,2,4,3,1,13595,2,1,2,6,12
1980,2,2,30,1,7,2,1,16994,1,1,3,6,12
1980,1,2,27,6,7,1,1,35121,1,1,2,3,12
1980,2,1,23,5,1,2,0,NA,2,1,2,3,12
1980,2,2,23,5,1,2,3,24547,2,1,2,6,16
1980,2,2,19,2,1,1,1,20770,2,1,2,3,12
1980,2,2,26,2,1,1,3,13595,1,2,2,4,16
1980,2,2,47,3,3,1,1,56647,3,1,2,6,12
1980,1,1,56,4,1,3,0,56647,2,1,3,4,9
1980,1,2,42,6,3,2,1,128141,2,2,2,6,13
1980,2,1,20,4,1,2,1,35121,1,2,2,2,12
1980,1,1,74,1,5,1,0,56647,1,2,1,5,9
1980,1,1,53,1,1,2,3,24547,2,2,1,5,18
1980,2,2,29,3,1,2,1,32100,1,2,3,5,14
1980,2,2,51,4,7,2,0,35121,3,2,1,4,11
1980,1,2,47,0,1,2,0,11329,3,2,1,6,10
1980,2,1,24,2,1,2,1,20770,2,1,1,3,13
1980,1,1,29,1,1,2,1,35121,2,1,2,5,13
1980,2,2,24,1,1,2,1,35121,2,2,2,3,13
1980,2,1,25,3,1,2,3,56647,2,2,2,5,16
1980,1,2,48,5,7,2,1,32100,2,1,2,5,14
1980,2,1,43,1,1,1,0,56647,2,2,1,4,9
1980,1,1,36,6,1,1,3,35121,2,1,1,6,16
1980,2,2,45,3,7,2,0,6798,3,2,1,NA,2
1980,1,2,70,3,7,3,0,5287,2,1,2,4,10
1980,2,1,39,5,1,2,1,20770,2,2,2,5,12
1980,1,2,47,5,7,2,3,24547,2,1,3,5,17
