year,trust,sex,age,partyid,wrkstat,happy,degree,realinc,health,life,satfin,polviews,educ
1996,NA,2,49,6,1,1,3,32625,1,1,1,6,16
1996,NA,1,26,2,1,1,3,19938,1,1,2,4,16
1996,1,1,44,1,1,2,1,32625,3,2,2,4,12
1996,NA,1,60,5,1,2,4,102565,2,2,1,6,20
1996,NA,2,48,5,1,1,3,48938,2,1,1,5,17
1996,3,2,53,3,1,2,1,39875,NA,NA,1,3,13
1996,1,1,50,5,1,2,4,102565,2,NA,1,6,20
1996,NA,2,34,NA,1,1,1,48938,1,1,3,NA,13
1996,1,1,51,6,1,2,3,102565,1,NA,1,6,17
1996,1,1,37,6,1,2,3,102565,NA,NA,3,6,18
1996,NA,2,44,0,1,1,1,48938,1,1,1,2,15
1996,1,1,48,5,1,1,1,27188,2,1,2,2,12
1996,1,1,49,3,1,2,3,48938,2,2,3,NA,17
1996,NA,1,21,3,1,2,2,3988,3,NA,1,4,14
1996,2,2,23,1,1,2,2,17038,2,NA,2,2,14
1996,3,1,21,1,1,2,1,19938,2,2,2,3,12
1996,NA,2,23,3,1,1,2,9969,2,1,3,2,13
1996,2,2,23,1,2,3,1,6525,NA,NA,3,2,13
1996,2,2,26,0,1,2,3,48938,1,1,1,6,15
1996,1,2,43,4,1,2,1,48938,2,2,2,2,13
1996,NA,1,22,5,2,2,1,3263,2,2,1,5,15
1996,2,2,24,5,1,3,3,1450,1,NA,3,5,16
1996,2,1,26,4,2,1,1,6525,2,NA,2,4,16
1996,2,1,22,3,3,2,1,11781,1,1,2,2,15
1996,NA,2,24,5,1,2,3,15406,1,1,2,2,16
1996,2,1,27,2,2,3,1,17038,2,2,3,4,12
1996,NA,1,22,6,6,2,1,9969,1,2,3,6,15
1996,2,1,42,3,1,2,1,3263,NA,NA,2,NA,12
1996,2,1,20,4,2,2,1,19938,2,NA,2,4,12
1996,1,1,49,6,1,1,3,102565,2,1,1,4,16
1996,NA,1,27,2,6,2,1,23563,4,1,3,1,16
1996,NA,2,25,1,2,2,2,27188,1,2,2,4,17
1996,NA,1,21,1,1,2,1,27188,2,1,2,5,12
1996,1,1,20,2,2,1,1,NA,NA,NA,2,4,13
1996,2,1,31,4,1,2,1,27188,2,2,3,5,13
1996,2,1,30,5,1,1,1,19938,NA,NA,2,4,12
1996,2,1,36,2,1,1,0,17038,1,NA,2,4,6
1996,2,2,23,NA,7,NA,1,23563,2,1,3,5,12
1996,2,1,37,1,2,3,3,27188,2,1,2,2,18
1996,NA,2,31,5,1,2,4,23563,1,1,2,5,20
1996,1,2,53,0,1,2,4,48938,2,1,2,2,20
1996,NA,1,25,2,2,2,1,13594,1,1,2,2,15
1996,2,2,28,2,6,1,1,363,1,NA,3,1,13
1996,NA,1,24,4,1,2,1,4713,1,1,1,6,12
1996,2,1,26,5,3,2,1,27188,NA,NA,2,5,13
1996,NA,1,36,5,1,2,1,11781,1,1,2,3,12
1996,2,1,34,3,4,3,1,15406,2,3,3,5,12
1996,1,2,51,5,7,2,2,32625,2,2,2,5,14
1996,2,1,35,2,1,2,2,48938,2,NA,2,6,14
1996,2,2,19,2,1,1,1,102565,2,2,1,4,12
1996,NA,1,54,1,1,2,4,23563,3,1,3,2,20
1996,1,2,46,4,2,2,1,NA,3,NA,3,6,12
1996,2,1,19,1,2,2,1,13594,NA,NA,3,2,12
1996,NA,1,34,1,1,1,1,32625,2,1,3,5,15
1996,NA,1,74,1,2,1,4,102565,1,1,1,2,20
1996,3,1,50,4,1,1,4,102565,2,2,1,5,18
1996,NA,2,36,0,7,2,4,102565,1,2,1,3,18
1996,NA,1,38,6,1,1,4,102565,1,1,1,6,20
1996,1,1,36,0,1,2,4,102565,1,NA,1,2,20
1996,1,2,49,6,1,2,4,NA,2,1,1,7,18
1996,3,1,60,1,1,1,1,NA,NA,NA,2,5,14
1996,NA,1,35,1,1,2,3,48938,1,1,2,3,16
1996,2,2,27,3,1,2,1,11781,3,2,2,NA,16
1996,2,2,22,1,1,2,1,23563,1,3,3,NA,12
1996,1,2,54,3,1,2,0,NA,2,2,2,6,11
1996,NA,2,32,2,1,1,1,19938,1,2,1,NA,12
1996,2,2,30,3,2,3,1,11781,1,2,2,NA,13
1996,NA,2,24,1,1,1,1,9969,1,1,2,NA,12
1996,2,2,26,1,4,3,0,5438,2,NA,3,5,10
1996,NA,2,24,3,1,2,0,6525,2,2,2,NA,10
1996,2,1,61,2,5,2,0,23563,2,NA,2,4,8
1996,NA,2,27,1,2,1,1,27188,2,2,3,NA,14
1996,2,2,29,5,1,2,1,13594,2,2,2,4,12
1996,1,1,48,5,1,2,4,102565,NA,NA,2,6,18
1996,2,1,78,1,5,1,1,23563,2,NA,1,4,12
1996,NA,1,34,5,1,2,3,39875,1,1,3,5,16
1996,1,1,21,6,6,1,1,102565,2,2,2,4,14
1996,2,1,31,5,1,2,1,48938,2,1,1,7,12
1996,NA,2,32,5,1,2,3,102565,2,1,1,4,16
1996,NA,1,46,5,1,2,4,102565,3,2,1,4,18
1996,1,2,31,2,1,2,1,39875,2,2,2,4,12
1996,2,1,28,6,1,2,4,102565,NA,NA,2,6,18
1996,NA,2,38,1,1,2,3,32625,1,1,2,4,16
1996,NA,1,34,1,1,2,3,27188,1,1,2,2,16
1996,2,1,51,2,1,2,1,102565,2,2,2,1,15
1996,3,1,37,7,1,3,1,13594,2,NA,3,NA,12
1996,1,1,76,5,5,1,1,NA,2,2,1,5,12
1996,1,2,24,5,1,2,3,23563,2,1,1,3,17
1996,1,1,47,5,1,2,1,32625,NA,NA,1,5,12
1996,NA,1,20,2,6,2,1,48938,2,2,1,4,12
1996,2,2,45,1,1,2,4,32625,2,2,3,5,16
1996,NA,1,37,3,1,2,2,NA,2,2,3,5,16
1996,NA,2,73,5,2,2,1,NA,1,2,2,4,13
1996,2,1,19,1,6,1,1,102565,1,NA,1,5,12
1996,NA,2,37,1,2,2,1,15406,2,2,2,4,12
1996,NA,1,63,2,2,2,1,9969,3,2,3,4,12
1996,2,2,65,1,5,NA,0,4713,3,2,3,NA,4
1996,2,1,36,1,1,2,1,27188,NA,NA,3,4,12
1996,2,1,22,2,2,2,1,102565,3,3,1,1,12
1996,NA,2,22,5,2,2,1,32625,2,2,2,4,14
1996,NA,2,54,0,7,2,0,32625,4,2,2,4,9
1996,1,2,39,0,2,2,3,6525,4,1,3,7,20
1996,2,1,26,5,6,2,2,1450,1,NA,3,3,14
1996,1,2,34,2,1,2,3,48938,1,2,2,5,19
1996,1,1,68,0,5,1,1,NA,2,2,1,4,12
1996,2,2,49,4,2,2,2,39875,2,1,2,4,13
1996,NA,2,42,3,7,2,3,102565,2,2,1,4,16
1996,NA,2,37,5,2,1,3,102565,1,1,2,4,16
1996,1,2,65,6,8,1,3,23563,NA,NA,2,7,17
1996,NA,2,52,1,7,2,1,39875,2,1,2,3,14
1996,NA,2,37,5,7,1,4,102565,1,1,1,6,18
1996,1,1,54,5,1,2,3,9969,2,2,2,5,16
1996,1,2,38,7,2,3,1,6525,NA,NA,3,1,14
1996,3,1,28,1,1,3,3,11781,1,NA,3,1,17
1996,2,2,29,2,1,2,3,23563,NA,NA,2,2,16
1996,2,2,24,3,2,2,1,9969,NA,NA,3,4,13
1996,NA,2,23,3,6,2,1,1450,2,1,3,2,16
1996,2,1,28,1,1,2,1,102565,2,1,1,2,12
1996,NA,1,39,6,1,1,1,48938,1,1,1,5,12
1996,1,2,48,0,1,2,3,48938,2,1,1,2,17
1996,1,2,34,5,7,1,3,39875,2,2,2,6,16
1996,NA,1,30,5,1,2,3,102565,2,2,1,6,16
1996,1,2,29,3,2,2,3,32625,1,NA,2,2,17
1996,2,1,42,3,1,2,1,39875,2,NA,2,5,12
1996,NA,2,47,1,2,1,3,39875,2,1,1,2,17
1996,1,1,65,2,5,1,1,23563,NA,NA,2,5,12
1996,1,2,45,1,1,2,3,48938,NA,NA,3,4,16
1996,NA,2,41,1,7,2,3,39875,2,2,2,2,18
1996,NA,1,60,2,1,2,2,48938,2,2,2,4,14
1996,NA,2,31,3,2,2,1,27188,1,1,3,2,12
1996,NA,2,49,3,1,1,1,NA,1,1,1,6,13
1996,1,1,49,5,1,2,2,39875,NA,NA,3,5,14
1996,1,2,27,1,1,1,1,32625,1,2,2,3,12
1996,1,2,40,1,1,1,4,27188,2,1,2,3,16
1996,1,2,44,1,1,2,2,39875,2,NA,2,4,14
1996,2,2,22,3,1,2,1,9969,2,2,2,4,9
1996,NA,2,83,5,5,3,1,11781,2,3,1,4,12
1996,1,2,44,6,1,3,3,32625,NA,NA,1,5,16
1996,NA,1,27,3,1,3,3,NA,2,2,3,3,16
1996,1,2,41,0,1,1,2,39875,1,NA,2,3,15
1996,2,1,21,0,1,2,1,102565,NA,NA,2,2,12
1996,2,1,32,5,1,2,0,17038,2,1,3,4,11
1996,NA,2,56,5,1,1,1,48938,1,1,1,5,13
1996,NA,1,41,3,1,1,1,39875,1,1,2,2,12
1996,3,1,30,6,1,1,1,32625,2,NA,1,6,13
1996,NA,1,55,5,1,1,4,102565,2,1,1,6,17
1996,NA,2,37,4,7,2,1,48938,2,1,2,5,13
1996,1,1,50,5,3,1,3,39875,1,2,3,6,16
1996,1,2,43,0,2,1,3,32625,1,2,1,3,16
1996,1,2,42,4,2,1,1,39875,2,1,2,5,12
1996,2,2,30,1,1,2,4,13594,1,NA,2,3,20
1996,NA,2,72,5,5,1,1,9969,1,2,1,4,15
1996,1,2,72,6,5,1,1,8156,NA,NA,2,4,13
1996,1,1,52,3,1,2,1,23563,2,NA,2,4,15
1996,NA,1,76,0,5,3,0,6525,3,2,1,6,6
1996,2,1,54,1,5,2,0,9969,1,1,3,6,8
1996,2,2,75,1,7,1,1,11781,1,2,2,4,12
1996,2,1,22,1,4,2,1,8156,4,3,3,7,12
1996,NA,2,89,1,5,1,0,27188,3,1,2,3,9
1996,2,1,70,2,5,3,1,13594,3,2,2,4,12
1996,NA,2,60,3,1,2,1,19938,1,1,1,NA,12
1996,2,2,44,4,1,2,1,27188,2,2,1,3,14
1996,1,2,35,3,4,2,1,32625,2,2,2,4,12
1996,2,1,41,4,4,3,0,11781,3,2,3,6,10
1996,NA,2,49,0,2,2,1,27188,2,2,2,4,12
1996,1,1,39,0,1,2,4,102565,1,NA,1,3,16
1996,1,2,31,2,1,3,1,39875,2,2,3,4,14
1996,2,2,74,2,5,3,1,8156,NA,NA,2,4,12
1996,NA,2,38,4,1,1,1,NA,2,1,1,5,11
1996,1,1,18,4,1,3,0,32625,NA,NA,2,3,11
1996,NA,1,47,2,1,1,4,39875,1,2,2,2,18
1996,1,1,36,2,1,2,2,19938,NA,NA,2,3,15
1996,NA,2,34,4,1,3,1,1450,2,1,3,6,11
1996,2,2,61,3,1,2,1,17038,3,1,2,4,12
1996,1,2,24,2,1,2,3,6525,1,1,3,2,17
1996,NA,1,27,2,1,2,2,19938,1,1,3,NA,17
1996,1,1,67,4,5,2,1,23563,2,NA,2,6,12
1996,1,2,26,6,1,2,3,13594,1,NA,2,4,16
1996,NA,1,33,3,1,NA,1,27188,NA,NA,3,4,12
1996,2,1,52,2,1,1,2,48938,1,1,2,3,14
1996,1,2,48,2,1,2,4,39875,1,1,3,4,12
1996,NA,1,32,3,1,2,1,32625,2,1,2,6,13
1996,NA,2,23,1,2,1,1,8156,1,1,2,2,16
1996,2,2,37,2,1,2,3,15406,NA,NA,3,2,16
1996,1,1,63,3,1,1,1,32625,NA,NA,2,2,12
1996,2,2,47,2,4,2,1,102565,3,NA,2,6,12
1996,1,1,49,4,1,2,3,102565,NA,NA,3,5,16
1996,3,1,65,3,1,2,1,39875,2,2,1,4,12
1996,NA,2,27,3,7,2,1,17038,2,2,3,4,12
1996,2,2,26,5,1,2,3,23563,2,NA,2,5,17
1996,2,2,52,3,7,2,1,39875,NA,NA,3,4,13
1996,2,2,50,4,1,1,1,102565,1,2,1,4,13
1996,1,1,52,5,1,3,1,17038,3,NA,3,3,12
1996,2,2,37,4,1,2,1,9969,3,2,3,4,12
1996,NA,1,26,3,1,2,1,NA,1,1,3,3,12
1996,1,1,41,1,1,2,4,102565,1,2,1,2,18
1996,2,2,44,1,2,1,3,102565,1,NA,2,4,16
1996,NA,1,38,3,1,2,4,102565,1,2,1,4,20
1996,1,2,23,0,1,1,3,102565,1,1,2,2,17
1996,1,2,20,1,2,2,1,48938,2,2,2,2,13
1996,NA,1,22,5,4,2,0,102565,2,1,3,4,10
1996,2,1,19,6,6,2,0,48938,NA,NA,2,6,11
1996,2,1,52,2,1,2,1,32625,2,NA,2,3,12
1996,2,1,28,2,1,1,3,23563,1,2,2,3,17
1996,1,2,36,4,1,2,1,23563,1,1,3,3,13
1996,2,1,49,0,1,2,0,32625,NA,NA,2,4,9
1996,2,1,28,3,1,2,1,32625,2,2,2,6,12
1996,NA,1,61,5,8,2,0,4713,2,2,3,6,9
1996,3,1,29,5,1,2,1,23563,NA,NA,3,5,15
1996,1,2,82,0,7,2,0,6525,2,NA,1,NA,8
1996,NA,2,47,1,1,3,1,19938,1,2,3,NA,12
1996,NA,2,38,3,1,2,0,5438,2,2,3,5,11
1996,2,2,26,3,1,3,1,32625,3,NA,3,4,12
1996,NA,1,29,5,1,2,1,19938,2,1,3,4,13
1996,2,2,28,3,2,1,2,NA,1,1,3,4,14
1996,1,1,43,5,1,2,2,27188,NA,NA,1,4,14
1996,1,2,46,0,1,3,2,32625,2,3,2,4,14
1996,NA,2,72,0,5,2,1,8156,2,2,3,4,12
1996,1,2,70,2,5,2,1,8156,NA,NA,2,4,13
1996,3,2,67,2,5,2,0,11781,2,2,3,6,10
1996,NA,2,41,3,1,2,1,8156,1,1,2,4,12
1996,2,2,40,6,1,2,4,17038,1,1,3,6,18
1996,2,1,45,1,1,2,1,48938,2,NA,1,3,12
1996,1,2,50,4,3,1,4,32625,2,1,1,5,18
1996,NA,2,54,0,1,1,4,23563,1,1,3,1,20
1996,2,1,42,4,1,2,3,102565,NA,NA,2,2,18
1996,2,1,41,5,1,2,1,NA,NA,NA,3,4,12
1996,2,2,25,3,1,1,2,102565,2,2,1,NA,14
1996,1,2,52,2,1,2,1,NA,1,2,1,4,12
1996,NA,2,41,5,2,2,2,48938,2,2,2,6,14
1996,3,2,78,2,5,1,1,17038,2,1,1,4,12
1996,2,2,71,2,7,2,1,NA,NA,NA,2,4,12
1996,2,2,45,0,1,3,1,9969,1,NA,3,2,12
1996,NA,2,36,0,1,3,1,13594,1,3,3,2,12
1996,NA,2,28,1,1,3,1,8156,2,1,3,4,13
1996,2,2,35,3,7,2,0,3263,NA,NA,3,5,10
1996,NA,2,41,1,1,1,1,11781,2,1,1,6,12
1996,2,2,27,2,7,2,1,1450,3,2,2,2,12
1996,2,2,25,1,4,3,0,8156,1,NA,3,7,11
1996,NA,1,63,5,5,2,4,48938,2,2,2,4,17
1996,2,2,43,5,6,2,1,NA,2,1,2,3,15
1996,NA,2,49,3,1,2,1,11781,2,2,2,4,12
1996,1,2,44,2,2,2,1,11781,2,NA,3,3,12
1996,1,2,20,4,6,1,1,NA,2,NA,1,5,12
1996,NA,1,79,2,5,2,4,19938,3,1,1,2,16
1996,1,2,89,5,5,3,3,23563,4,1,2,5,15
1996,2,1,65,6,5,2,1,19938,2,1,1,7,12
1996,NA,1,24,1,1,2,3,15406,1,2,2,4,16
1996,2,2,33,5,7,2,1,9969,NA,NA,3,NA,9
1996,2,2,30,4,1,2,1,19938,2,2,3,2,13
1996,3,1,25,2,1,2,1,27188,2,NA,2,NA,12
1996,2,1,80,0,5,2,0,9969,3,2,2,4,8
1996,1,2,25,4,1,2,2,27188,1,1,1,4,14
1996,NA,2,NA,2,1,2,1,9969,2,1,2,4,14
1996,NA,2,67,5,2,2,3,11781,3,1,1,3,19
1996,1,2,33,1,4,2,1,4713,2,NA,2,2,12
1996,NA,1,36,5,1,2,1,48938,2,2,1,4,15
1996,2,1,64,3,5,3,0,6525,4,NA,1,2,5
1996,NA,2,79,1,5,3,0,8156,3,3,1,1,10
1996,2,2,42,2,1,2,1,15406,2,NA,3,4,9
1996,NA,2,69,6,5,1,0,23563,2,1,1,4,10
1996,1,2,39,1,1,2,1,363,2,1,1,4,12
1996,2,2,33,1,7,1,2,39875,1,1,1,4,14
1996,2,1,53,3,1,2,0,13594,3,NA,2,2,8
1996,2,2,44,5,1,1,2,NA,NA,NA,1,5,14
1996,NA,2,51,5,1,2,1,102565,1,NA,2,5,12
1996,1,2,34,3,2,1,1,23563,NA,NA,2,4,14
1996,2,1,73,3,5,3,0,4713,NA,NA,3,NA,9
1996,NA,1,40,3,1,1,1,NA,2,1,2,NA,13
1996,1,1,43,6,1,2,2,39875,3,2,3,5,15
1996,1,1,36,4,1,1,1,39875,2,NA,2,6,13
1996,2,1,68,5,5,1,1,19938,1,1,1,4,12
1996,NA,1,58,5,1,2,1,39875,3,1,2,3,14
1996,NA,1,50,2,1,2,3,102565,2,1,2,2,16
1996,NA,2,43,6,7,2,1,32625,1,1,3,7,13
1996,NA,2,50,2,3,2,4,15406,1,1,3,2,18
1996,NA,1,43,2,1,2,1,39875,2,2,2,4,13
1996,2,2,77,6,5,1,1,NA,NA,NA,3,4,12
1996,1,1,59,3,1,2,1,39875,1,2,2,4,12
1996,1,1,46,5,1,1,3,48938,NA,NA,1,4,16
1996,2,2,38,7,2,2,1,9969,2,1,3,4,12
1996,3,2,56,5,2,2,3,9969,2,1,1,4,16
1996,2,1,36,3,1,3,1,NA,2,2,2,NA,12
1996,NA,1,44,4,1,2,2,102565,2,2,2,6,14
1996,NA,1,32,2,1,1,3,39875,1,1,1,3,16
1996,1,2,24,7,2,2,1,102565,1,NA,3,3,12
1996,NA,1,21,3,2,2,1,NA,2,1,2,1,13
1996,1,2,78,2,5,1,2,19938,NA,NA,1,2,14
1996,1,2,88,6,7,2,1,102565,NA,NA,1,6,14
1996,1,2,77,5,2,1,1,8156,2,1,1,6,12
1996,NA,1,19,3,2,3,1,102565,2,3,3,NA,12
1996,1,1,45,5,1,2,0,NA,2,1,2,NA,10
1996,2,1,31,5,1,2,1,NA,NA,NA,2,5,14
1996,3,2,55,1,1,2,2,NA,2,NA,1,NA,14
1996,NA,2,59,4,1,2,1,19938,3,3,1,4,12
1996,1,2,30,6,7,1,0,39875,2,NA,2,4,8
1996,NA,1,49,0,1,2,1,39875,2,2,2,4,11
1996,2,1,33,3,1,2,1,NA,2,2,2,4,12
1996,NA,1,30,5,1,2,1,19938,2,1,3,4,13
1996,1,2,45,2,1,2,1,48938,2,NA,2,NA,12
1996,2,1,24,3,4,2,0,11781,2,NA,3,NA,9
1996,1,2,44,5,1,2,2,NA,NA,NA,2,4,13
1996,NA,1,34,6,1,2,1,39875,2,2,2,6,12
1996,1,1,36,3,1,2,1,27188,2,1,2,NA,12
1996,1,2,45,0,1,2,2,32625,1,1,2,5,15
1996,1,2,48,1,1,2,1,13594,NA,NA,1,4,12
1996,2,2,57,0,1,1,1,15406,3,1,2,4,12
1996,NA,2,28,4,7,2,0,1450,3,3,2,4,10
1996,NA,2,57,6,1,1,1,NA,2,1,3,4,12
1996,NA,2,47,0,1,2,4,102565,2,1,2,1,16
1996,NA,2,39,5,7,1,3,32625,2,1,1,5,16
1996,NA,2,38,6,1,1,4,32625,1,1,2,6,18
1996,2,1,49,5,1,1,3,102565,3,1,1,4,16
1996,1,2,48,7,2,2,3,102565,1,2,1,3,16
1996,2,2,29,0,1,2,1,48938,2,NA,1,1,11
1996,1,1,21,4,6,2,1,102565,NA,NA,1,5,12
1996,1,2,46,1,1,2,1,32625,1,NA,1,4,12
1996,NA,2,80,3,5,2,0,6525,4,1,1,NA,10
1996,NA,2,59,6,2,3,1,32625,1,2,1,6,12
1996,3,1,66,1,5,2,0,4713,3,2,2,4,8
1996,2,2,68,0,7,2,0,9969,3,NA,3,7,8
1996,NA,2,25,1,1,1,4,6525,2,1,1,3,18
1996,1,2,34,6,7,2,1,23563,2,1,1,7,12
1996,2,1,24,0,1,1,1,23563,NA,NA,2,2,12
1996,2,1,25,2,1,3,0,8156,3,NA,3,1,12
1996,NA,1,42,0,1,1,1,39875,1,1,1,6,12
1996,2,2,62,1,7,2,1,102565,2,NA,3,4,12
1996,NA,2,65,2,5,2,1,13594,2,2,2,4,12
1996,2,1,77,5,5,1,NA,48938,1,1,1,4,11
1996,1,2,36,4,2,2,1,39875,NA,NA,2,4,12
1996,2,1,50,1,1,1,0,32625,4,2,3,6,11
1996,1,1,48,4,1,1,1,17038,NA,NA,2,4,12
1996,2,2,58,7,5,1,0,27188,3,1,1,4,11
1996,1,2,64,2,2,1,3,32625,NA,NA,2,5,15
1996,NA,1,19,3,2,1,0,2538,1,1,1,4,11
1996,NA,1,52,5,1,1,0,15406,1,2,1,6,11
1996,NA,1,23,2,1,2,1,NA,2,2,3,4,12
1996,1,1,34,5,1,2,1,39875,1,2,3,5,15
1996,NA,2,25,5,1,2,3,48938,2,1,2,3,17
1996,1,1,49,0,1,2,1,19938,2,2,3,3,12
1996,1,2,58,1,7,1,1,NA,2,1,2,4,12
1996,NA,1,43,4,1,2,4,48938,3,1,2,5,17
1996,1,2,20,6,2,2,1,102565,NA,NA,3,4,13
1996,2,2,49,3,1,1,1,102565,1,1,2,6,14
1996,2,1,50,6,4,2,1,32625,1,NA,3,7,14
1996,NA,1,20,1,4,2,1,48938,3,1,2,6,12
1996,2,1,24,2,2,3,1,23563,2,1,3,1,12
1996,2,2,44,2,3,2,1,19938,4,2,3,4,12
1996,1,1,68,2,5,3,0,8156,4,NA,3,4,8
1996,NA,2,59,3,1,3,1,13594,2,2,2,4,12
1996,NA,2,33,5,2,2,1,15406,2,2,1,5,10
1996,1,1,45,3,1,2,1,32625,3,NA,2,6,14
1996,2,2,29,2,1,2,1,23563,2,2,2,5,14
1996,NA,2,70,3,7,1,0,6525,2,1,1,6,6
1996,2,2,37,1,1,2,3,11781,2,NA,3,4,16
1996,1,2,66,2,1,1,1,NA,1,2,1,4,12
1996,1,2,49,4,1,2,1,17038,NA,NA,2,4,13
1996,NA,2,47,2,1,2,1,32625,2,2,2,5,12
1996,2,1,37,3,1,3,1,39875,3,2,1,4,12
1996,1,1,48,2,1,2,1,27188,2,1,2,4,15
1996,2,2,66,2,5,2,4,NA,3,NA,3,4,18
1996,2,1,35,7,8,3,1,5438,3,3,3,4,14
1996,NA,1,30,5,1,2,1,23563,1,2,2,4,13
1996,2,2,31,3,4,3,0,NA,1,3,2,NA,9
1996,2,2,40,1,8,3,1,8156,4,NA,3,2,13
1996,2,2,21,2,2,3,1,1450,2,NA,2,5,12
1996,NA,1,42,1,2,2,0,4713,2,2,3,3,11
1996,NA,1,58,5,2,2,3,6525,2,1,2,4,17
1996,2,2,38,1,7,2,1,4713,NA,NA,3,4,13
1996,2,2,23,3,7,3,0,NA,NA,NA,2,NA,8
1996,2,1,42,3,4,2,1,6525,2,2,3,4,14
1996,2,2,25,6,2,3,1,6525,2,1,3,7,11
1996,NA,1,37,3,4,3,0,3263,2,2,3,7,11
1996,2,1,62,6,1,3,3,48938,4,NA,2,6,16
1996,2,2,69,5,5,1,3,15406,NA,NA,3,7,16
1996,NA,2,64,4,7,2,1,NA,2,2,2,4,12
1996,NA,2,30,3,2,1,1,3988,2,2,2,5,13
1996,NA,2,29,4,2,2,1,3988,2,2,3,5,12
1996,NA,2,32,1,1,2,1,6525,2,1,3,6,13
1996,1,2,51,3,1,2,1,8156,2,2,3,4,13
1996,1,1,80,2,5,1,1,11781,2,2,2,4,12
1996,2,2,79,1,2,2,0,3988,NA,NA,2,NA,12
1996,2,2,69,1,5,2,0,8156,4,2,2,5,11
1996,2,1,59,2,5,3,1,363,3,NA,1,4,12
1996,2,1,27,1,2,2,1,8156,2,2,2,5,12
1996,2,2,66,0,5,1,1,15406,3,2,1,5,12
1996,NA,1,35,0,1,1,3,48938,2,1,2,6,19
1996,NA,1,41,1,1,2,1,4713,2,1,3,4,12
1996,NA,2,56,1,2,2,1,6525,2,2,1,5,12
1996,1,1,38,5,1,2,1,102565,3,1,2,4,12
1996,1,2,38,5,1,2,3,23563,1,1,1,3,16
1996,NA,2,65,0,1,2,1,23563,2,1,1,3,15
1996,1,2,27,3,1,2,3,15406,1,NA,1,2,17
1996,NA,2,41,2,1,3,1,48938,1,2,3,4,12
1996,NA,2,22,4,1,2,1,17038,1,2,2,5,13
1996,2,1,44,2,1,2,1,39875,1,1,2,3,14
1996,1,2,68,3,7,2,3,23563,2,NA,3,5,15
1996,2,2,38,5,1,2,1,39875,NA,NA,2,4,12
1996,NA,1,42,3,1,2,1,32625,2,1,3,6,12
1996,2,2,74,4,7,3,1,NA,NA,NA,2,7,12
1996,2,2,69,4,5,3,0,102565,2,2,2,4,11
1996,1,2,87,5,5,2,0,8156,3,3,1,6,9
1996,1,1,39,2,1,2,1,17038,1,NA,2,3,12
1996,NA,1,34,5,1,2,1,32625,1,2,1,5,12
1996,NA,2,80,4,7,2,1,15406,3,2,1,4,12
1996,2,2,45,5,1,1,4,102565,1,1,1,5,18
1996,NA,2,50,5,2,2,1,102565,2,2,1,4,13
1996,1,2,48,0,1,1,4,32625,NA,NA,1,2,18
1996,2,2,42,5,1,2,4,39875,2,1,2,3,17
1996,1,1,54,2,1,1,1,102565,1,NA,1,5,12
1996,1,2,59,0,1,2,3,102565,1,1,2,3,16
1996,3,1,68,5,5,1,1,102565,2,1,1,2,14
1996,2,2,45,0,1,2,1,102565,2,NA,3,5,12
1996,NA,2,43,5,1,2,2,39875,1,2,1,5,15
1996,NA,2,46,5,3,2,1,39875,2,2,1,3,14
1996,2,1,51,3,1,2,2,102565,NA,NA,3,4,18
1996,NA,1,46,2,1,2,4,102565,1,1,1,4,20
1996,2,1,48,4,1,2,1,27188,3,2,3,6,12
1996,2,2,32,3,1,2,3,48938,NA,NA,2,5,16
1996,3,2,28,3,4,3,3,17038,2,NA,3,5,19
1996,2,2,28,4,1,2,3,15406,2,1,2,4,16
1996,2,1,30,6,1,2,1,17038,2,1,3,4,12
1996,NA,2,41,3,1,2,4,48938,1,2,2,4,18
1996,2,2,69,6,1,1,0,15406,1,1,2,6,11
1996,NA,1,53,1,1,2,4,102565,2,2,1,5,20
1996,NA,1,26,2,1,2,3,32625,1,1,2,3,17
1996,1,1,40,5,1,2,3,32625,1,NA,2,5,16
1996,1,2,20,0,1,2,2,9969,2,2,3,4,14
1996,2,1,35,4,4,3,0,13594,3,3,3,6,11
1996,2,2,30,3,7,3,0,8156,3,NA,1,3,9
1996,1,2,60,1,3,2,3,19938,2,1,1,5,17
1996,NA,2,31,0,7,2,1,9969,2,2,2,6,12
1996,2,1,31,3,1,1,1,19938,2,1,2,7,12
1996,2,2,38,1,1,2,3,48938,2,2,3,2,16
1996,2,2,54,5,1,2,2,32625,2,2,3,4,14
1996,2,1,75,0,5,2,0,23563,3,NA,2,4,11
1996,2,2,38,0,1,2,3,102565,1,NA,3,6,16
1996,NA,1,58,5,1,2,1,NA,2,2,3,4,12
1996,2,1,20,4,6,3,NA,1450,2,2,2,4,11
1996,NA,1,77,NA,5,2,1,NA,NA,NA,1,NA,12
1996,NA,2,38,3,2,2,1,17038,2,2,3,4,13
1996,2,1,44,3,1,1,1,102565,2,1,1,4,12
1996,2,1,42,5,1,2,1,102565,2,2,2,5,15
1996,2,2,34,5,1,3,1,39875,NA,NA,3,4,12
1996,NA,1,30,1,1,1,1,27188,2,1,2,4,13
1996,2,1,49,3,1,3,1,48938,3,2,2,4,12
1996,2,1,68,1,5,2,0,17038,1,NA,1,4,8
1996,NA,1,51,1,1,2,1,32625,2,2,2,4,13
1996,2,1,31,4,1,3,1,23563,3,NA,3,6,12
1996,2,2,36,5,1,2,1,17038,2,NA,1,4,13
1996,2,1,54,1,5,2,1,15406,3,NA,3,4,12
