year,cohort,age,health,sex,happy,life,educ,polviews,class,satfin
2016,1983,33,NA,2,1,NA,6,4,3,2
2016,1980,36,2,2,2,1,13,4,2,2
2016,1986,30,2,2,2,2,11,4,1,3
2016,1949,67,2,1,1,2,15,1,3,2
2016,1950,66,NA,2,2,NA,14,4,2,2
2016,1983,33,3,1,1,1,8,5,2,2
2016,1966,50,NA,2,3,NA,15,6,1,3
2016,1930,86,2,2,1,2,20,5,3,1
2016,1985,31,NA,2,1,NA,12,6,2,2
2016,1960,56,NA,1,3,NA,16,7,2,3
2016,1987,29,1,2,1,1,16,1,2,2
2016,1947,69,3,1,2,1,13,3,2,2
2016,1985,31,3,2,2,1,12,7,2,3
2016,1949,67,2,1,1,1,12,7,3,2
2016,1957,59,NA,2,2,NA,20,4,2,3
2016,1955,61,3,1,1,2,12,2,2,3
2016,1960,56,2,2,2,2,14,4,3,2
2016,1979,37,2,2,2,1,17,3,3,1
2016,1949,67,3,1,3,1,12,4,2,3
2016,1997,19,NA,1,3,NA,12,NA,2,2
2016,1955,61,2,2,2,1,17,2,NA,2
2016,1974,42,2,1,1,1,12,6,2,1
2016,1960,56,3,2,2,1,20,4,3,3
2016,1957,59,NA,2,2,NA,13,2,2,3
2016,1948,68,2,2,1,1,18,2,3,3
2016,1954,62,1,2,2,2,16,2,2,1
2016,1989,27,NA,2,1,NA,20,5,2,2
2016,1947,69,1,2,1,1,11,1,3,2
2016,1978,38,NA,2,1,NA,14,3,2,2
2016,1953,63,1,1,2,1,16,6,3,1
2016,1935,81,NA,2,2,NA,10,6,2,3
2016,1996,20,2,2,2,2,14,5,3,2
2016,1990,26,NA,2,2,NA,17,2,2,2
2016,1992,24,1,2,1,1,16,5,2,2
2016,1981,35,1,2,1,2,19,2,2,3
2016,1964,52,2,1,2,1,15,5,3,2
2016,1973,43,1,2,3,1,16,3,3,1
2016,1948,68,NA,2,1,NA,16,5,3,2
2016,1939,77,2,1,2,1,17,2,3,2
2016,1994,22,2,1,1,1,15,4,2,2
2016,1995,21,2,2,2,1,15,2,3,2
2016,1958,58,1,2,1,1,18,2,3,1
2016,1992,24,NA,2,2,NA,15,2,1,2
2016,1993,23,2,1,2,1,15,4,2,3
2016,1963,53,NA,2,2,NA,17,7,3,1
2016,1946,70,1,1,1,1,13,7,3,2
2016,1971,45,2,1,2,2,9,4,1,3
2016,1944,72,NA,1,2,NA,12,1,2,2
2016,1993,23,2,1,2,2,15,3,2,1
2016,1997,19,NA,1,2,NA,13,5,2,2
2016,1946,70,3,1,2,2,13,4,3,1
2016,1963,53,NA,1,2,NA,14,3,2,3
2016,1931,85,2,1,3,2,10,6,2,2
2016,1959,57,NA,2,1,NA,14,5,3,1
2016,1954,62,3,2,2,2,12,4,2,2
2016,1952,64,NA,2,2,NA,14,2,2,3
2016,1954,62,NA,2,1,NA,12,4,2,2
2016,1965,51,2,2,1,2,14,7,2,2
2016,1980,36,NA,2,1,NA,19,5,3,2
2016,1996,20,3,2,2,2,13,1,2,1
2016,1990,26,2,1,3,2,11,3,1,3
2016,1952,64,NA,1,2,NA,12,5,2,2
2016,1970,46,1,2,1,1,20,2,3,1
2016,1991,25,2,2,1,1,15,3,1,2
2016,1947,69,3,1,2,2,16,2,2,3
2016,1954,62,1,2,1,1,12,1,3,1
2016,1951,65,2,2,1,2,7,2,3,1
2016,1990,26,NA,1,2,NA,16,5,3,1
2016,1991,25,3,1,2,1,12,2,2,2
2016,1990,26,NA,1,2,NA,14,3,1,2
2016,1961,55,3,1,2,3,14,3,3,3
2016,1982,34,NA,1,2,NA,14,4,2,2
2016,1977,39,1,2,2,2,16,2,3,2
2016,1955,61,NA,1,2,NA,20,1,3,1
2016,1968,48,1,1,2,1,12,4,3,2
2016,1970,46,4,2,2,2,3,6,1,3
2016,1943,73,3,1,1,1,15,6,3,2
2016,1933,83,NA,2,2,NA,12,5,3,3
2016,1938,78,2,1,2,NA,14,NA,2,1
2016,1960,56,2,1,2,1,14,6,2,2
2016,1955,61,NA,1,3,NA,12,5,1,3
2016,1966,50,1,2,1,2,12,5,3,1
2016,1959,57,2,2,3,2,12,4,1,3
2016,1938,78,NA,1,2,NA,10,4,3,2
2016,1985,31,2,2,2,2,14,3,2,2
2016,1943,73,1,1,1,1,19,4,3,3
2016,1949,67,1,1,2,2,14,5,2,1
2016,1935,81,1,1,1,2,10,5,2,3
2016,1945,71,2,2,2,1,20,4,3,1
2016,1961,55,1,2,3,2,13,6,1,3
2016,1958,58,NA,1,2,NA,12,4,2,3
2016,1979,37,2,2,2,2,13,6,2,3
2016,1973,43,4,2,1,2,6,3,2,2
2016,1970,46,NA,2,1,NA,13,6,3,1
2016,1974,42,2,1,2,1,12,7,2,3
2016,1971,45,NA,2,2,NA,14,6,2,1
2016,1967,49,2,2,3,2,15,4,2,2
2016,1966,50,2,2,2,1,20,2,3,1
2016,1940,76,NA,1,2,NA,9,4,3,2
2016,1953,63,NA,2,2,NA,10,3,2,1
2016,1988,28,1,2,2,1,12,4,1,3
2016,1965,51,3,2,2,2,12,4,1,3
2016,1981,35,NA,1,1,NA,11,1,2,2
2016,1962,54,2,1,1,1,12,4,2,2
2016,1989,27,2,2,3,2,13,5,1,3
2016,1961,55,4,2,3,3,11,5,1,3
2016,1959,57,2,2,2,2,12,2,1,3
2016,1972,44,NA,2,1,NA,13,2,2,2
2016,1989,27,2,2,2,2,14,2,2,3
2016,1981,35,1,1,2,1,14,4,3,3
2016,1989,27,NA,1,2,NA,14,6,2,3
2016,1989,27,4,2,3,1,8,7,1,3
2016,1968,48,2,1,3,2,14,5,2,3
2016,1986,30,NA,1,2,NA,12,4,2,1
2016,1982,34,3,2,3,2,17,4,2,3
2016,1980,36,2,2,2,1,14,5,2,3
2016,1987,29,2,2,2,2,12,NA,2,2
2016,1991,25,NA,2,1,NA,12,4,2,3
2016,1949,67,2,1,2,1,14,6,3,2
2016,1983,33,2,2,1,1,14,4,2,3
2016,1966,50,3,2,2,2,14,4,2,2
2016,1993,23,NA,2,2,NA,13,4,2,1
2016,1981,35,2,1,2,2,13,4,2,3
2016,1988,28,3,1,2,1,13,5,2,2
2016,1954,62,4,2,2,2,10,4,3,3
2016,1991,25,NA,2,2,NA,12,4,1,3
2016,1986,30,NA,2,2,NA,14,NA,2,1
2016,1962,54,3,1,1,1,17,4,2,1
2016,1939,77,1,1,1,1,2,7,3,2
2016,1969,47,2,2,1,1,12,2,2,1
2016,1962,54,2,2,1,1,15,5,3,1
2016,1961,55,NA,2,2,NA,12,5,3,2
2016,1958,58,2,1,2,1,8,NA,2,2
2016,1950,66,NA,2,1,NA,13,5,3,1
2016,1956,60,3,2,2,1,14,3,3,2
2016,1989,27,1,2,1,2,17,6,3,1
2016,1935,81,2,1,2,2,12,4,2,1
2016,1983,33,2,1,2,2,12,5,2,3
2016,1982,34,NA,2,2,NA,17,6,2,2
2016,1927,89,2,2,1,1,11,4,3,2
2016,1958,58,NA,1,2,NA,15,4,2,3
2016,1994,22,NA,1,2,NA,15,4,2,2
2016,1976,40,NA,1,2,NA,10,4,2,3
2016,1959,57,4,2,2,3,14,6,1,2
2016,1987,29,NA,1,1,NA,11,5,1,3
2016,1930,86,2,2,2,1,11,5,3,2
2016,1966,50,NA,1,3,NA,15,NA,2,3
2016,1958,58,2,1,2,2,12,4,2,1
2016,1946,70,2,2,2,2,12,4,3,1
2016,1963,53,2,2,1,1,20,3,4,1
2016,NA,NA,2,2,2,1,16,5,3,2
2016,1969,47,2,1,1,2,16,5,2,3
2016,1997,19,NA,2,2,NA,12,4,3,3
2016,1961,55,1,1,1,1,14,4,3,1
2016,1995,21,1,1,1,2,15,4,2,1
2016,1971,45,2,1,2,1,6,4,3,2
2016,1965,51,NA,2,2,NA,14,4,2,3
2016,1959,57,NA,1,1,NA,16,5,3,1
2016,1965,51,2,1,1,2,14,4,3,3
2016,1975,41,2,1,1,2,14,5,3,2
2016,1938,78,2,2,2,2,12,6,3,2
2016,1973,43,1,1,1,2,15,4,3,2
2016,1978,38,NA,2,2,NA,12,4,2,2
2016,1960,56,NA,1,2,NA,16,3,2,3
2016,1991,25,2,2,1,1,15,NA,2,2
2016,1991,25,2,1,2,2,14,4,2,3
2016,1970,46,2,2,2,1,18,6,2,2
2016,1960,56,NA,1,3,NA,18,5,2,2
2016,1983,33,NA,2,2,NA,15,3,2,3
2016,1980,36,2,2,2,2,13,4,2,3
2016,1943,73,NA,2,2,NA,10,6,3,1
2016,1977,39,NA,2,2,NA,12,3,2,3
2016,1962,54,3,1,1,1,13,5,1,2
2016,1947,69,3,1,2,1,13,7,3,2
2016,1973,43,1,2,2,2,18,3,3,2
2016,1978,38,NA,2,2,NA,14,4,2,2
2016,1927,89,3,1,1,1,7,6,3,1
2016,1963,53,NA,2,1,NA,4,6,3,2
2016,1954,62,NA,2,1,NA,12,4,1,2
2016,1981,35,2,2,2,1,10,4,1,3
2016,1958,58,2,1,1,2,14,6,2,3
2016,1994,22,3,2,3,1,9,5,3,2
2016,1959,57,3,1,3,1,14,5,2,3
2016,1988,28,2,2,2,2,9,4,2,3
2016,1983,33,3,2,2,1,14,4,2,2
2016,1979,37,3,2,2,2,14,4,2,1
2016,1980,36,NA,2,2,NA,14,5,2,3
2016,1981,35,1,1,3,1,14,3,2,3
2016,1975,41,3,1,2,2,12,4,2,1
2016,1959,57,1,1,1,2,12,4,2,2
2016,1962,54,NA,2,2,NA,12,3,2,2
2016,1964,52,2,1,2,2,13,4,2,2
2016,1989,27,2,2,2,2,12,NA,2,2
2016,1933,83,NA,2,1,NA,16,4,4,3
2016,1979,37,NA,1,2,NA,16,7,2,2
2016,1957,59,3,2,1,2,17,4,2,1
2016,1986,30,2,2,2,2,20,4,2,2
2016,1956,60,NA,2,2,NA,12,2,3,2
2016,1993,23,4,1,3,2,12,6,1,3
2016,1957,59,2,2,2,2,14,4,3,3
2016,1955,61,NA,2,3,NA,13,6,1,3
2016,1955,61,4,1,1,2,12,6,2,2
2016,1958,58,1,1,1,1,16,5,3,1
2016,1972,44,4,2,1,1,12,1,3,3
2016,1958,58,NA,1,2,NA,14,4,3,1
2016,1969,47,NA,2,1,NA,11,2,2,2
2016,1932,84,NA,1,2,NA,17,5,3,1
2016,1944,72,1,1,1,1,19,5,3,1
2016,1946,70,3,2,2,1,20,3,1,3
2016,1993,23,1,1,2,2,13,4,2,2
2016,1951,65,1,1,2,1,16,3,3,1
2016,1987,29,3,1,2,2,12,3,2,2
2016,1952,64,NA,1,3,NA,12,7,2,2
2016,1955,61,2,2,2,2,12,4,1,3
2016,1964,52,NA,2,3,NA,14,4,1,3
2016,1987,29,2,2,2,2,10,2,2,3
2016,1962,54,3,2,3,2,14,5,3,3
2016,1954,62,1,2,1,1,16,5,3,2
2016,1987,29,1,1,2,2,12,4,2,2
2016,1979,37,2,1,2,1,12,6,2,2
2016,1987,29,NA,1,2,NA,16,4,2,2
2016,1986,30,1,2,1,2,14,2,3,1
2016,1959,57,NA,2,2,NA,14,4,3,2
2016,1986,30,2,1,2,3,18,3,3,1
2016,1941,75,2,2,1,1,9,4,3,1
2016,1971,45,2,2,2,1,18,2,2,3
2016,1962,54,2,2,2,2,20,4,2,2
2016,1980,36,NA,1,2,NA,16,3,3,1
2016,1954,62,2,1,1,1,17,3,2,1
2016,1989,27,1,1,2,1,16,5,2,2
2016,1959,57,NA,2,2,NA,12,4,2,3
2016,1994,22,2,1,2,1,12,4,2,1
2016,1989,27,NA,2,1,NA,14,4,2,2
2016,1970,46,2,1,2,1,14,6,2,2
2016,1979,37,3,2,2,2,12,4,2,3
2016,1983,33,NA,1,1,NA,14,6,3,1
2016,1945,71,NA,2,2,NA,12,6,1,3
2016,1987,29,NA,2,3,NA,16,3,3,2
2016,1987,29,NA,2,2,NA,12,3,2,2
2016,1964,52,2,2,3,3,9,7,2,1
2016,1963,53,NA,2,2,NA,12,5,2,2
2016,1975,41,4,2,3,3,11,4,2,3
2016,1959,57,NA,2,2,NA,12,6,1,2
2016,1985,31,1,2,1,1,14,4,3,2
2016,1956,60,1,1,2,1,12,2,2,2
2016,1943,73,3,1,1,1,12,4,NA,2
2016,1993,23,NA,2,3,NA,12,4,2,3
2016,1980,36,2,2,2,2,12,4,2,2
2016,1934,82,3,2,1,1,12,6,2,1
2016,1962,54,NA,1,2,NA,14,6,3,1
2016,1955,61,3,2,2,1,18,5,3,1
2016,1958,58,3,1,2,2,13,4,2,2
2016,1953,63,NA,1,1,NA,12,4,2,3
2016,1933,83,3,2,3,NA,10,6,3,1
2016,1936,80,NA,2,1,NA,14,1,1,3
2016,1975,41,NA,2,2,NA,16,5,2,2
2016,1937,79,NA,1,2,NA,12,6,4,1
2016,1970,46,NA,2,2,NA,10,3,2,2
2016,1939,77,NA,1,1,NA,12,5,3,1
2016,1950,66,2,2,2,3,12,4,2,3
2016,1939,77,2,2,2,2,12,6,1,2
2016,1959,57,4,2,3,3,13,4,1,3
2016,1990,26,NA,2,1,NA,17,4,2,1
2016,1968,48,2,2,1,1,10,4,2,3
2016,1965,51,2,2,2,1,20,4,2,2
2016,1974,42,1,1,1,1,12,4,2,2
2016,1994,22,NA,2,2,NA,14,4,3,1
2016,1967,49,2,1,1,1,20,6,2,3
2016,1987,29,NA,2,3,NA,11,3,1,3
2016,1946,70,3,2,2,1,11,3,3,2
2016,1974,42,1,2,2,1,19,3,3,2
2016,1962,54,NA,2,3,NA,8,6,1,3
2016,1991,25,2,1,2,2,12,4,2,2
2016,1963,53,NA,2,2,NA,12,4,2,3
2016,1992,24,3,1,1,1,16,4,2,2
2016,1934,82,2,2,2,2,8,6,1,1
2016,1964,52,2,2,1,1,12,7,2,1
2016,1992,24,NA,1,1,NA,12,5,2,2
2016,1956,60,4,1,3,3,10,5,2,3
2016,1994,22,NA,2,1,NA,12,4,2,3
2016,1982,34,2,2,1,1,13,4,2,1
2016,1962,54,NA,2,2,NA,14,5,2,1
2016,1985,31,2,1,2,2,12,5,2,3
2016,1974,42,NA,2,2,NA,13,5,2,2
2016,1961,55,NA,1,2,NA,10,4,3,2
2016,1938,78,2,1,2,1,10,3,3,2
2016,1957,59,2,2,2,1,12,4,2,1
2016,1960,56,NA,1,2,NA,9,7,2,3
2016,1959,57,2,1,2,2,12,4,3,2
2016,1961,55,2,2,2,2,16,4,2,2
2016,1953,63,NA,1,2,NA,20,2,3,2
2016,1979,37,2,1,2,2,16,5,3,1
2016,1945,71,2,1,2,2,18,2,4,1
2016,1962,54,NA,2,2,NA,20,2,3,1
2016,1938,78,2,2,2,1,18,4,3,1
2016,1976,40,3,1,2,2,16,6,2,1
2016,1965,51,NA,2,1,NA,10,6,2,1
2016,1994,22,3,1,1,2,16,1,2,2
2016,1933,83,2,2,2,2,10,5,2,2
2016,1947,69,3,2,3,2,14,3,1,2
2016,1970,46,3,1,2,2,7,4,1,3
2016,1982,34,3,2,2,1,16,6,2,2
2016,1980,36,NA,2,2,NA,13,2,2,3
2016,1991,25,3,2,3,2,17,4,2,3
2016,1973,43,2,1,2,1,16,6,2,2
2016,1980,36,NA,2,2,NA,15,6,1,2
2016,1955,61,2,2,2,1,16,4,2,2
2016,1963,53,2,2,2,1,12,2,2,2
2016,1944,72,NA,2,3,NA,12,5,2,2
2016,1985,31,2,1,2,1,13,3,2,3
2016,1985,31,2,1,1,1,17,7,3,1
2016,1995,21,NA,2,2,NA,12,4,3,2
2016,1982,34,3,2,2,2,20,4,2,2
2016,1984,32,1,2,1,2,18,4,3,1
2016,1953,63,NA,1,1,NA,10,6,3,3
2016,1977,39,1,2,3,2,18,4,2,3
2016,1967,49,3,2,2,1,20,4,2,2
2016,1982,34,3,1,2,2,10,4,2,3
2016,1943,73,NA,2,2,NA,12,5,2,3
2016,1959,57,1,2,2,2,16,1,3,2
2016,1933,83,3,1,3,2,12,7,2,2
2016,1939,77,3,1,3,1,12,6,2,1
2016,1947,69,NA,1,1,NA,11,6,2,1
2016,1987,29,1,1,2,1,18,4,2,2
2016,1953,63,2,2,3,1,13,5,1,3
2016,1978,38,3,2,2,1,15,5,3,2
2016,1963,53,2,1,2,2,16,6,3,1
2016,1955,61,NA,2,3,NA,12,2,2,1
2016,1973,43,3,2,2,1,9,4,1,3
2016,1968,48,1,1,1,1,12,4,2,1
2016,1962,54,NA,2,2,NA,14,4,2,1
2016,1984,32,2,2,2,1,15,4,2,1
2016,1960,56,3,1,3,2,12,7,2,3
2016,1947,69,2,1,2,2,12,4,2,3
2016,1977,39,NA,1,2,NA,15,2,2,1
2016,1973,43,4,2,1,1,18,1,2,3
2016,1963,53,NA,2,2,NA,15,4,2,2
2016,1962,54,3,2,1,1,12,4,2,3
2016,1937,79,2,2,3,1,12,4,2,3
2016,1945,71,1,2,2,2,13,3,3,2
2016,1955,61,NA,2,1,NA,15,5,2,2
2016,1993,23,2,1,2,2,10,5,2,2
2016,1961,55,NA,1,1,NA,12,6,4,1
2016,1956,60,3,2,2,2,10,5,1,3
2016,1944,72,2,1,3,2,12,6,2,2
2016,1956,60,1,2,1,2,9,3,2,1
2016,1972,44,NA,2,1,NA,12,6,2,2
2016,1954,62,3,1,1,2,9,NA,NA,2
2016,1966,50,1,1,1,1,12,4,2,1
2016,1981,35,NA,2,2,NA,15,6,2,2
2016,1978,38,NA,2,2,NA,12,4,2,2
2016,1955,61,2,1,1,2,12,4,3,2
2016,1990,26,4,1,1,2,13,4,2,2
2016,1955,61,NA,2,2,NA,12,3,2,1
2016,1983,33,2,2,3,1,8,4,3,2
2016,1970,46,NA,2,3,NA,8,6,2,2
2016,1929,87,2,2,2,3,15,4,3,1
2016,1970,46,NA,1,1,NA,8,4,3,1
2016,1966,50,NA,1,3,NA,11,4,1,3
2016,1977,39,3,1,3,2,12,4,2,3
2016,1992,24,2,2,1,1,12,4,2,3
2016,1952,64,NA,1,1,NA,14,5,2,3
2016,1974,42,2,2,2,2,9,4,2,1
2016,1973,43,3,2,2,2,11,4,2,2
2016,1978,38,2,1,2,1,12,2,2,3
2016,1992,24,NA,2,2,NA,12,4,1,2
2016,1984,32,NA,2,2,NA,12,6,2,2
2016,1991,25,1,2,1,1,12,1,2,1
2016,1996,20,NA,1,1,NA,9,2,4,2
2016,1976,40,2,2,1,1,12,1,2,1
2016,1957,59,1,2,1,1,12,5,2,1
2016,1966,50,NA,1,1,NA,14,6,2,2
2016,1964,52,3,2,1,2,19,4,2,2
2016,1949,67,2,2,2,1,11,4,2,2
2016,1977,39,4,2,2,2,13,4,1,3
2016,1949,67,2,1,2,2,12,4,3,1
2016,1974,42,NA,1,1,NA,11,2,2,1
2016,1986,30,2,1,2,2,12,5,2,3
2016,1947,69,1,2,1,2,12,4,3,1
2016,1983,33,NA,2,2,NA,12,4,3,2
2016,1964,52,3,2,1,1,11,1,1,2
2016,1985,31,2,2,3,2,12,3,2,2
2016,1973,43,3,2,3,2,10,4,2,3
2016,1961,55,3,2,1,1,11,7,2,2
2016,1961,55,3,2,3,2,11,4,2,2
2016,1987,29,1,1,3,2,12,7,3,3
2016,1990,26,NA,2,3,NA,12,NA,2,2
2016,1937,79,NA,2,2,NA,12,7,3,2
2016,1985,31,3,2,2,2,12,5,2,2
2016,1940,76,NA,1,1,NA,14,6,2,2
2016,1982,34,2,2,2,2,10,4,2,2
2016,1937,79,3,1,1,1,16,7,3,1
2016,1993,23,2,2,2,2,12,4,2,2
2016,1950,66,NA,1,3,NA,10,2,1,2
2016,1947,69,2,1,1,2,14,6,3,2
2016,1957,59,3,2,2,2,12,6,2,2
2016,1990,26,NA,1,1,NA,6,4,3,2
2016,1942,74,2,2,2,2,12,4,3,2
2016,1982,34,NA,2,3,NA,NA,4,4,1
2016,1933,83,NA,2,3,NA,12,5,2,2
2016,1962,54,4,2,3,2,12,5,1,3
2016,1978,38,NA,2,2,NA,12,4,2,2
2016,1955,61,3,2,3,2,13,4,2,3
2016,1960,56,2,1,3,1,8,7,2,3
2016,1958,58,2,2,2,1,12,5,2,2
2016,1976,40,3,1,2,1,12,4,2,2
2016,1963,53,NA,2,3,NA,12,4,1,3
2016,1953,63,2,2,1,1,16,6,NA,1
2016,1954,62,NA,1,2,NA,12,3,1,3
2016,1950,66,NA,2,1,NA,18,2,2,3
2016,1934,82,3,2,2,1,12,4,3,3
2016,1974,42,NA,1,2,NA,19,6,2,3
2016,1963,53,NA,2,2,NA,18,4,2,3
2016,1970,46,3,1,2,2,16,4,3,2
2016,1961,55,2,1,2,2,13,6,2,1
2016,1959,57,2,2,1,1,15,4,3,1
2016,1965,51,NA,1,3,NA,12,6,2,3
2016,1938,78,1,2,3,2,9,7,3,1
2016,1935,81,3,2,1,1,10,6,2,2
2016,1998,18,2,2,3,2,12,4,2,2
2016,1945,71,4,2,1,1,12,4,2,2
2016,1952,64,1,2,1,1,12,4,3,1
2016,1997,19,NA,1,2,NA,12,4,3,2
2016,1961,55,2,2,2,1,20,7,2,2
2016,1931,85,3,2,2,2,12,4,2,2
2016,1954,62,NA,1,1,NA,16,5,2,1
2016,1951,65,NA,2,2,NA,16,2,2,3
2016,1981,35,2,2,3,2,12,6,2,3
2016,1989,27,1,2,1,1,18,4,2,2
2016,1928,88,NA,1,1,NA,8,4,2,2
2016,1938,78,2,2,1,1,18,4,3,1
2016,1972,44,1,2,1,1,14,4,2,3
2016,1956,60,1,1,1,1,16,1,3,1
2016,1969,47,2,1,2,2,11,3,2,2
2016,1986,30,NA,2,2,NA,16,4,2,1
2016,1964,52,NA,1,2,NA,16,2,2,1
2016,1944,72,NA,2,1,NA,16,2,3,1
2016,1950,66,1,2,2,2,18,3,2,3
2016,1978,38,2,1,2,2,14,4,2,2
2016,1942,74,NA,1,1,NA,14,5,3,1
2016,1992,24,2,2,2,2,14,2,2,2
2016,1967,49,2,2,1,2,12,6,2,1
2016,1948,68,NA,1,2,NA,7,6,2,1
2016,1958,58,2,2,1,1,14,5,2,2
2016,1954,62,1,2,2,2,17,1,3,2
2016,1982,34,2,2,1,2,12,4,2,2
2016,1960,56,2,1,2,2,14,4,3,2
2016,1976,40,2,1,2,2,12,4,2,2
2016,1953,63,NA,2,1,NA,12,4,3,1
2016,1976,40,2,1,2,2,16,4,2,2
2016,1948,68,3,1,2,2,11,4,3,1
2016,1995,21,NA,1,2,NA,15,2,3,2
2016,1981,35,3,2,2,3,15,1,2,3
2016,1975,41,NA,2,2,NA,12,4,2,2
2016,1960,56,NA,2,3,NA,15,5,2,3
2016,1959,57,NA,1,2,NA,12,5,1,3
2016,1948,68,2,2,2,1,13,4,3,2
2016,1941,75,2,2,1,2,12,6,1,3
2016,1959,57,NA,2,2,NA,20,1,3,2
2016,1939,77,2,1,2,1,15,6,3,3
2016,1929,87,NA,2,2,NA,14,4,3,1
2016,1961,55,2,2,1,1,14,5,2,2
2016,1944,72,2,1,2,2,16,5,3,2
2018,1975,43,2,1,2,2,14,6,2,3
2018,1944,74,1,2,1,1,10,NA,2,2
2018,1976,42,NA,1,1,NA,16,5,3,2
2018,1955,63,NA,2,1,NA,16,4,3,1
2018,1947,71,1,1,2,2,18,7,4,1
2018,1951,67,2,2,3,2,16,3,2,2
2018,1959,59,2,2,2,2,13,4,2,2
2018,1975,43,1,1,2,3,12,5,2,2
2018,1956,62,NA,2,3,NA,8,4,1,3
2018,1963,55,NA,1,2,NA,12,NA,3,1
2018,1959,59,1,1,2,1,19,6,3,2
2018,1984,34,NA,2,2,NA,14,4,2,3
2018,1957,61,4,2,3,2,13,4,2,3
2018,1974,44,1,1,1,1,16,3,2,2
2018,1977,41,NA,2,2,NA,12,2,1,3
2018,1943,75,2,2,2,3,12,5,3,2
2018,1963,55,NA,2,3,NA,16,2,2,3
2018,1988,30,1,2,1,2,16,6,3,2
2018,1978,40,1,2,2,2,20,2,3,2
2018,1988,30,NA,1,3,NA,18,4,3,2
2018,1984,34,1,2,1,1,15,6,3,2
2018,1989,29,2,2,2,2,14,6,2,2
2018,1978,40,NA,2,2,NA,14,4,3,3
2018,1981,37,1,1,1,1,12,1,2,2
2018,1962,56,2,2,1,2,16,6,3,2
2018,1936,82,1,1,1,1,8,4,3,1
2018,1950,68,2,2,2,2,12,4,2,2
2018,1976,42,1,2,3,2,9,4,3,2
2018,1978,40,NA,2,3,NA,12,7,3,2
2018,1998,20,1,1,2,1,14,2,3,1
2018,1944,74,NA,2,2,NA,12,7,2,3
2018,1929,89,3,1,3,2,8,4,3,3
2018,1958,60,NA,2,2,NA,16,4,3,2
2018,1962,56,3,2,2,1,16,1,3,1
2018,1963,55,NA,2,1,NA,10,6,3,2
2018,1953,65,1,1,1,1,18,7,2,1
2018,1947,71,3,2,2,1,20,4,3,2
2018,1984,34,2,1,3,1,20,1,1,3
2018,1973,45,NA,1,2,NA,19,5,2,2
2018,1968,50,2,2,2,NA,12,4,NA,NA
2018,1953,65,NA,2,2,NA,12,3,1,3
2018,1966,52,2,1,2,2,12,4,2,2
2018,1956,62,NA,2,1,NA,12,4,1,3
2018,1958,60,1,1,2,1,18,4,3,1
2018,1956,62,1,2,2,1,16,2,2,3
2018,1972,46,NA,2,3,NA,12,5,2,2
2018,1978,40,NA,1,2,NA,18,3,3,3
2018,1965,53,NA,2,2,NA,18,3,4,1
2018,1943,75,NA,1,2,NA,17,6,3,1
2018,1951,67,2,2,2,2,16,4,3,1
2018,1996,22,1,1,2,1,14,NA,2,2
2018,1976,42,2,2,3,2,12,4,2,2
2018,1959,59,NA,2,2,NA,18,4,3,3
2018,1985,33,2,2,1,2,18,4,2,2
2018,1972,46,NA,1,2,NA,16,3,3,1
2018,1963,55,3,1,2,2,14,4,3,1
2018,1975,43,NA,2,2,NA,16,4,3,3
2018,1973,45,2,2,3,2,14,NA,2,3
2018,1995,23,3,1,2,1,11,6,3,2
2018,1990,28,NA,2,3,NA,9,4,1,3
2018,1991,27,3,2,2,1,13,2,3,3
2018,1976,42,NA,2,3,NA,10,1,1,3
2018,1977,41,2,2,2,2,16,4,3,2
2018,1954,64,1,2,2,1,13,4,3,3
2018,1965,53,NA,1,2,NA,12,4,2,2
2018,1939,79,1,1,3,2,20,2,1,2
2018,1984,34,3,1,2,2,14,6,2,2
2018,1959,59,2,2,1,1,14,4,2,3
2018,1986,32,1,2,2,1,19,3,3,2
2018,1985,33,NA,2,1,NA,16,1,1,3
2018,1983,35,NA,1,2,NA,15,4,1,1
2018,1981,37,NA,1,2,NA,16,2,2,2
2018,1990,28,2,2,1,1,16,3,2,2
2018,1976,42,2,2,2,2,20,2,4,1
2018,1997,21,3,1,2,1,14,2,3,3
2018,1985,33,1,2,1,2,14,6,2,2
2018,1981,37,1,2,1,2,16,4,3,1
2018,1929,89,NA,2,2,NA,8,4,3,2
2018,1971,47,2,2,2,2,14,4,3,2
2018,1955,63,NA,2,1,NA,NA,NA,NA,2
2018,1947,71,2,2,2,2,16,2,3,2
2018,1976,42,2,2,2,NA,12,NA,2,3
2018,1981,37,NA,2,1,NA,12,4,2,2
2018,1978,40,1,2,1,2,13,7,2,2
2018,1948,70,2,1,2,2,12,6,2,2
2018,1990,28,NA,1,2,NA,17,3,3,2
2018,1965,53,NA,2,2,NA,13,2,1,3
2018,1972,46,2,1,2,1,16,1,3,2
2018,1963,55,NA,1,2,NA,18,2,3,1
2018,1990,28,NA,1,2,NA,18,4,2,3
2018,1976,42,NA,1,2,NA,16,4,3,2
2018,1941,77,1,2,3,1,19,1,3,2
2018,1989,29,NA,1,1,NA,16,3,3,1
2018,1956,62,NA,2,3,NA,12,2,3,NA
2018,1988,30,3,2,2,2,16,2,2,2
2018,1996,22,3,1,2,2,14,2,3,1
2018,1949,69,2,2,2,2,13,2,3,1
2018,1973,45,2,1,1,1,16,5,2,3
2018,1986,32,1,2,2,1,12,4,3,2
2018,1958,60,2,2,1,3,4,4,2,2
