year,cohort,age,health,sex,happy,life,educ,polviews,class,satfin
1982,1955,27,2,1,1,1,12,3,3,2
1982,1949,33,2,1,2,2,13,3,2,2
1982,1956,26,2,1,3,2,12,4,2,3
1982,1913,69,3,2,3,3,5,2,3,3
1982,1952,30,3,2,2,2,10,4,3,3
1982,1940,42,2,1,2,1,12,7,3,2
1982,1931,51,1,2,2,2,12,4,3,1
1982,1946,36,2,2,1,1,12,6,2,2
1982,1911,71,1,2,1,1,8,4,3,2
1982,1938,44,3,1,3,1,12,4,2,3
1982,1932,50,1,1,2,2,6,4,2,2
1982,1926,56,3,2,1,2,12,4,2,1
1982,1960,22,1,1,1,1,12,6,3,1
1982,1932,50,1,2,1,1,16,6,3,1
1982,1953,29,1,2,2,2,16,4,3,2
1982,1959,23,2,2,3,2,12,6,3,3
1982,1946,36,1,2,2,1,16,5,4,3
1982,1955,27,1,1,1,1,12,4,2,1
1982,1940,42,1,1,1,1,19,4,3,3
1982,1943,39,3,2,2,2,14,5,2,2
1982,1910,72,1,2,2,2,14,4,3,3
1982,1949,33,4,2,2,2,20,2,2,2
1982,1934,48,1,1,2,1,9,4,2,1
1982,1920,62,3,2,2,2,12,7,3,1
1982,1960,22,2,2,1,2,12,4,2,2
1982,1958,24,2,2,2,2,12,4,2,2
1982,1950,32,3,1,1,2,8,3,3,1
1982,1949,33,3,2,3,2,12,3,2,2
1982,1938,44,2,2,1,1,12,2,2,2
1982,1946,36,3,2,1,2,12,4,2,2
1982,1947,35,1,1,2,1,13,5,3,1
1982,1948,34,1,1,1,1,12,4,2,3
1982,1960,22,2,1,2,1,12,3,2,1
1982,1960,22,3,2,3,3,11,3,NA,2
1982,1954,28,2,1,2,1,13,6,3,3
1982,1960,22,2,2,2,2,14,NA,3,2
1982,1961,21,1,2,1,1,11,3,2,1
1982,1923,59,1,1,1,1,13,4,3,2
1982,1927,55,3,2,2,2,20,4,2,2
1982,1955,27,2,1,2,2,16,5,2,3
1982,1922,60,2,2,1,1,10,4,2,2
1982,1958,24,1,1,1,1,16,5,3,2
1982,1962,20,3,1,2,1,12,2,3,2
1982,1955,27,2,2,2,2,16,5,3,1
1982,1952,30,1,1,2,1,19,3,3,2
1982,1954,28,2,2,2,2,15,2,2,2
1982,1946,36,1,2,1,1,18,4,3,2
1982,1954,28,1,2,2,1,13,NA,3,1
1982,1923,59,1,1,2,1,18,6,3,1
1982,1962,20,1,1,1,1,12,3,2,2
1982,1928,54,2,2,2,2,12,4,2,2
1982,1924,58,3,2,2,2,12,4,2,1
1982,1946,36,1,1,1,1,16,6,3,2
1982,1918,64,4,2,2,2,8,NA,3,2
1982,1955,27,2,2,2,3,11,7,1,3
1982,1936,46,2,2,2,2,14,4,2,2
1982,1958,24,2,2,2,2,14,2,3,2
1982,1920,62,2,1,2,2,9,2,3,3
1982,1922,60,4,2,2,2,7,4,3,3
1982,1930,52,1,2,2,2,12,4,2,2
1982,1957,25,1,1,2,1,13,3,3,3
1982,1914,68,2,2,1,2,12,NA,2,2
1982,1946,36,1,2,1,1,20,2,3,1
1982,1959,23,2,2,2,3,12,5,2,1
1982,1931,51,2,1,3,2,16,4,3,2
1982,1964,18,1,1,3,1,10,6,1,3
1982,1932,50,2,2,1,1,15,6,3,2
1982,1936,46,2,2,1,2,12,6,3,1
1982,1953,29,1,1,2,2,14,3,2,3
1982,1931,51,1,1,2,1,15,6,3,1
1982,1957,25,1,2,2,1,18,3,3,2
1982,1916,66,2,2,2,3,4,2,2,3
1982,1915,67,2,2,2,2,3,NA,NA,1
1982,1952,30,4,1,3,2,16,6,2,3
1982,1954,28,3,2,2,2,16,5,3,3
1982,1906,76,3,2,2,2,12,4,2,2
1982,1954,28,2,1,2,2,14,3,2,3
1982,1952,30,2,2,2,1,15,4,2,3
1982,1945,37,3,1,3,2,12,5,2,3
1982,1928,54,2,2,1,1,11,NA,2,1
1982,1925,57,2,2,1,1,13,7,4,1
1982,1960,22,1,2,2,2,9,NA,3,2
1982,1915,67,3,1,2,2,4,3,3,1
1982,1910,72,4,2,1,2,8,2,2,3
1982,1920,62,2,2,3,3,8,NA,3,1
1982,1901,81,3,2,2,1,12,3,2,3
1982,1905,77,2,2,3,2,8,4,2,2
1982,1900,82,3,1,2,3,11,5,2,1
1982,1956,26,2,2,2,2,12,4,2,3
1982,NA,NA,4,2,1,1,12,6,3,1
1982,1923,59,4,2,1,1,12,4,3,3
1982,1953,29,2,1,1,1,18,4,3,1
1982,1926,56,1,1,2,2,11,4,2,2
1982,1946,36,1,2,2,1,13,4,3,3
1982,1898,84,1,2,1,2,17,7,3,1
1982,1957,25,1,1,2,2,11,2,2,3
1982,1947,35,2,2,2,1,15,6,3,3
1982,1944,38,1,2,2,1,12,5,2,3
1982,1917,65,1,2,2,2,12,5,2,2
1982,1929,53,4,1,2,2,13,5,2,2
1982,1915,67,1,2,2,1,8,5,2,1
1982,1949,33,2,2,2,1,12,2,3,2
1982,1956,26,2,1,2,1,12,4,2,2
1982,1962,20,2,2,2,2,13,5,2,2
1982,1951,31,2,2,3,2,13,4,2,3
1982,1912,70,3,1,2,2,11,3,3,2
1982,1963,19,3,2,1,2,12,4,2,3
1982,1945,37,2,1,3,3,13,5,3,3
1982,1920,62,1,2,2,1,14,4,2,3
1982,1961,21,4,1,3,1,9,6,2,2
1982,1951,31,1,2,2,1,16,4,3,1
1982,1893,89,3,2,2,2,3,4,4,1
1982,1929,53,2,1,2,1,7,1,2,2
1982,1963,19,3,2,1,1,11,4,2,1
1982,1950,32,2,2,2,2,13,6,2,2
1982,1958,24,1,2,2,2,16,3,2,2
1982,1951,31,1,1,2,2,13,2,2,3
1982,1916,66,2,2,1,2,10,4,2,2
1982,1944,38,1,2,1,1,12,4,3,1
1982,1910,72,2,1,2,1,12,6,3,1
1982,1922,60,1,1,1,1,14,5,3,1
1982,1957,25,1,1,2,2,12,2,2,2
1982,1958,24,1,1,1,1,13,4,3,2
1982,1951,31,1,1,2,2,17,4,3,2
1982,1955,27,1,1,1,1,16,7,3,2
1982,1952,30,2,2,2,2,14,4,3,3
1982,1901,81,3,2,2,1,12,4,3,2
1982,1956,26,2,2,2,2,13,2,2,3
1982,1934,48,1,2,2,1,12,6,3,1
1982,1954,28,2,2,1,2,13,NA,3,3
1982,1957,25,2,1,2,2,14,2,3,1
1982,1909,73,2,2,1,2,13,5,3,2
1982,1944,38,3,1,2,1,19,5,3,2
1982,1951,31,1,1,2,1,19,3,3,2
1982,1958,24,1,2,1,2,12,3,3,1
1982,1936,46,3,2,2,1,12,4,3,1
1982,1926,56,3,2,1,1,11,3,3,2
1982,1926,56,1,1,2,2,14,6,3,2
1982,1935,47,1,1,2,2,15,2,3,1
1982,1919,63,1,1,2,2,6,7,2,2
1982,1942,40,2,2,2,2,17,3,2,2
1982,1893,89,2,1,2,2,8,4,2,1
1982,1928,54,3,2,2,2,11,3,2,3
1982,1907,75,3,1,2,2,8,4,NA,NA
1982,1947,35,1,1,2,2,19,4,3,2
1982,1957,25,1,2,1,1,13,4,2,2
1982,1955,27,1,1,2,2,12,5,2,2
1982,1905,77,3,2,2,2,11,6,3,1
1982,1935,47,3,1,3,3,14,3,3,3
1982,1951,31,1,1,2,2,16,3,3,2
1982,1930,52,2,2,1,2,14,3,3,1
1982,1962,20,1,1,1,1,12,6,2,2
1982,1959,23,1,1,2,1,12,6,2,1
1982,1957,25,1,2,2,1,14,6,3,3
1982,1955,27,1,2,1,1,15,5,2,1
1982,1949,33,1,1,2,1,14,3,3,3
1982,1960,22,3,2,2,3,12,2,3,2
1982,1900,82,3,2,1,1,14,6,3,1
1982,1924,58,1,2,1,1,16,2,3,2
1982,1957,25,1,2,1,1,15,4,3,2
1982,1952,30,1,2,2,1,16,6,NA,NA
1982,1963,19,1,1,2,1,12,4,3,1
1982,1915,67,2,1,2,2,13,5,3,2
1982,1952,30,1,1,1,1,14,7,2,1
1982,1923,59,3,1,1,2,8,4,3,2
1982,1911,71,2,1,2,2,12,4,3,2
1982,1905,77,4,2,1,1,11,4,2,3
1982,1955,27,1,2,1,1,12,4,2,2
1982,1926,56,3,2,2,2,12,4,2,2
1982,1964,18,1,1,2,2,9,4,3,2
1982,1931,51,2,2,2,2,10,4,2,2
1982,1921,61,2,2,2,2,12,4,3,2
1982,1927,55,1,2,2,1,12,6,2,1
1982,1930,52,2,1,2,2,12,4,2,2
1982,1957,25,2,2,2,2,12,5,3,2
1982,1944,38,4,2,3,1,14,4,3,3
1982,1946,36,1,2,2,1,10,6,3,1
1982,1936,46,1,2,2,1,12,4,2,2
1982,1923,59,2,1,2,2,11,3,2,1
1982,1911,71,2,1,1,1,14,2,3,2
1982,1956,26,2,2,1,1,10,3,2,3
1982,1963,19,2,2,3,2,11,4,3,2
1982,1913,69,3,1,3,3,9,NA,1,3
1982,1952,30,2,1,3,2,14,2,2,1
1982,1941,41,2,2,1,2,12,2,2,1
1982,1956,26,2,2,1,1,13,2,2,3
1982,1950,32,2,1,2,1,16,1,2,3
1982,1955,27,1,1,2,NA,14,2,3,2
1982,1951,31,2,1,3,2,12,2,1,3
1982,1956,26,2,2,2,2,12,5,1,3
1982,1914,68,3,2,2,2,13,2,3,2
1982,1912,70,2,2,1,2,12,5,2,1
1982,1930,52,4,2,1,1,15,4,3,2
1982,1914,68,3,2,2,2,9,6,3,3
1982,1959,23,2,2,2,2,12,4,2,2
1982,1957,25,2,2,1,1,16,4,3,2
1982,1955,27,2,2,3,2,12,2,1,3
1982,1944,38,2,1,2,1,12,2,2,1
1982,1904,78,3,1,2,2,12,4,3,2
1982,NA,NA,2,2,1,2,12,NA,2,2
1982,1909,73,3,2,2,2,12,4,3,2
1982,1912,70,2,2,1,NA,12,6,3,1
1982,1932,50,1,1,2,NA,11,4,2,2
1982,1961,21,2,2,2,1,13,1,2,3
1982,1947,35,2,1,2,2,10,4,3,2
1982,1958,24,3,1,2,1,12,1,3,1
1982,1963,19,2,1,3,2,12,4,3,2
1982,1951,31,1,2,1,1,16,3,3,1
1982,1963,19,2,2,2,2,12,4,2,2
1982,1943,39,1,2,2,1,12,5,2,3
1982,1944,38,1,1,2,2,13,3,2,2
1982,1922,60,2,1,2,2,10,2,2,2
1982,1914,68,2,1,1,2,14,3,3,2
1982,1948,34,2,2,2,2,12,4,2,2
1982,1907,75,2,1,1,2,NA,4,3,1
1982,1923,59,3,2,2,2,12,5,2,2
1982,1954,28,2,1,2,2,10,3,2,2
1982,1910,72,1,2,2,2,8,5,3,2
1982,1920,62,3,1,2,2,12,5,2,3
1982,1955,27,1,1,1,1,12,4,2,3
1982,1954,28,1,2,1,2,12,4,2,2
1982,1917,65,2,2,2,1,8,NA,3,1
1982,1901,81,2,1,2,2,8,4,3,1
1982,1940,42,2,2,1,1,10,NA,3,3
1982,1957,25,2,2,2,2,12,3,2,3
1982,1956,26,2,1,1,1,12,5,2,1
1982,1958,24,1,2,3,2,13,4,2,3
1982,1956,26,2,2,2,2,10,4,2,3
1982,1904,78,1,1,1,1,12,4,3,2
1982,1959,23,2,1,2,2,12,2,2,3
1982,1893,89,3,2,3,3,6,4,3,1
1982,1916,66,2,1,2,1,9,1,2,1
1982,1919,63,2,2,2,2,10,2,2,1
1982,1954,28,1,2,1,1,12,2,2,1
1982,1930,52,3,2,2,2,9,4,2,3
1982,1963,19,1,1,2,1,11,4,3,2
1982,1932,50,2,1,3,1,14,6,3,2
1982,1919,63,3,2,1,2,10,3,3,1
1982,1913,69,2,2,1,1,16,4,3,1
1982,1951,31,3,2,2,2,15,3,4,3
1982,1952,30,3,2,2,2,14,4,1,3
1982,1948,34,2,1,3,2,16,2,2,3
1982,1962,20,3,2,2,1,12,5,3,2
1982,1916,66,2,2,2,2,12,NA,2,2
1982,1948,34,1,1,2,1,16,5,3,2
1982,1924,58,1,2,1,2,14,6,2,2
1982,1907,75,3,1,1,1,8,3,3,3
1982,1961,21,2,2,2,2,12,4,3,1
1982,1919,63,4,1,2,2,14,6,2,2
1982,1921,61,1,1,1,1,12,4,2,2
1982,1957,25,1,2,1,1,12,6,2,3
1982,1918,64,3,2,3,3,12,4,2,2
1982,1936,46,3,1,2,1,8,4,2,2
1982,1909,73,1,1,1,1,8,4,2,1
1982,1908,74,2,1,1,1,12,4,3,1
1982,1923,59,2,2,2,2,12,NA,2,2
1982,1906,76,2,2,1,1,8,4,2,2
1982,1909,73,2,2,2,2,10,4,2,2
1982,1958,24,1,2,1,1,14,1,2,1
1982,1949,33,1,1,1,2,14,5,2,1
1982,1906,76,3,1,1,1,8,4,2,2
1982,1922,60,2,2,2,2,8,2,3,2
1982,1912,70,3,2,2,3,12,4,2,3
1982,1914,68,1,2,1,1,8,4,3,1
1982,1909,73,2,1,2,2,9,5,2,1
1982,1907,75,1,2,2,1,8,3,2,1
1982,1903,79,2,2,1,1,10,6,2,1
1982,1958,24,2,2,2,2,16,2,3,2
1982,1922,60,4,2,1,1,8,7,2,3
1982,1929,53,4,2,3,2,2,4,1,1
1982,1953,29,2,1,1,2,12,4,2,1
1982,1959,23,1,1,2,2,9,7,2,2
1982,1958,24,2,2,2,1,12,4,1,3
1982,1908,74,4,2,2,2,3,NA,2,2
1982,1917,65,4,2,3,3,10,6,3,2
1982,1949,33,2,2,2,2,12,4,2,2
1982,1913,69,2,1,1,1,15,4,3,1
1982,1932,50,2,2,1,1,12,2,2,3
1982,1933,49,3,1,3,1,2,4,2,3
1982,1938,44,1,1,2,2,15,5,3,2
1982,1954,28,1,1,2,2,14,5,2,3
1982,1963,19,2,1,2,1,11,5,3,3
1982,1956,26,2,2,2,1,12,6,2,1
1982,1957,25,3,2,2,2,15,5,3,2
1982,1906,76,4,2,1,2,6,4,2,1
1982,1961,21,2,2,2,1,15,3,3,1
1982,1955,27,1,1,1,1,10,4,3,2
1982,1903,79,1,1,2,2,7,6,2,1
1982,1936,46,3,2,1,2,14,4,3,1
1982,1930,52,2,2,1,1,12,6,3,1
1982,1963,19,2,2,2,1,12,4,3,2
1982,1923,59,3,2,2,2,0,3,2,2
1982,1945,37,3,2,2,2,12,6,2,2
1982,1949,33,1,1,2,2,13,5,2,1
1982,1955,27,1,1,2,2,17,5,3,2
1982,1954,28,1,2,1,2,14,6,2,2
1982,1953,29,1,2,2,2,7,2,2,2
1982,1953,29,2,1,2,1,12,3,2,2
1982,1914,68,1,2,1,2,12,4,2,1
1982,1952,30,2,2,1,2,12,4,3,2
1982,1955,27,2,2,1,2,6,NA,1,2
1982,1953,29,2,2,2,1,15,6,3,2
1982,1926,56,2,2,1,1,12,7,3,2
1982,1940,42,1,2,2,2,16,4,3,2
1982,1952,30,3,1,2,1,18,6,3,1
1982,1954,28,1,2,1,1,16,6,2,1
1982,1925,57,2,2,1,2,12,5,3,1
1982,1905,77,3,2,2,1,14,7,3,2
1982,1962,20,1,1,2,2,12,4,2,1
1982,1923,59,2,1,1,1,7,NA,3,1
1982,1905,77,3,2,3,2,8,NA,2,3
1982,1931,51,3,1,2,2,5,6,3,3
1982,1908,74,2,2,3,NA,5,NA,4,3
1982,1957,25,1,1,1,1,16,5,3,2
1982,1922,60,2,1,1,1,6,NA,3,3
1982,1904,78,3,2,1,2,7,4,1,1
1982,1955,27,2,1,2,2,16,6,3,1
1982,1936,46,1,2,1,1,12,5,3,3
1982,1923,59,1,2,1,2,12,6,4,1
1982,1921,61,2,2,1,1,9,5,3,1
1982,1945,37,2,2,2,2,12,5,1,2
1982,1959,23,1,1,1,2,10,5,2,3
1982,1955,27,1,2,1,1,12,6,2,1
1982,1950,32,2,2,2,2,12,6,3,2
1982,1924,58,1,2,2,1,16,5,3,2
1982,1924,58,2,1,1,1,12,4,4,1
1982,1942,40,1,2,1,1,12,4,2,3
1982,1932,50,2,2,2,2,11,4,2,3
1982,1959,23,1,2,2,2,12,5,3,1
1982,1954,28,1,2,1,1,19,3,3,1
1982,1953,29,1,2,1,1,12,3,2,1
1982,1952,30,2,2,2,2,13,3,2,2
1982,1943,39,1,2,2,2,13,3,3,1
1982,1916,66,3,1,1,1,13,6,3,1
1982,1900,82,3,2,2,1,8,3,3,1
1982,1914,68,2,1,1,1,14,6,3,2
1982,1945,37,2,1,2,2,13,4,2,2
1982,1911,71,1,2,2,1,11,4,2,2
1982,1929,53,3,2,2,1,9,NA,1,2
1982,1937,45,3,1,2,2,12,4,2,2
1982,1959,23,2,1,3,2,13,4,2,2
1982,1917,65,2,1,1,1,14,5,4,1
1982,1898,84,2,1,1,2,4,6,2,1
1982,1952,30,3,1,2,3,13,3,2,2
1982,1920,62,1,2,1,2,11,4,2,2
1982,1946,36,2,1,1,1,14,4,2,1
1982,1901,81,3,2,2,2,6,NA,3,1
1982,1916,66,4,1,1,2,1,4,2,2
1982,1943,39,2,2,2,2,12,2,2,2
1982,1946,36,4,1,2,1,8,6,2,2
1982,1911,71,2,1,1,1,14,NA,3,1
1982,1931,51,2,1,2,2,6,NA,2,2
1982,1912,70,3,1,2,2,12,5,3,2
1982,1928,54,2,1,2,2,14,4,2,2
1982,1911,71,3,2,2,2,17,5,3,1
1982,1959,23,2,1,2,2,12,4,2,3
1982,1930,52,1,2,1,1,11,5,3,1
1982,1910,72,2,1,2,1,11,4,2,1
1982,1945,37,1,1,1,1,13,6,3,1
1982,1931,51,3,2,1,2,10,4,2,2
1982,1949,33,1,2,1,2,12,6,2,2
1982,1949,33,2,2,2,2,12,4,2,1
1982,1938,44,1,1,1,2,7,3,2,3
1982,1938,44,2,1,3,2,13,6,2,3
1982,1915,67,2,1,2,2,11,4,2,2
1982,1920,62,4,1,2,3,12,4,3,3
1982,1951,31,2,1,2,2,14,6,3,1
1982,1962,20,1,2,2,1,12,4,2,3
1982,1921,61,2,1,1,1,13,2,1,2
1982,1949,33,2,1,1,2,15,3,2,2
1982,1913,69,2,2,1,2,11,6,2,2
1982,1922,60,2,1,3,2,12,5,3,2
1982,1895,87,1,1,1,1,8,6,3,1
1982,1959,23,2,2,2,2,12,4,1,3
1982,1957,25,2,2,2,2,12,4,2,2
1982,1899,83,2,2,2,2,6,6,3,1
1982,1917,65,2,1,2,1,8,2,2,3
1982,1934,48,1,1,1,1,12,6,3,1
1982,1951,31,1,1,2,2,13,3,2,1
1982,1904,78,2,1,1,1,14,4,3,2
1982,1921,61,2,2,2,2,8,6,2,1
1982,1947,35,2,2,3,3,12,5,2,3
1982,1962,20,3,2,2,2,9,6,1,3
1982,1921,61,3,1,3,2,8,2,3,2
1982,1943,39,1,1,3,1,12,4,2,3
1982,1932,50,2,2,1,2,9,4,2,2
1982,1942,40,4,1,3,3,5,NA,2,3
1982,1931,51,2,1,1,1,8,4,2,2
1982,1957,25,2,2,2,2,12,NA,2,3
1982,1929,53,3,2,1,1,NA,4,3,1
1982,1926,56,3,2,2,2,8,2,1,3
1982,1931,51,2,1,2,2,7,4,2,2
1982,1920,62,2,1,2,2,9,4,3,2
1982,1926,56,4,1,3,3,6,3,3,2
1982,1904,78,2,2,2,2,9,6,3,2
1982,1942,40,3,1,2,2,12,3,3,2
1982,1957,25,3,2,2,2,12,4,2,3
1982,1915,67,2,2,1,2,11,4,2,1
1982,1962,20,1,2,2,2,12,2,3,3
1982,1909,73,4,1,3,2,5,NA,2,3
1982,1915,67,4,1,3,3,5,4,2,3
1982,1919,63,1,2,1,1,11,5,3,1
1982,1937,45,2,2,2,2,11,5,2,2
1982,1923,59,1,2,1,1,11,5,2,1
1982,1947,35,1,2,1,2,11,4,3,2
1982,1914,68,4,2,3,2,8,NA,3,2
1982,1908,74,4,2,1,2,7,NA,2,3
1982,1927,55,3,2,1,2,6,2,2,2
1982,1913,69,4,1,2,2,2,6,2,1
1982,1920,62,1,2,2,1,17,7,3,2
1982,1941,41,1,2,1,1,16,4,3,2
1982,1959,23,2,1,2,2,15,4,3,2
1982,1909,73,3,2,2,1,18,5,3,1
1982,1955,27,1,2,2,1,17,5,2,2
1982,1944,38,3,2,3,2,16,5,3,1
1982,1963,19,1,2,1,2,12,6,2,2
1982,1956,26,2,2,1,1,16,4,2,2
1982,1903,79,4,2,3,3,8,1,3,1
1982,1926,56,1,2,2,1,12,7,2,2
1982,1943,39,1,1,1,1,12,7,2,2
1982,1909,73,4,2,1,2,6,7,2,2
1982,1952,30,2,2,1,1,10,1,2,3
1982,1930,52,2,2,2,2,12,6,3,1
1982,1946,36,1,2,1,1,7,4,3,1
1982,1959,23,1,2,2,1,12,3,4,2
1982,1942,40,2,2,2,1,12,3,2,1
1982,1919,63,3,2,2,1,7,4,2,1
1982,1913,69,4,2,2,1,7,NA,4,2
1982,1905,77,2,2,1,2,14,5,3,1
1982,1962,20,1,1,1,1,11,6,2,1
1982,1952,30,1,1,1,1,10,4,2,2
1982,1924,58,4,2,1,1,10,7,3,3
1982,1928,54,2,2,1,1,12,6,3,1
1982,1954,28,2,1,2,1,12,7,2,2
1982,1956,26,2,1,2,2,12,4,2,3
1982,1941,41,1,1,1,1,12,4,3,3
1982,1961,21,3,2,2,2,12,6,2,3
1982,1950,32,2,1,2,2,10,3,2,3
1982,1925,57,4,2,2,2,10,7,2,3
1982,1956,26,1,1,2,2,12,4,2,3
1982,1960,22,3,2,3,3,11,4,3,2
1982,1958,24,2,2,1,1,11,NA,2,2
1982,1914,68,1,1,1,1,12,7,2,3
1982,1961,21,2,1,2,2,12,7,2,2
1982,1951,31,1,2,2,2,13,4,2,3
1982,1951,31,2,1,2,2,11,4,2,1
1982,1949,33,1,1,1,1,16,4,3,2
1982,1913,69,2,2,2,1,13,NA,2,2
1982,1958,24,2,2,3,2,13,NA,2,3
1982,1916,66,4,2,3,3,9,7,3,3
1982,1942,40,3,1,3,2,12,3,2,1
1982,1936,46,1,1,3,3,18,3,2,3
1982,1955,27,3,1,3,2,11,5,1,3
1982,1945,37,2,1,1,2,14,3,3,2
1982,1911,71,4,2,1,1,4,3,3,1
1982,1955,27,3,2,2,3,10,3,3,2
1982,1929,53,2,2,2,1,12,2,2,3
1982,1944,38,1,2,2,1,14,1,2,1
1982,1960,22,3,1,2,2,11,3,3,2
1982,1956,26,1,2,2,2,12,4,2,2
1982,1947,35,3,1,2,2,12,5,2,2
1982,1937,45,3,1,2,1,9,6,2,2
1982,1929,53,2,1,2,2,17,4,3,2
1982,1927,55,1,1,2,2,14,3,3,1
1982,1958,24,2,2,2,3,13,4,1,3
1982,1955,27,1,2,2,2,9,2,1,3
1982,1951,31,1,2,2,1,16,3,3,2
1982,1942,40,3,1,3,3,8,4,1,2
1982,1919,63,4,1,2,2,6,4,1,3
1982,1960,22,2,2,2,1,11,5,1,2
1982,1952,30,2,1,2,2,11,2,1,3
1982,1895,87,4,2,3,2,6,2,1,3
1982,1921,61,3,2,2,2,8,7,2,3
1982,1951,31,1,1,2,1,14,3,2,3
1982,1958,24,1,1,2,1,13,4,2,3
1982,1963,19,3,2,3,2,11,4,3,2
1982,1937,45,2,2,2,2,10,4,3,3
1982,1947,35,3,2,2,1,12,1,2,3
1982,1963,19,3,2,3,2,9,4,3,2
1982,1912,70,2,1,NA,2,9,6,2,1
1982,1961,21,3,2,2,2,12,5,3,2
1982,1911,71,2,2,2,1,12,4,3,2
1982,1953,29,2,2,2,2,12,4,2,2
1982,1915,67,3,1,1,1,10,1,3,3
1982,1922,60,4,1,1,3,12,2,1,3
1982,1923,59,3,1,1,1,8,2,3,2
1982,1954,28,1,1,1,1,12,7,2,1
1982,1921,61,3,2,3,3,3,4,2,3
1982,1923,59,4,2,2,1,8,4,3,3
1982,1955,27,2,2,2,1,16,4,2,1
1982,1951,31,2,1,2,2,12,6,2,2
1982,1933,49,2,1,1,2,9,3,2,1
1982,1936,46,2,1,2,3,9,4,2,2
1982,1959,23,2,1,3,2,12,NA,2,3
1982,1932,50,3,2,2,2,10,6,2,3
1982,1914,68,2,2,2,2,17,4,3,1
1982,1933,49,2,1,2,2,13,4,2,2
1982,1955,27,1,1,3,2,12,1,3,3
1982,1954,28,3,1,3,2,9,7,2,2
1982,1946,36,1,2,2,1,15,NA,2,3
1982,1914,68,3,2,2,1,3,NA,1,2
1982,1917,65,2,1,1,1,14,4,2,1
1982,1935,47,3,1,2,2,10,4,2,2
1982,1960,22,3,2,3,2,14,2,2,1
1982,1929,53,3,2,2,1,8,2,1,3
1982,1948,34,3,1,2,2,13,4,2,2
1982,1942,40,2,1,2,1,11,4,2,2
1982,1953,29,1,1,2,2,9,4,2,3
1982,1930,52,2,2,2,3,8,NA,1,3
1982,1945,37,2,2,3,3,14,6,2,2
1982,1942,40,1,1,2,2,16,4,2,2
1982,1926,56,3,1,2,NA,14,4,2,2
1982,1941,41,2,2,2,2,13,2,2,3
1982,1893,89,3,2,2,2,6,NA,2,2
1982,1953,29,2,1,2,2,12,4,2,3
1982,1949,33,3,2,2,2,15,2,2,3
1982,1959,23,1,1,3,1,12,4,2,3
1982,1924,58,2,1,2,2,13,4,2,2
1982,1946,36,1,2,1,1,12,3,2,3
1982,1956,26,3,2,2,2,13,4,2,2
1982,1960,22,1,2,2,3,9,5,3,3
1982,1950,32,2,2,2,2,18,4,2,3
1982,1958,24,1,2,2,2,13,5,3,2
1982,1929,53,2,2,1,2,14,7,3,1
1982,1933,49,3,2,3,1,9,1,4,1
1982,1915,67,3,1,2,2,12,6,3,1
1982,1959,23,3,2,3,2,12,4,1,2
1982,1918,64,3,1,1,2,6,6,2,1
1982,1958,24,2,2,2,1,14,3,2,2
1982,1909,73,4,2,2,2,8,NA,3,2
1982,1957,25,2,2,1,1,13,4,3,2
1982,1896,86,3,2,2,2,7,3,3,1
1982,1932,50,1,2,1,1,16,2,2,2
1982,1910,72,3,2,2,2,13,5,3,2
1982,1944,38,3,2,3,1,12,3,2,2
1982,1958,24,2,2,3,1,12,2,2,2
1982,1941,41,2,1,2,2,14,4,2,3
1982,1954,28,1,2,3,3,13,4,2,3
1982,1906,76,4,1,1,2,8,3,2,2
1982,1958,24,2,2,2,3,8,4,2,3
1982,1956,26,2,1,2,2,13,4,2,3
1982,1954,28,2,2,2,2,14,3,2,2
1982,1941,41,1,1,3,2,18,3,3,3
1982,1945,37,1,1,2,1,14,4,2,3
1982,1952,30,2,1,2,2,19,2,3,1
1982,1925,57,4,1,2,2,12,1,2,3
1982,1951,31,1,1,2,1,12,2,2,2
1982,1959,23,1,2,1,1,12,2,2,2
1982,1956,26,2,1,2,2,12,4,2,3
1982,1943,39,3,2,3,1,14,4,2,3
1982,1936,46,2,1,1,1,8,4,2,1
1982,1924,58,3,2,2,2,6,5,2,2
1982,1955,27,2,1,2,1,12,4,2,1
1982,1921,61,2,2,1,1,14,2,2,2
1982,1941,41,3,2,3,3,10,7,2,1
1982,1905,77,3,2,2,1,7,6,1,3
1982,1928,54,3,2,3,3,9,2,2,3
1982,1949,33,4,2,3,3,11,NA,1,3
1982,1938,44,1,2,2,3,7,NA,3,3
1982,1908,74,3,1,3,3,8,6,1,1
1982,1938,44,1,1,1,3,9,NA,4,1
1982,1916,66,1,1,1,2,6,2,3,1
1982,1953,29,1,2,1,1,10,NA,4,2
1982,1923,59,2,2,1,1,6,NA,2,3
1982,1921,61,2,2,2,2,6,2,2,1
1982,1957,25,1,2,2,1,9,4,1,3
1982,1956,26,2,2,1,2,12,3,2,1
1982,1929,53,1,1,1,1,9,3,1,2
1982,1936,46,2,2,2,1,11,4,2,3
1982,1951,31,2,1,2,1,11,2,2,2
1982,1954,28,2,2,3,2,12,7,3,3
1982,1927,55,4,1,3,3,6,7,2,3
1982,1902,80,4,2,2,2,4,6,2,1
1982,1956,26,1,1,3,1,12,1,2,3
1982,1944,38,3,1,2,2,8,4,2,2
1982,1914,68,2,1,1,2,5,2,1,1
1982,1898,84,4,2,1,1,9,2,4,1
1982,1961,21,2,2,3,2,12,3,3,2
1982,1893,89,3,2,1,1,10,NA,2,3
