S003,COUNTRY_ALPHA,COW_NUM,COW_ALPHA,S012,S001,S022,S023,X003,X001,X002,S020,A009,A008,year,year2,country_code,age,sex,cohort,health,happy
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,3,2,2006,2006,840,53,1,1953,3,3
840,USA,2,USA,-4,2,200609,200609,61,2,1945,2006,2,2,2006,2006,840,61,2,1945,4,3
840,USA,2,USA,-4,2,200609,200609,69,1,1937,2006,2,1,2006,2006,840,69,1,1937,4,4
840,USA,2,USA,-4,2,200609,200609,77,2,1929,2006,2,1,2006,2006,840,77,2,1929,4,4
840,USA,2,USA,-4,2,200609,200609,18,1,1988,2006,2,2,2006,2006,840,18,1,1988,4,3
840,USA,2,USA,-4,2,200609,200609,69,1,1937,2006,3,2,2006,2006,840,69,1,1937,3,3
840,USA,2,USA,-4,2,200609,200609,42,1,1964,2006,2,2,2006,2006,840,42,1,1964,4,3
840,USA,2,USA,-4,2,200609,200609,61,1,1945,2006,2,1,2006,2006,840,61,1,1945,4,4
840,USA,2,USA,-4,2,200609,200609,63,2,1943,2006,1,1,2006,2006,840,63,2,1943,5,4
840,USA,2,USA,-4,2,200609,200609,54,1,1952,2006,1,2,2006,2006,840,54,1,1952,5,3
840,USA,2,USA,-4,2,200609,200609,74,1,1932,2006,2,1,2006,2006,840,74,1,1932,4,4
840,USA,2,USA,-4,2,200609,200609,83,1,1923,2006,3,1,2006,2006,840,83,1,1923,3,4
840,USA,2,USA,-4,2,200609,200609,69,2,1937,2006,2,1,2006,2006,840,69,2,1937,4,4
840,USA,2,USA,-4,2,200609,200609,50,1,1956,2006,2,1,2006,2006,840,50,1,1956,4,4
840,USA,2,USA,-4,2,200609,200609,73,1,1933,2006,2,1,2006,2006,840,73,1,1933,4,4
840,USA,2,USA,-4,2,200609,200609,76,1,1930,2006,3,2,2006,2006,840,76,1,1930,3,3
840,USA,2,USA,-4,2,200609,200609,38,1,1968,2006,1,1,2006,2006,840,38,1,1968,5,4
840,USA,2,USA,-4,2,200609,200609,44,2,1962,2006,2,2,2006,2006,840,44,2,1962,4,3
840,USA,2,USA,-4,2,200609,200609,49,1,1957,2006,2,1,2006,2006,840,49,1,1957,4,4
840,USA,2,USA,-4,2,200609,200609,41,2,1965,2006,2,2,2006,2006,840,41,2,1965,4,3
840,USA,2,USA,-4,2,200609,200609,43,1,1963,2006,2,2,2006,2006,840,43,1,1963,4,3
840,USA,2,USA,-4,2,200609,200609,84,1,1922,2006,2,1,2006,2006,840,84,1,1922,4,4
840,USA,2,USA,-4,2,200609,200609,67,2,1939,2006,2,2,2006,2006,840,67,2,1939,4,3
840,USA,2,USA,-4,2,200609,200609,55,2,1951,2006,2,1,2006,2006,840,55,2,1951,4,4
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,3,2,2006,2006,840,53,1,1953,3,3
840,USA,2,USA,-4,2,200609,200609,44,2,1962,2006,2,1,2006,2006,840,44,2,1962,4,4
840,USA,2,USA,-4,2,200609,200609,61,1,1945,2006,2,1,2006,2006,840,61,1,1945,4,4
840,USA,2,USA,-4,2,200609,200609,51,2,1955,2006,2,2,2006,2006,840,51,2,1955,4,3
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,1,1,2006,2006,840,53,1,1953,5,4
840,USA,2,USA,-4,2,200609,200609,74,1,1932,2006,4,3,2006,2006,840,74,1,1932,2,2
840,USA,2,USA,-4,2,200609,200609,90,1,1916,2006,2,1,2006,2006,840,90,1,1916,4,4
840,USA,2,USA,-4,2,200609,200609,57,1,1949,2006,3,2,2006,2006,840,57,1,1949,3,3
840,USA,2,USA,-4,2,200609,200609,68,1,1938,2006,2,2,2006,2006,840,68,1,1938,4,3
840,USA,2,USA,-4,2,200609,200609,86,2,1920,2006,3,2,2006,2006,840,86,2,1920,3,3
840,USA,2,USA,-4,2,200609,200609,56,1,1950,2006,2,1,2006,2006,840,56,1,1950,4,4
840,USA,2,USA,-4,2,200609,200609,65,1,1941,2006,4,2,2006,2006,840,65,1,1941,2,3
840,USA,2,USA,-4,2,200609,200609,74,2,1932,2006,2,1,2006,2006,840,74,2,1932,4,4
840,USA,2,USA,-4,2,200609,200609,38,2,1968,2006,1,2,2006,2006,840,38,2,1968,5,3
840,USA,2,USA,-4,2,200609,200609,61,2,1945,2006,2,2,2006,2006,840,61,2,1945,4,3
840,USA,2,USA,-4,2,200609,200609,51,1,1955,2006,2,1,2006,2006,840,51,1,1955,4,4
840,USA,2,USA,-4,2,200609,200609,63,1,1943,2006,2,2,2006,2006,840,63,1,1943,4,3
840,USA,2,USA,-4,2,200609,200609,77,1,1929,2006,1,1,2006,2006,840,77,1,1929,5,4
840,USA,2,USA,-4,2,200609,200609,34,1,1972,2006,1,2,2006,2006,840,34,1,1972,5,3
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,3,3,2006,2006,840,53,1,1953,3,2
840,USA,2,USA,-4,2,200609,200609,61,1,1945,2006,2,1,2006,2006,840,61,1,1945,4,4
840,USA,2,USA,-4,2,200609,200609,72,2,1934,2006,1,1,2006,2006,840,72,2,1934,5,4
840,USA,2,USA,-4,2,200609,200609,83,2,1923,2006,2,1,2006,2006,840,83,2,1923,4,4
840,USA,2,USA,-4,2,200609,200609,86,2,1920,2006,2,2,2006,2006,840,86,2,1920,4,3
840,USA,2,USA,-4,2,200609,200609,63,2,1943,2006,2,1,2006,2006,840,63,2,1943,4,4
840,USA,2,USA,-4,2,200609,200609,80,1,1926,2006,2,2,2006,2006,840,80,1,1926,4,3
840,USA,2,USA,-4,2,200609,200609,60,1,1946,2006,1,1,2006,2006,840,60,1,1946,5,4
840,USA,2,USA,-4,2,200609,200609,64,2,1942,2006,2,2,2006,2006,840,64,2,1942,4,3
840,USA,2,USA,-4,2,200609,200609,71,1,1935,2006,3,2,2006,2006,840,71,1,1935,3,3
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,2,2,2006,2006,840,53,1,1953,4,3
840,USA,2,USA,-4,2,200609,200609,82,1,1924,2006,2,1,2006,2006,840,82,1,1924,4,4
840,USA,2,USA,-4,2,200609,200609,72,1,1934,2006,3,2,2006,2006,840,72,1,1934,3,3
840,USA,2,USA,-4,2,200609,200609,57,1,1949,2006,1,2,2006,2006,840,57,1,1949,5,3
840,USA,2,USA,-4,2,200609,200609,77,1,1929,2006,3,1,2006,2006,840,77,1,1929,3,4
840,USA,2,USA,-4,2,200609,200609,69,1,1937,2006,1,1,2006,2006,840,69,1,1937,5,4
840,USA,2,USA,-4,2,200609,200609,56,1,1950,2006,2,2,2006,2006,840,56,1,1950,4,3
840,USA,2,USA,-4,2,200609,200609,48,1,1958,2006,2,1,2006,2006,840,48,1,1958,4,4
840,USA,2,USA,-4,2,200609,200609,67,2,1939,2006,2,1,2006,2006,840,67,2,1939,4,4
840,USA,2,USA,-4,2,200609,200609,76,1,1930,2006,2,1,2006,2006,840,76,1,1930,4,4
840,USA,2,USA,-4,2,200609,200609,69,1,1937,2006,4,2,2006,2006,840,69,1,1937,2,3
840,USA,2,USA,-4,2,200609,200609,55,2,1951,2006,3,4,2006,2006,840,55,2,1951,3,1
840,USA,2,USA,-4,2,200609,200609,66,1,1940,2006,4,2,2006,2006,840,66,1,1940,2,3
840,USA,2,USA,-4,2,200609,200609,71,1,1935,2006,1,1,2006,2006,840,71,1,1935,5,4
840,USA,2,USA,-4,2,200609,200609,73,1,1933,2006,2,1,2006,2006,840,73,1,1933,4,4
840,USA,2,USA,-4,2,200609,200609,55,1,1951,2006,2,1,2006,2006,840,55,1,1951,4,4
840,USA,2,USA,-4,2,200609,200609,56,1,1950,2006,2,1,2006,2006,840,56,1,1950,4,4
840,USA,2,USA,-4,2,200609,200609,91,1,1915,2006,2,2,2006,2006,840,91,1,1915,4,3
840,USA,2,USA,-4,2,200609,200609,87,1,1919,2006,2,1,2006,2006,840,87,1,1919,4,4
840,USA,2,USA,-4,2,200609,200609,69,2,1937,2006,1,1,2006,2006,840,69,2,1937,5,4
840,USA,2,USA,-4,2,200609,200609,51,2,1955,2006,1,2,2006,2006,840,51,2,1955,5,3
840,USA,2,USA,-4,2,200609,200609,78,1,1928,2006,2,1,2006,2006,840,78,1,1928,4,4
840,USA,2,USA,-4,2,200609,200609,87,2,1919,2006,3,2,2006,2006,840,87,2,1919,3,3
840,USA,2,USA,-4,2,200609,200609,74,1,1932,2006,1,1,2006,2006,840,74,1,1932,5,4
840,USA,2,USA,-4,2,200609,200609,61,2,1945,2006,2,1,2006,2006,840,61,2,1945,4,4
840,USA,2,USA,-4,2,200609,200609,28,1,1978,2006,3,3,2006,2006,840,28,1,1978,3,2
840,USA,2,USA,-4,2,200609,200609,62,1,1944,2006,4,1,2006,2006,840,62,1,1944,2,4
840,USA,2,USA,-4,2,200609,200609,52,2,1954,2006,3,1,2006,2006,840,52,2,1954,3,4
840,USA,2,USA,-4,2,200609,200609,73,2,1933,2006,3,2,2006,2006,840,73,2,1933,3,3
840,USA,2,USA,-4,2,200609,200609,44,1,1962,2006,1,1,2006,2006,840,44,1,1962,5,4
840,USA,2,USA,-4,2,200609,200609,61,1,1945,2006,2,1,2006,2006,840,61,1,1945,4,4
840,USA,2,USA,-4,2,200609,200609,45,1,1961,2006,3,2,2006,2006,840,45,1,1961,3,3
840,USA,2,USA,-4,2,200609,200609,81,1,1925,2006,2,3,2006,2006,840,81,1,1925,4,2
840,USA,2,USA,-4,2,200609,200609,68,1,1938,2006,1,2,2006,2006,840,68,1,1938,5,3
840,USA,2,USA,-4,2,200609,200609,42,2,1964,2006,3,3,2006,2006,840,42,2,1964,3,2
840,USA,2,USA,-4,2,200609,200609,34,2,1972,2006,2,1,2006,2006,840,34,2,1972,4,4
840,USA,2,USA,-4,2,200609,200609,47,1,1959,2006,2,2,2006,2006,840,47,1,1959,4,3
840,USA,2,USA,-4,2,200609,200609,50,2,1956,2006,3,3,2006,2006,840,50,2,1956,3,2
840,USA,2,USA,-4,2,200609,200609,49,2,1957,2006,2,2,2006,2006,840,49,2,1957,4,3
840,USA,2,USA,-4,2,200609,200609,75,1,1931,2006,1,2,2006,2006,840,75,1,1931,5,3
840,USA,2,USA,-4,2,200609,200609,71,1,1935,2006,2,2,2006,2006,840,71,1,1935,4,3
840,USA,2,USA,-4,2,200609,200609,64,2,1942,2006,2,1,2006,2006,840,64,2,1942,4,4
840,USA,2,USA,-4,2,200609,200609,76,1,1930,2006,2,1,2006,2006,840,76,1,1930,4,4
840,USA,2,USA,-4,2,200609,200609,52,2,1954,2006,2,2,2006,2006,840,52,2,1954,4,3
840,USA,2,USA,-4,2,200609,200609,60,1,1946,2006,1,2,2006,2006,840,60,1,1946,5,3
840,USA,2,USA,-4,2,200609,200609,21,2,1985,2006,1,2,2006,2006,840,21,2,1985,5,3
840,USA,2,USA,-4,2,200609,200609,60,2,1946,2006,3,2,2006,2006,840,60,2,1946,3,3
840,USA,2,USA,-4,2,200609,200609,69,2,1937,2006,4,1,2006,2006,840,69,2,1937,2,4
840,USA,2,USA,-4,2,200609,200609,37,1,1969,2006,1,1,2006,2006,840,37,1,1969,5,4
840,USA,2,USA,-4,2,200609,200609,78,2,1928,2006,1,2,2006,2006,840,78,2,1928,5,3
840,USA,2,USA,-4,2,200609,200609,63,2,1943,2006,1,1,2006,2006,840,63,2,1943,5,4
840,USA,2,USA,-4,2,200609,200609,75,2,1931,2006,1,1,2006,2006,840,75,2,1931,5,4
840,USA,2,USA,-4,2,200609,200609,77,2,1929,2006,1,1,2006,2006,840,77,2,1929,5,4
840,USA,2,USA,-4,2,200609,200609,72,1,1934,2006,4,2,2006,2006,840,72,1,1934,2,3
840,USA,2,USA,-4,2,200609,200609,65,1,1941,2006,3,3,2006,2006,840,65,1,1941,3,2
840,USA,2,USA,-4,2,200609,200609,87,2,1919,2006,2,2,2006,2006,840,87,2,1919,4,3
840,USA,2,USA,-4,2,200609,200609,70,1,1936,2006,2,2,2006,2006,840,70,1,1936,4,3
840,USA,2,USA,-4,2,200609,200609,65,2,1941,2006,2,2,2006,2006,840,65,2,1941,4,3
840,USA,2,USA,-4,2,200609,200609,64,2,1942,2006,1,1,2006,2006,840,64,2,1942,5,4
840,USA,2,USA,-4,2,200609,200609,85,2,1921,2006,3,2,2006,2006,840,85,2,1921,3,3
840,USA,2,USA,-4,2,200609,200609,56,2,1950,2006,4,3,2006,2006,840,56,2,1950,2,2
840,USA,2,USA,-4,2,200609,200609,51,2,1955,2006,4,2,2006,2006,840,51,2,1955,2,3
840,USA,2,USA,-4,2,200609,200609,67,1,1939,2006,2,3,2006,2006,840,67,1,1939,4,2
840,USA,2,USA,-4,2,200609,200609,77,2,1929,2006,2,2,2006,2006,840,77,2,1929,4,3
840,USA,2,USA,-4,2,200609,200609,54,1,1952,2006,2,1,2006,2006,840,54,1,1952,4,4
840,USA,2,USA,-4,2,200609,200609,84,2,1922,2006,2,2,2006,2006,840,84,2,1922,4,3
840,USA,2,USA,-4,2,200609,200609,63,1,1943,2006,2,1,2006,2006,840,63,1,1943,4,4
840,USA,2,USA,-4,2,200609,200609,77,1,1929,2006,3,2,2006,2006,840,77,1,1929,3,3
840,USA,2,USA,-4,2,200609,200609,55,1,1951,2006,1,1,2006,2006,840,55,1,1951,5,4
840,USA,2,USA,-4,2,200609,200609,65,1,1941,2006,2,1,2006,2006,840,65,1,1941,4,4
840,USA,2,USA,-4,2,200609,200609,36,1,1970,2006,2,2,2006,2006,840,36,1,1970,4,3
840,USA,2,USA,-4,2,200609,200609,47,1,1959,2006,1,2,2006,2006,840,47,1,1959,5,3
840,USA,2,USA,-4,2,200609,200609,43,2,1963,2006,2,1,2006,2006,840,43,2,1963,4,4
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,2,2,2006,2006,840,53,1,1953,4,3
840,USA,2,USA,-4,2,200609,200609,63,1,1943,2006,2,2,2006,2006,840,63,1,1943,4,3
840,USA,2,USA,-4,2,200609,200609,28,2,1978,2006,2,2,2006,2006,840,28,2,1978,4,3
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,2,2,2006,2006,840,53,1,1953,4,3
840,USA,2,USA,-4,2,200609,200609,36,1,1970,2006,2,2,2006,2006,840,36,1,1970,4,3
840,USA,2,USA,-4,2,200609,200609,45,1,1961,2006,3,3,2006,2006,840,45,1,1961,3,2
840,USA,2,USA,-4,2,200609,200609,55,2,1951,2006,3,3,2006,2006,840,55,2,1951,3,2
840,USA,2,USA,-4,2,200609,200609,79,1,1927,2006,2,2,2006,2006,840,79,1,1927,4,3
840,USA,2,USA,-4,2,200609,200609,82,2,1924,2006,2,1,2006,2006,840,82,2,1924,4,4
840,USA,2,USA,-4,2,200609,200609,41,2,1965,2006,2,2,2006,2006,840,41,2,1965,4,3
840,USA,2,USA,-4,2,200609,200609,69,2,1937,2006,2,1,2006,2006,840,69,2,1937,4,4
840,USA,2,USA,-4,2,200609,200609,60,1,1946,2006,2,2,2006,2006,840,60,1,1946,4,3
840,USA,2,USA,-4,2,200609,200609,58,1,1948,2006,2,2,2006,2006,840,58,1,1948,4,3
840,USA,2,USA,-4,2,200609,200609,71,2,1935,2006,3,2,2006,2006,840,71,2,1935,3,3
840,USA,2,USA,-4,2,200609,200609,57,2,1949,2006,2,2,2006,2006,840,57,2,1949,4,3
840,USA,2,USA,-4,2,200609,200609,45,1,1961,2006,1,2,2006,2006,840,45,1,1961,5,3
840,USA,2,USA,-4,2,200609,200609,72,1,1934,2006,2,2,2006,2006,840,72,1,1934,4,3
840,USA,2,USA,-4,2,200609,200609,71,1,1935,2006,1,1,2006,2006,840,71,1,1935,5,4
840,USA,2,USA,-4,2,200609,200609,45,1,1961,2006,3,3,2006,2006,840,45,1,1961,3,2
840,USA,2,USA,-4,2,200609,200609,51,1,1955,2006,3,2,2006,2006,840,51,1,1955,3,3
840,USA,2,USA,-4,2,200609,200609,42,2,1964,2006,1,1,2006,2006,840,42,2,1964,5,4
840,USA,2,USA,-4,2,200609,200609,54,1,1952,2006,2,2,2006,2006,840,54,1,1952,4,3
840,USA,2,USA,-4,2,200609,200609,65,1,1941,2006,2,2,2006,2006,840,65,1,1941,4,3
840,USA,2,USA,-4,2,200609,200609,54,2,1952,2006,1,2,2006,2006,840,54,2,1952,5,3
840,USA,2,USA,-4,2,200609,200609,64,1,1942,2006,3,2,2006,2006,840,64,1,1942,3,3
840,USA,2,USA,-4,2,200609,200609,64,2,1942,2006,4,2,2006,2006,840,64,2,1942,2,3
840,USA,2,USA,-4,2,200609,200609,79,1,1927,2006,3,2,2006,2006,840,79,1,1927,3,3
840,USA,2,USA,-4,2,200609,200609,75,1,1931,2006,1,2,2006,2006,840,75,1,1931,5,3
840,USA,2,USA,-4,2,200609,200609,64,1,1942,2006,3,2,2006,2006,840,64,1,1942,3,3
840,USA,2,USA,-4,2,200609,200609,69,1,1937,2006,3,2,2006,2006,840,69,1,1937,3,3
840,USA,2,USA,-4,2,200609,200609,40,1,1966,2006,3,3,2006,2006,840,40,1,1966,3,2
840,USA,2,USA,-4,2,200609,200609,25,1,1981,2006,2,1,2006,2006,840,25,1,1981,4,4
840,USA,2,USA,-4,2,200609,200609,87,1,1919,2006,2,2,2006,2006,840,87,1,1919,4,3
840,USA,2,USA,-4,2,200609,200609,54,1,1952,2006,2,1,2006,2006,840,54,1,1952,4,4
840,USA,2,USA,-4,2,200609,200609,50,1,1956,2006,2,2,2006,2006,840,50,1,1956,4,3
840,USA,2,USA,-4,2,200609,200609,41,2,1965,2006,2,2,2006,2006,840,41,2,1965,4,3
840,USA,2,USA,-4,2,200609,200609,53,2,1953,2006,3,3,2006,2006,840,53,2,1953,3,2
840,USA,2,USA,-4,2,200609,200609,63,1,1943,2006,3,2,2006,2006,840,63,1,1943,3,3
840,USA,2,USA,-4,2,200609,200609,63,2,1943,2006,2,2,2006,2006,840,63,2,1943,4,3
840,USA,2,USA,-4,2,200609,200609,72,1,1934,2006,1,1,2006,2006,840,72,1,1934,5,4
840,USA,2,USA,-4,2,200609,200609,71,1,1935,2006,1,1,2006,2006,840,71,1,1935,5,4
840,USA,2,USA,-4,2,200609,200609,84,1,1922,2006,1,1,2006,2006,840,84,1,1922,5,4
840,USA,2,USA,-4,2,200609,200609,83,1,1923,2006,2,2,2006,2006,840,83,1,1923,4,3
840,USA,2,USA,-4,2,200609,200609,72,2,1934,2006,2,1,2006,2006,840,72,2,1934,4,4
840,USA,2,USA,-4,2,200609,200609,42,1,1964,2006,2,2,2006,2006,840,42,1,1964,4,3
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,1,3,2006,2006,840,53,1,1953,5,2
840,USA,2,USA,-4,2,200609,200609,79,1,1927,2006,3,1,2006,2006,840,79,1,1927,3,4
840,USA,2,USA,-4,2,200609,200609,66,2,1940,2006,3,2,2006,2006,840,66,2,1940,3,3
840,USA,2,USA,-4,2,200609,200609,57,1,1949,2006,2,2,2006,2006,840,57,1,1949,4,3
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,3,1,2006,2006,840,53,1,1953,3,4
840,USA,2,USA,-4,2,200609,200609,76,1,1930,2006,4,2,2006,2006,840,76,1,1930,2,3
840,USA,2,USA,-4,2,200609,200609,72,2,1934,2006,2,2,2006,2006,840,72,2,1934,4,3
840,USA,2,USA,-4,2,200609,200609,85,2,1921,2006,2,1,2006,2006,840,85,2,1921,4,4
840,USA,2,USA,-4,2,200609,200609,50,1,1956,2006,3,2,2006,2006,840,50,1,1956,3,3
840,USA,2,USA,-4,2,200609,200609,43,1,1963,2006,1,2,2006,2006,840,43,1,1963,5,3
840,USA,2,USA,-4,2,200609,200609,33,2,1973,2006,2,2,2006,2006,840,33,2,1973,4,3
840,USA,2,USA,-4,2,200609,200609,57,2,1949,2006,1,2,2006,2006,840,57,2,1949,5,3
840,USA,2,USA,-4,2,200609,200609,65,1,1941,2006,2,2,2006,2006,840,65,1,1941,4,3
840,USA,2,USA,-4,2,200609,200609,29,2,1977,2006,2,1,2006,2006,840,29,2,1977,4,4
840,USA,2,USA,-4,2,200609,200609,49,1,1957,2006,2,2,2006,2006,840,49,1,1957,4,3
840,USA,2,USA,-4,2,200609,200609,53,2,1953,2006,2,1,2006,2006,840,53,2,1953,4,4
840,USA,2,USA,-4,2,200609,200609,63,2,1943,2006,1,1,2006,2006,840,63,2,1943,5,4
840,USA,2,USA,-4,2,200609,200609,35,2,1971,2006,2,2,2006,2006,840,35,2,1971,4,3
840,USA,2,USA,-4,2,200609,200609,48,1,1958,2006,2,3,2006,2006,840,48,1,1958,4,2
840,USA,2,USA,-4,2,200609,200609,73,2,1933,2006,3,2,2006,2006,840,73,2,1933,3,3
840,USA,2,USA,-4,2,200609,200609,70,1,1936,2006,2,2,2006,2006,840,70,1,1936,4,3
840,USA,2,USA,-4,2,200609,200609,50,1,1956,2006,1,1,2006,2006,840,50,1,1956,5,4
840,USA,2,USA,-4,2,200609,200609,75,1,1931,2006,2,2,2006,2006,840,75,1,1931,4,3
840,USA,2,USA,-4,2,200609,200609,86,2,1920,2006,3,1,2006,2006,840,86,2,1920,3,4
840,USA,2,USA,-4,2,200609,200609,69,2,1937,2006,2,1,2006,2006,840,69,2,1937,4,4
840,USA,2,USA,-4,2,200609,200609,61,2,1945,2006,2,2,2006,2006,840,61,2,1945,4,3
840,USA,2,USA,-4,2,200609,200609,57,1,1949,2006,2,2,2006,2006,840,57,1,1949,4,3
840,USA,2,USA,-4,2,200609,200609,78,1,1928,2006,2,2,2006,2006,840,78,1,1928,4,3
840,USA,2,USA,-4,2,200609,200609,39,1,1967,2006,1,2,2006,2006,840,39,1,1967,5,3
840,USA,2,USA,-4,2,200609,200609,73,1,1933,2006,1,1,2006,2006,840,73,1,1933,5,4
840,USA,2,USA,-4,2,200609,200609,78,1,1928,2006,3,2,2006,2006,840,78,1,1928,3,3
840,USA,2,USA,-4,2,200609,200609,73,2,1933,2006,2,2,2006,2006,840,73,2,1933,4,3
840,USA,2,USA,-4,2,200609,200609,32,1,1974,2006,2,1,2006,2006,840,32,1,1974,4,4
840,USA,2,USA,-4,2,200609,200609,52,1,1954,2006,3,2,2006,2006,840,52,1,1954,3,3
840,USA,2,USA,-4,2,200609,200609,61,2,1945,2006,1,1,2006,2006,840,61,2,1945,5,4
840,USA,2,USA,-4,2,200609,200609,33,1,1973,2006,2,2,2006,2006,840,33,1,1973,4,3
840,USA,2,USA,-4,2,200609,200609,84,1,1922,2006,2,2,2006,2006,840,84,1,1922,4,3
840,USA,2,USA,-4,2,200609,200609,60,2,1946,2006,3,3,2006,2006,840,60,2,1946,3,2
840,USA,2,USA,-4,2,200609,200609,35,2,1971,2006,2,2,2006,2006,840,35,2,1971,4,3
840,USA,2,USA,-4,2,200609,200609,68,1,1938,2006,1,1,2006,2006,840,68,1,1938,5,4
840,USA,2,USA,-4,2,200609,200609,25,1,1981,2006,2,2,2006,2006,840,25,1,1981,4,3
840,USA,2,USA,-4,2,200609,200609,62,1,1944,2006,2,2,2006,2006,840,62,1,1944,4,3
840,USA,2,USA,-4,2,200609,200609,65,2,1941,2006,2,2,2006,2006,840,65,2,1941,4,3
840,USA,2,USA,-4,2,200609,200609,42,1,1964,2006,2,1,2006,2006,840,42,1,1964,4,4
840,USA,2,USA,-4,2,200609,200609,75,1,1931,2006,1,1,2006,2006,840,75,1,1931,5,4
840,USA,2,USA,-4,2,200609,200609,50,1,1956,2006,3,1,2006,2006,840,50,1,1956,3,4
840,USA,2,USA,-4,2,200609,200609,71,2,1935,2006,2,2,2006,2006,840,71,2,1935,4,3
840,USA,2,USA,-4,2,200609,200609,59,1,1947,2006,4,2,2006,2006,840,59,1,1947,2,3
840,USA,2,USA,-4,2,200609,200609,33,1,1973,2006,2,1,2006,2006,840,33,1,1973,4,4
840,USA,2,USA,-4,2,200609,200609,38,1,1968,2006,1,1,2006,2006,840,38,1,1968,5,4
840,USA,2,USA,-4,2,200609,200609,50,1,1956,2006,4,3,2006,2006,840,50,1,1956,2,2
840,USA,2,USA,-4,2,200609,200609,65,1,1941,2006,1,1,2006,2006,840,65,1,1941,5,4
840,USA,2,USA,-4,2,200609,200609,62,1,1944,2006,2,2,2006,2006,840,62,1,1944,4,3
840,USA,2,USA,-4,2,200609,200609,70,1,1936,2006,2,2,2006,2006,840,70,1,1936,4,3
840,USA,2,USA,-4,2,200609,200609,61,2,1945,2006,2,2,2006,2006,840,61,2,1945,4,3
840,USA,2,USA,-4,2,200609,200609,42,1,1964,2006,2,2,2006,2006,840,42,1,1964,4,3
840,USA,2,USA,-4,2,200609,200609,72,2,1934,2006,2,1,2006,2006,840,72,2,1934,4,4
840,USA,2,USA,-4,2,200609,200609,52,1,1954,2006,2,2,2006,2006,840,52,1,1954,4,3
840,USA,2,USA,-4,2,200609,200609,53,1,1953,2006,3,3,2006,2006,840,53,1,1953,3,2
840,USA,2,USA,-4,2,200609,200609,29,2,1977,2006,1,2,2006,2006,840,29,2,1977,5,3
840,USA,2,USA,-4,2,200609,200609,38,1,1968,2006,1,1,2006,2006,840,38,1,1968,5,4
840,USA,2,USA,-4,2,200609,200609,48,1,1958,2006,2,1,2006,2006,840,48,1,1958,4,4
840,USA,2,USA,-4,2,200609,200609,47,2,1959,2006,2,2,2006,2006,840,47,2,1959,4,3
840,USA,2,USA,-4,2,200609,200609,54,1,1952,2006,4,2,2006,2006,840,54,1,1952,2,3
840,USA,2,USA,-4,2,200609,200609,61,1,1945,2006,4,2,2006,2006,840,61,1,1945,2,3
840,USA,2,USA,-4,2,200609,200609,32,2,1974,2006,2,1,2006,2006,840,32,2,1974,4,4
840,USA,2,USA,-4,2,200609,200609,58,1,1948,2006,1,1,2006,2006,840,58,1,1948,5,4
840,USA,2,USA,-4,2,200609,200609,36,1,1970,2006,1,2,2006,2006,840,36,1,1970,5,3
840,USA,2,USA,-4,2,200609,200609,44,2,1962,2006,2,2,2006,2006,840,44,2,1962,4,3
840,USA,2,USA,-4,2,200609,200609,70,1,1936,2006,2,2,2006,2006,840,70,1,1936,4,3
840,USA,2,USA,-4,2,200609,200609,56,1,1950,2006,2,1,2006,2006,840,56,1,1950,4,4
840,USA,2,USA,-4,2,200609,200609,77,2,1929,2006,3,1,2006,2006,840,77,2,1929,3,4
840,USA,2,USA,-4,2,200609,200609,71,2,1935,2006,2,2,2006,2006,840,71,2,1935,4,3
840,USA,2,USA,-4,2,200609,200609,36,2,1970,2006,3,2,2006,2006,840,36,2,1970,3,3
840,USA,2,USA,-4,2,200609,200609,49,1,1957,2006,2,2,2006,2006,840,49,1,1957,4,3
840,USA,2,USA,-4,2,200609,200609,56,1,1950,2006,2,1,2006,2006,840,56,1,1950,4,4
840,USA,2,USA,-4,2,200609,200609,41,2,1965,2006,1,2,2006,2006,840,41,2,1965,5,3
840,USA,2,USA,-4,2,200609,200609,29,2,1977,2006,2,2,2006,2006,840,29,2,1977,4,3
840,USA,2,USA,-4,2,200609,200609,62,2,1944,2006,1,2,2006,2006,840,62,2,1944,5,3
840,USA,2,USA,-4,2,200609,200609,80,1,1926,2006,2,1,2006,2006,840,80,1,1926,4,4
840,USA,2,USA,-4,2,200609,200609,82,2,1924,2006,2,2,2006,2006,840,82,2,1924,4,3
840,USA,2,USA,-4,2,200609,200609,76,1,1930,2006,2,2,2006,2006,840,76,1,1930,4,3
840,USA,2,USA,-4,2,200609,200609,65,1,1941,2006,2,1,2006,2006,840,65,1,1941,4,4
840,USA,2,USA,-4,2,200609,200609,53,2,1953,2006,3,2,2006,2006,840,53,2,1953,3,3
840,USA,2,USA,-4,2,200609,200609,59,2,1947,2006,2,2,2006,2006,840,59,2,1947,4,3
840,USA,2,USA,-4,2,200609,200609,49,1,1957,2006,2,3,2006,2006,840,49,1,1957,4,2
