S003,COUNTRY_ALPHA,COW_NUM,COW_ALPHA,S012,S001,S022,S023,X003,X001,X002,S020,A009,A008,year,year2,country_code,age,sex,cohort,health,happy
840,USA,2,USA,20110611,2,201106,201107,22,2,1989,2011,1,1,2011,2011,840,22,2,1989,5,4
840,USA,2,USA,20110611,2,201106,201107,75,2,1936,2011,1,1,2011,2011,840,75,2,1936,5,4
840,USA,2,USA,20110611,2,201106,201107,26,2,1985,2011,2,2,2011,2011,840,26,2,1985,4,3
840,USA,2,USA,20110611,2,201106,201107,53,1,1958,2011,1,1,2011,2011,840,53,1,1958,5,4
840,USA,2,USA,20110611,2,201106,201107,70,2,1941,2011,2,2,2011,2011,840,70,2,1941,4,3
840,USA,2,USA,20110611,2,201106,201107,72,2,1939,2011,2,2,2011,2011,840,72,2,1939,4,3
840,USA,2,USA,20110611,2,201106,201107,29,2,1982,2011,1,1,2011,2011,840,29,2,1982,5,4
840,USA,2,USA,20110611,2,201106,201107,49,1,1962,2011,2,2,2011,2011,840,49,1,1962,4,3
840,USA,2,USA,20110611,2,201106,201107,75,1,1936,2011,2,2,2011,2011,840,75,1,1936,4,3
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,2,2,2011,2011,840,64,2,1947,4,3
840,USA,2,USA,20110611,2,201106,201107,45,2,1966,2011,3,2,2011,2011,840,45,2,1966,3,3
840,USA,2,USA,20110611,2,201106,201107,69,2,1942,2011,2,2,2011,2011,840,69,2,1942,4,3
840,USA,2,USA,20110611,2,201106,201107,38,2,1973,2011,1,1,2011,2011,840,38,2,1973,5,4
840,USA,2,USA,20110611,2,201106,201107,44,1,1967,2011,2,1,2011,2011,840,44,1,1967,4,4
840,USA,2,USA,20110611,2,201106,201107,64,1,1947,2011,3,2,2011,2011,840,64,1,1947,3,3
840,USA,2,USA,20110611,2,201106,201107,27,2,1984,2011,2,1,2011,2011,840,27,2,1984,4,4
840,USA,2,USA,20110611,2,201106,201107,40,1,1971,2011,2,1,2011,2011,840,40,1,1971,4,4
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,3,2,2011,2011,840,64,2,1947,3,3
840,USA,2,USA,20110611,2,201106,201107,69,1,1942,2011,3,2,2011,2011,840,69,1,1942,3,3
840,USA,2,USA,20110611,2,201106,201107,56,1,1955,2011,2,2,2011,2011,840,56,1,1955,4,3
840,USA,2,USA,20110611,2,201106,201107,71,1,1940,2011,2,1,2011,2011,840,71,1,1940,4,4
840,USA,2,USA,20110611,2,201106,201107,53,1,1958,2011,3,2,2011,2011,840,53,1,1958,3,3
840,USA,2,USA,20110611,2,201106,201107,49,1,1962,2011,2,2,2011,2011,840,49,1,1962,4,3
840,USA,2,USA,20110611,2,201106,201107,27,2,1984,2011,2,2,2011,2011,840,27,2,1984,4,3
840,USA,2,USA,20110611,2,201106,201107,73,1,1938,2011,2,1,2011,2011,840,73,1,1938,4,4
840,USA,2,USA,20110611,2,201106,201107,64,1,1947,2011,2,1,2011,2011,840,64,1,1947,4,4
840,USA,2,USA,20110611,2,201106,201107,73,2,1938,2011,2,2,2011,2011,840,73,2,1938,4,3
840,USA,2,USA,20110611,2,201106,201107,83,1,1928,2011,2,1,2011,2011,840,83,1,1928,4,4
840,USA,2,USA,20110611,2,201106,201107,70,2,1941,2011,2,1,2011,2011,840,70,2,1941,4,4
840,USA,2,USA,20110611,2,201106,201107,50,2,1961,2011,2,1,2011,2011,840,50,2,1961,4,4
840,USA,2,USA,20110611,2,201106,201107,60,2,1951,2011,1,1,2011,2011,840,60,2,1951,5,4
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,2,2,2011,2011,840,64,2,1947,4,3
840,USA,2,USA,20110611,2,201106,201107,48,2,1963,2011,2,3,2011,2011,840,48,2,1963,4,2
840,USA,2,USA,20110611,2,201106,201107,62,2,1949,2011,2,2,2011,2011,840,62,2,1949,4,3
840,USA,2,USA,20110611,2,201106,201107,65,2,1946,2011,2,2,2011,2011,840,65,2,1946,4,3
840,USA,2,USA,20110611,2,201106,201107,29,2,1982,2011,3,2,2011,2011,840,29,2,1982,3,3
840,USA,2,USA,20110611,2,201106,201107,64,1,1947,2011,2,1,2011,2011,840,64,1,1947,4,4
840,USA,2,USA,20110611,2,201106,201107,80,1,1931,2011,3,2,2011,2011,840,80,1,1931,3,3
840,USA,2,USA,20110611,2,201106,201107,34,1,1977,2011,2,2,2011,2011,840,34,1,1977,4,3
840,USA,2,USA,20110611,2,201106,201107,44,2,1967,2011,2,2,2011,2011,840,44,2,1967,4,3
840,USA,2,USA,20110611,2,201106,201107,51,2,1960,2011,1,3,2011,2011,840,51,2,1960,5,2
840,USA,2,USA,20110611,2,201106,201107,60,1,1951,2011,2,1,2011,2011,840,60,1,1951,4,4
840,USA,2,USA,20110611,2,201106,201107,66,1,1945,2011,4,2,2011,2011,840,66,1,1945,2,3
840,USA,2,USA,20110611,2,201106,201107,47,2,1964,2011,2,1,2011,2011,840,47,2,1964,4,4
840,USA,2,USA,20110611,2,201106,201107,58,2,1953,2011,3,2,2011,2011,840,58,2,1953,3,3
840,USA,2,USA,20110611,2,201106,201107,19,1,1992,2011,2,1,2011,2011,840,19,1,1992,4,4
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,1,2,2011,2011,840,64,2,1947,5,3
840,USA,2,USA,20110611,2,201106,201107,66,1,1945,2011,2,2,2011,2011,840,66,1,1945,4,3
840,USA,2,USA,20110611,2,201106,201107,55,2,1956,2011,3,2,2011,2011,840,55,2,1956,3,3
840,USA,2,USA,20110611,2,201106,201107,30,2,1981,2011,2,2,2011,2011,840,30,2,1981,4,3
840,USA,2,USA,20110611,2,201106,201107,58,2,1953,2011,3,2,2011,2011,840,58,2,1953,3,3
840,USA,2,USA,20110611,2,201106,201107,19,2,1992,2011,2,2,2011,2011,840,19,2,1992,4,3
840,USA,2,USA,20110611,2,201106,201107,19,2,1992,2011,1,1,2011,2011,840,19,2,1992,5,4
840,USA,2,USA,20110611,2,201106,201107,32,2,1979,2011,3,2,2011,2011,840,32,2,1979,3,3
840,USA,2,USA,20110611,2,201106,201107,55,1,1956,2011,3,2,2011,2011,840,55,1,1956,3,3
840,USA,2,USA,20110611,2,201106,201107,89,1,1922,2011,2,1,2011,2011,840,89,1,1922,4,4
840,USA,2,USA,20110611,2,201106,201107,51,2,1960,2011,3,2,2011,2011,840,51,2,1960,3,3
840,USA,2,USA,20110611,2,201106,201107,60,2,1951,2011,2,1,2011,2011,840,60,2,1951,4,4
840,USA,2,USA,20110611,2,201106,201107,75,1,1936,2011,2,2,2011,2011,840,75,1,1936,4,3
840,USA,2,USA,20110611,2,201106,201107,56,1,1955,2011,2,1,2011,2011,840,56,1,1955,4,4
840,USA,2,USA,20110611,2,201106,201107,28,2,1983,2011,2,1,2011,2011,840,28,2,1983,4,4
840,USA,2,USA,20110611,2,201106,201107,63,2,1948,2011,2,1,2011,2011,840,63,2,1948,4,4
840,USA,2,USA,20110611,2,201106,201107,55,2,1956,2011,1,2,2011,2011,840,55,2,1956,5,3
840,USA,2,USA,20110611,2,201106,201107,32,2,1979,2011,2,1,2011,2011,840,32,2,1979,4,4
840,USA,2,USA,20110611,2,201106,201107,34,2,1977,2011,2,1,2011,2011,840,34,2,1977,4,4
840,USA,2,USA,20110611,2,201106,201107,47,2,1964,2011,2,1,2011,2011,840,47,2,1964,4,4
840,USA,2,USA,20110611,2,201106,201107,62,2,1949,2011,3,2,2011,2011,840,62,2,1949,3,3
840,USA,2,USA,20110611,2,201106,201107,61,1,1950,2011,2,1,2011,2011,840,61,1,1950,4,4
840,USA,2,USA,20110611,2,201106,201107,46,2,1965,2011,2,3,2011,2011,840,46,2,1965,4,2
840,USA,2,USA,20110611,2,201106,201107,64,1,1947,2011,2,1,2011,2011,840,64,1,1947,4,4
840,USA,2,USA,20110611,2,201106,201107,19,1,1992,2011,2,2,2011,2011,840,19,1,1992,4,3
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,3,2,2011,2011,840,64,2,1947,3,3
840,USA,2,USA,20110611,2,201106,201107,74,1,1937,2011,3,2,2011,2011,840,74,1,1937,3,3
840,USA,2,USA,20110611,2,201106,201107,34,1,1977,2011,1,2,2011,2011,840,34,1,1977,5,3
840,USA,2,USA,20110611,2,201106,201107,39,2,1972,2011,1,1,2011,2011,840,39,2,1972,5,4
840,USA,2,USA,20110611,2,201106,201107,61,1,1950,2011,2,2,2011,2011,840,61,1,1950,4,3
840,USA,2,USA,20110611,2,201106,201107,55,1,1956,2011,2,2,2011,2011,840,55,1,1956,4,3
840,USA,2,USA,20110611,2,201106,201107,71,2,1940,2011,1,1,2011,2011,840,71,2,1940,5,4
840,USA,2,USA,20110611,2,201106,201107,24,1,1987,2011,3,2,2011,2011,840,24,1,1987,3,3
840,USA,2,USA,20110611,2,201106,201107,30,1,1981,2011,1,1,2011,2011,840,30,1,1981,5,4
840,USA,2,USA,20110611,2,201106,201107,71,1,1940,2011,1,1,2011,2011,840,71,1,1940,5,4
840,USA,2,USA,20110611,2,201106,201107,72,1,1939,2011,3,2,2011,2011,840,72,1,1939,3,3
840,USA,2,USA,20110611,2,201106,201107,56,1,1955,2011,1,1,2011,2011,840,56,1,1955,5,4
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,2,2,2011,2011,840,64,2,1947,4,3
840,USA,2,USA,20110611,2,201106,201107,65,2,1946,2011,2,2,2011,2011,840,65,2,1946,4,3
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,3,3,2011,2011,840,64,2,1947,3,2
840,USA,2,USA,20110611,2,201106,201107,21,1,1990,2011,2,2,2011,2011,840,21,1,1990,4,3
840,USA,2,USA,20110611,2,201106,201107,71,1,1940,2011,2,1,2011,2011,840,71,1,1940,4,4
840,USA,2,USA,20110611,2,201106,201107,57,2,1954,2011,2,2,2011,2011,840,57,2,1954,4,3
840,USA,2,USA,20110611,2,201106,201107,25,2,1986,2011,2,2,2011,2011,840,25,2,1986,4,3
840,USA,2,USA,20110611,2,201106,201107,29,2,1982,2011,2,1,2011,2011,840,29,2,1982,4,4
840,USA,2,USA,20110611,2,201106,201107,37,2,1974,2011,1,1,2011,2011,840,37,2,1974,5,4
840,USA,2,USA,20110611,2,201106,201107,55,1,1956,2011,4,2,2011,2011,840,55,1,1956,2,3
840,USA,2,USA,20110611,2,201106,201107,69,2,1942,2011,2,2,2011,2011,840,69,2,1942,4,3
840,USA,2,USA,20110611,2,201106,201107,77,2,1934,2011,2,2,2011,2011,840,77,2,1934,4,3
840,USA,2,USA,20110611,2,201106,201107,44,2,1967,2011,3,2,2011,2011,840,44,2,1967,3,3
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,2,1,2011,2011,840,61,2,1950,4,4
840,USA,2,USA,20110611,2,201106,201107,54,1,1957,2011,2,2,2011,2011,840,54,1,1957,4,3
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,2,2,2011,2011,840,64,2,1947,4,3
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,1,1,2011,2011,840,61,2,1950,5,4
840,USA,2,USA,20110611,2,201106,201107,54,1,1957,2011,2,2,2011,2011,840,54,1,1957,4,3
840,USA,2,USA,20110611,2,201106,201107,46,2,1965,2011,2,3,2011,2011,840,46,2,1965,4,2
840,USA,2,USA,20110611,2,201106,201107,21,1,1990,2011,1,1,2011,2011,840,21,1,1990,5,4
840,USA,2,USA,20110611,2,201106,201107,60,1,1951,2011,2,2,2011,2011,840,60,1,1951,4,3
840,USA,2,USA,20110611,2,201106,201107,41,1,1970,2011,2,3,2011,2011,840,41,1,1970,4,2
840,USA,2,USA,20110611,2,201106,201107,32,2,1979,2011,1,1,2011,2011,840,32,2,1979,5,4
840,USA,2,USA,20110611,2,201106,201107,25,1,1986,2011,2,3,2011,2011,840,25,1,1986,4,2
840,USA,2,USA,20110611,2,201106,201107,34,2,1977,2011,1,1,2011,2011,840,34,2,1977,5,4
840,USA,2,USA,20110611,2,201106,201107,57,2,1954,2011,1,2,2011,2011,840,57,2,1954,5,3
840,USA,2,USA,20110611,2,201106,201107,38,1,1973,2011,3,2,2011,2011,840,38,1,1973,3,3
840,USA,2,USA,20110611,2,201106,201107,58,1,1953,2011,1,1,2011,2011,840,58,1,1953,5,4
840,USA,2,USA,20110611,2,201106,201107,63,1,1948,2011,3,3,2011,2011,840,63,1,1948,3,2
840,USA,2,USA,20110611,2,201106,201107,51,2,1960,2011,2,1,2011,2011,840,51,2,1960,4,4
840,USA,2,USA,20110611,2,201106,201107,50,1,1961,2011,2,2,2011,2011,840,50,1,1961,4,3
840,USA,2,USA,20110611,2,201106,201107,42,1,1969,2011,4,3,2011,2011,840,42,1,1969,2,2
840,USA,2,USA,20110611,2,201106,201107,83,2,1928,2011,2,2,2011,2011,840,83,2,1928,4,3
840,USA,2,USA,20110611,2,201106,201107,73,2,1938,2011,1,1,2011,2011,840,73,2,1938,5,4
840,USA,2,USA,20110611,2,201106,201107,45,2,1966,2011,1,2,2011,2011,840,45,2,1966,5,3
840,USA,2,USA,20110611,2,201106,201107,20,1,1991,2011,4,2,2011,2011,840,20,1,1991,2,3
840,USA,2,USA,20110611,2,201106,201107,51,2,1960,2011,2,2,2011,2011,840,51,2,1960,4,3
840,USA,2,USA,20110611,2,201106,201107,64,2,1947,2011,1,1,2011,2011,840,64,2,1947,5,4
840,USA,2,USA,20110611,2,201106,201107,55,2,1956,2011,2,2,2011,2011,840,55,2,1956,4,3
840,USA,2,USA,20110611,2,201106,201107,48,1,1963,2011,2,2,2011,2011,840,48,1,1963,4,3
840,USA,2,USA,20110611,2,201106,201107,42,1,1969,2011,2,1,2011,2011,840,42,1,1969,4,4
840,USA,2,USA,20110611,2,201106,201107,36,1,1975,2011,2,2,2011,2011,840,36,1,1975,4,3
840,USA,2,USA,20110611,2,201106,201107,20,1,1991,2011,1,2,2011,2011,840,20,1,1991,5,3
840,USA,2,USA,20110611,2,201106,201107,57,1,1954,2011,2,2,2011,2011,840,57,1,1954,4,3
840,USA,2,USA,20110611,2,201106,201107,59,1,1952,2011,2,3,2011,2011,840,59,1,1952,4,2
840,USA,2,USA,20110611,2,201106,201107,43,2,1968,2011,2,1,2011,2011,840,43,2,1968,4,4
840,USA,2,USA,20110611,2,201106,201107,67,2,1944,2011,2,1,2011,2011,840,67,2,1944,4,4
840,USA,2,USA,20110611,2,201106,201107,63,1,1948,2011,4,2,2011,2011,840,63,1,1948,2,3
840,USA,2,USA,20110611,2,201106,201107,59,1,1952,2011,2,2,2011,2011,840,59,1,1952,4,3
840,USA,2,USA,20110611,2,201106,201107,78,1,1933,2011,4,2,2011,2011,840,78,1,1933,2,3
840,USA,2,USA,20110611,2,201106,201107,47,2,1964,2011,2,2,2011,2011,840,47,2,1964,4,3
840,USA,2,USA,20110611,2,201106,201107,55,2,1956,2011,1,2,2011,2011,840,55,2,1956,5,3
840,USA,2,USA,20110611,2,201106,201107,75,1,1936,2011,1,1,2011,2011,840,75,1,1936,5,4
840,USA,2,USA,20110611,2,201106,201107,55,2,1956,2011,2,1,2011,2011,840,55,2,1956,4,4
840,USA,2,USA,20110611,2,201106,201107,62,1,1949,2011,1,1,2011,2011,840,62,1,1949,5,4
840,USA,2,USA,20110611,2,201106,201107,60,1,1951,2011,4,2,2011,2011,840,60,1,1951,2,3
840,USA,2,USA,20110611,2,201106,201107,67,2,1944,2011,2,2,2011,2011,840,67,2,1944,4,3
840,USA,2,USA,20110611,2,201106,201107,71,1,1940,2011,3,2,2011,2011,840,71,1,1940,3,3
840,USA,2,USA,20110611,2,201106,201107,33,2,1978,2011,2,1,2011,2011,840,33,2,1978,4,4
840,USA,2,USA,20110611,2,201106,201107,61,1,1950,2011,2,2,2011,2011,840,61,1,1950,4,3
840,USA,2,USA,20110611,2,201106,201107,65,2,1946,2011,2,1,2011,2011,840,65,2,1946,4,4
840,USA,2,USA,20110611,2,201106,201107,57,1,1954,2011,2,2,2011,2011,840,57,1,1954,4,3
840,USA,2,USA,20110611,2,201106,201107,60,2,1951,2011,2,2,2011,2011,840,60,2,1951,4,3
840,USA,2,USA,20110611,2,201106,201107,57,1,1954,2011,2,2,2011,2011,840,57,1,1954,4,3
840,USA,2,USA,20110611,2,201106,201107,55,1,1956,2011,2,2,2011,2011,840,55,1,1956,4,3
840,USA,2,USA,20110611,2,201106,201107,22,2,1989,2011,1,1,2011,2011,840,22,2,1989,5,4
840,USA,2,USA,20110611,2,201106,201107,57,2,1954,2011,3,2,2011,2011,840,57,2,1954,3,3
840,USA,2,USA,20110611,2,201106,201107,44,1,1967,2011,1,1,2011,2011,840,44,1,1967,5,4
840,USA,2,USA,20110611,2,201106,201107,49,1,1962,2011,2,2,2011,2011,840,49,1,1962,4,3
840,USA,2,USA,20110611,2,201106,201107,21,2,1990,2011,2,2,2011,2011,840,21,2,1990,4,3
840,USA,2,USA,20110611,2,201106,201107,25,1,1986,2011,1,2,2011,2011,840,25,1,1986,5,3
840,USA,2,USA,20110611,2,201106,201107,53,2,1958,2011,2,2,2011,2011,840,53,2,1958,4,3
840,USA,2,USA,20110611,2,201106,201107,65,1,1946,2011,1,1,2011,2011,840,65,1,1946,5,4
840,USA,2,USA,20110611,2,201106,201107,29,2,1982,2011,1,1,2011,2011,840,29,2,1982,5,4
840,USA,2,USA,20110611,2,201106,201107,48,2,1963,2011,2,2,2011,2011,840,48,2,1963,4,3
840,USA,2,USA,20110611,2,201106,201107,55,1,1956,2011,3,2,2011,2011,840,55,1,1956,3,3
840,USA,2,USA,20110611,2,201106,201107,49,2,1962,2011,1,2,2011,2011,840,49,2,1962,5,3
840,USA,2,USA,20110611,2,201106,201107,53,1,1958,2011,4,3,2011,2011,840,53,1,1958,2,2
840,USA,2,USA,20110611,2,201106,201107,68,1,1943,2011,1,2,2011,2011,840,68,1,1943,5,3
840,USA,2,USA,20110611,2,201106,201107,35,2,1976,2011,2,2,2011,2011,840,35,2,1976,4,3
840,USA,2,USA,20110611,2,201106,201107,60,1,1951,2011,2,2,2011,2011,840,60,1,1951,4,3
840,USA,2,USA,20110611,2,201106,201107,41,2,1970,2011,3,2,2011,2011,840,41,2,1970,3,3
840,USA,2,USA,20110611,2,201106,201107,52,2,1959,2011,1,1,2011,2011,840,52,2,1959,5,4
840,USA,2,USA,20110611,2,201106,201107,33,2,1978,2011,3,3,2011,2011,840,33,2,1978,3,2
840,USA,2,USA,20110611,2,201106,201107,50,2,1961,2011,2,2,2011,2011,840,50,2,1961,4,3
840,USA,2,USA,20110611,2,201106,201107,36,1,1975,2011,2,3,2011,2011,840,36,1,1975,4,2
840,USA,2,USA,20110611,2,201106,201107,74,1,1937,2011,2,1,2011,2011,840,74,1,1937,4,4
840,USA,2,USA,20110611,2,201106,201107,19,1,1992,2011,2,2,2011,2011,840,19,1,1992,4,3
840,USA,2,USA,20110611,2,201106,201107,34,2,1977,2011,1,2,2011,2011,840,34,2,1977,5,3
840,USA,2,USA,20110611,2,201106,201107,63,1,1948,2011,3,3,2011,2011,840,63,1,1948,3,2
840,USA,2,USA,20110611,2,201106,201107,22,2,1989,2011,3,2,2011,2011,840,22,2,1989,3,3
840,USA,2,USA,20110611,2,201106,201107,87,1,1924,2011,2,2,2011,2011,840,87,1,1924,4,3
840,USA,2,USA,20110611,2,201106,201107,56,1,1955,2011,2,2,2011,2011,840,56,1,1955,4,3
840,USA,2,USA,20110611,2,201106,201107,54,1,1957,2011,1,1,2011,2011,840,54,1,1957,5,4
840,USA,2,USA,20110611,2,201106,201107,47,2,1964,2011,1,1,2011,2011,840,47,2,1964,5,4
840,USA,2,USA,20110611,2,201106,201107,47,2,1964,2011,2,2,2011,2011,840,47,2,1964,4,3
840,USA,2,USA,20110611,2,201106,201107,49,1,1962,2011,3,2,2011,2011,840,49,1,1962,3,3
840,USA,2,USA,20110611,2,201106,201107,45,2,1966,2011,1,1,2011,2011,840,45,2,1966,5,4
840,USA,2,USA,20110611,2,201106,201107,27,2,1984,2011,2,2,2011,2011,840,27,2,1984,4,3
840,USA,2,USA,20110611,2,201106,201107,56,1,1955,2011,2,2,2011,2011,840,56,1,1955,4,3
840,USA,2,USA,20110611,2,201106,201107,54,1,1957,2011,2,2,2011,2011,840,54,1,1957,4,3
840,USA,2,USA,20110611,2,201106,201107,55,2,1956,2011,1,2,2011,2011,840,55,2,1956,5,3
840,USA,2,USA,20110611,2,201106,201107,46,1,1965,2011,2,1,2011,2011,840,46,1,1965,4,4
840,USA,2,USA,20110611,2,201106,201107,43,1,1968,2011,2,2,2011,2011,840,43,1,1968,4,3
840,USA,2,USA,20110611,2,201106,201107,60,2,1951,2011,2,2,2011,2011,840,60,2,1951,4,3
840,USA,2,USA,20110611,2,201106,201107,52,2,1959,2011,1,2,2011,2011,840,52,2,1959,5,3
840,USA,2,USA,20110611,2,201106,201107,43,1,1968,2011,1,2,2011,2011,840,43,1,1968,5,3
840,USA,2,USA,20110611,2,201106,201107,73,1,1938,2011,2,2,2011,2011,840,73,1,1938,4,3
840,USA,2,USA,20110611,2,201106,201107,73,2,1938,2011,1,1,2011,2011,840,73,2,1938,5,4
840,USA,2,USA,20110611,2,201106,201107,58,1,1953,2011,1,1,2011,2011,840,58,1,1953,5,4
840,USA,2,USA,20110611,2,201106,201107,39,2,1972,2011,2,2,2011,2011,840,39,2,1972,4,3
840,USA,2,USA,20110611,2,201106,201107,46,1,1965,2011,2,2,2011,2011,840,46,1,1965,4,3
840,USA,2,USA,20110611,2,201106,201107,37,1,1974,2011,2,1,2011,2011,840,37,1,1974,4,4
840,USA,2,USA,20110611,2,201106,201107,78,2,1933,2011,3,2,2011,2011,840,78,2,1933,3,3
840,USA,2,USA,20110611,2,201106,201107,59,2,1952,2011,1,1,2011,2011,840,59,2,1952,5,4
840,USA,2,USA,20110611,2,201106,201107,61,1,1950,2011,1,1,2011,2011,840,61,1,1950,5,4
840,USA,2,USA,20110611,2,201106,201107,66,1,1945,2011,2,2,2011,2011,840,66,1,1945,4,3
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,2,2,2011,2011,840,61,2,1950,4,3
840,USA,2,USA,20110611,2,201106,201107,73,1,1938,2011,1,1,2011,2011,840,73,1,1938,5,4
840,USA,2,USA,20110611,2,201106,201107,45,1,1966,2011,2,2,2011,2011,840,45,1,1966,4,3
840,USA,2,USA,20110611,2,201106,201107,24,2,1987,2011,2,2,2011,2011,840,24,2,1987,4,3
840,USA,2,USA,20110611,2,201106,201107,42,1,1969,2011,2,2,2011,2011,840,42,1,1969,4,3
840,USA,2,USA,20110611,2,201106,201107,84,1,1927,2011,3,2,2011,2011,840,84,1,1927,3,3
840,USA,2,USA,20110611,2,201106,201107,70,2,1941,2011,1,1,2011,2011,840,70,2,1941,5,4
840,USA,2,USA,20110611,2,201106,201107,47,2,1964,2011,2,2,2011,2011,840,47,2,1964,4,3
840,USA,2,USA,20110611,2,201106,201107,74,1,1937,2011,1,1,2011,2011,840,74,1,1937,5,4
840,USA,2,USA,20110611,2,201106,201107,67,1,1944,2011,1,1,2011,2011,840,67,1,1944,5,4
840,USA,2,USA,20110611,2,201106,201107,49,2,1962,2011,2,1,2011,2011,840,49,2,1962,4,4
840,USA,2,USA,20110611,2,201106,201107,28,1,1983,2011,2,2,2011,2011,840,28,1,1983,4,3
840,USA,2,USA,20110611,2,201106,201107,41,1,1970,2011,2,2,2011,2011,840,41,1,1970,4,3
840,USA,2,USA,20110611,2,201106,201107,23,1,1988,2011,3,3,2011,2011,840,23,1,1988,3,2
840,USA,2,USA,20110611,2,201106,201107,66,2,1945,2011,2,1,2011,2011,840,66,2,1945,4,4
840,USA,2,USA,20110611,2,201106,201107,38,2,1973,2011,2,2,2011,2011,840,38,2,1973,4,3
840,USA,2,USA,20110611,2,201106,201107,62,2,1949,2011,1,1,2011,2011,840,62,2,1949,5,4
840,USA,2,USA,20110611,2,201106,201107,28,2,1983,2011,2,2,2011,2011,840,28,2,1983,4,3
840,USA,2,USA,20110611,2,201106,201107,76,2,1935,2011,2,1,2011,2011,840,76,2,1935,4,4
840,USA,2,USA,20110611,2,201106,201107,88,1,1923,2011,1,2,2011,2011,840,88,1,1923,5,3
840,USA,2,USA,20110611,2,201106,201107,22,2,1989,2011,3,3,2011,2011,840,22,2,1989,3,2
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,2,3,2011,2011,840,61,2,1950,4,2
840,USA,2,USA,20110611,2,201106,201107,73,1,1938,2011,3,2,2011,2011,840,73,1,1938,3,3
840,USA,2,USA,20110611,2,201106,201107,30,2,1981,2011,2,1,2011,2011,840,30,2,1981,4,4
840,USA,2,USA,20110611,2,201106,201107,58,1,1953,2011,1,2,2011,2011,840,58,1,1953,5,3
840,USA,2,USA,20110611,2,201106,201107,66,2,1945,2011,3,1,2011,2011,840,66,2,1945,3,4
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,2,2,2011,2011,840,61,2,1950,4,3
840,USA,2,USA,20110611,2,201106,201107,59,2,1952,2011,3,2,2011,2011,840,59,2,1952,3,3
840,USA,2,USA,20110611,2,201106,201107,23,2,1988,2011,3,2,2011,2011,840,23,2,1988,3,3
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,3,2,2011,2011,840,61,2,1950,3,3
840,USA,2,USA,20110611,2,201106,201107,61,1,1950,2011,2,1,2011,2011,840,61,1,1950,4,4
840,USA,2,USA,20110611,2,201106,201107,47,2,1964,2011,1,1,2011,2011,840,47,2,1964,5,4
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,2,2,2011,2011,840,61,2,1950,4,3
840,USA,2,USA,20110611,2,201106,201107,53,2,1958,2011,2,2,2011,2011,840,53,2,1958,4,3
840,USA,2,USA,20110611,2,201106,201107,69,1,1942,2011,4,2,2011,2011,840,69,1,1942,2,3
840,USA,2,USA,20110611,2,201106,201107,81,2,1930,2011,3,2,2011,2011,840,81,2,1930,3,3
840,USA,2,USA,20110611,2,201106,201107,65,1,1946,2011,2,2,2011,2011,840,65,1,1946,4,3
840,USA,2,USA,20110611,2,201106,201107,63,1,1948,2011,2,3,2011,2011,840,63,1,1948,4,2
840,USA,2,USA,20110611,2,201106,201107,73,1,1938,2011,1,1,2011,2011,840,73,1,1938,5,4
840,USA,2,USA,20110611,2,201106,201107,69,2,1942,2011,1,1,2011,2011,840,69,2,1942,5,4
840,USA,2,USA,20110611,2,201106,201107,32,1,1979,2011,-2,2,2011,2011,840,32,1,1979,8,3
840,USA,2,USA,20110611,2,201106,201107,57,2,1954,2011,-2,1,2011,2011,840,57,2,1954,8,4
840,USA,2,USA,20110611,2,201106,201107,30,2,1981,2011,2,2,2011,2011,840,30,2,1981,4,3
840,USA,2,USA,20110611,2,201106,201107,35,1,1976,2011,3,2,2011,2011,840,35,1,1976,3,3
840,USA,2,USA,20110611,2,201106,201107,24,2,1987,2011,1,2,2011,2011,840,24,2,1987,5,3
840,USA,2,USA,20110611,2,201106,201107,38,2,1973,2011,2,2,2011,2011,840,38,2,1973,4,3
840,USA,2,USA,20110611,2,201106,201107,67,1,1944,2011,2,2,2011,2011,840,67,1,1944,4,3
840,USA,2,USA,20110611,2,201106,201107,52,2,1959,2011,3,2,2011,2011,840,52,2,1959,3,3
840,USA,2,USA,20110611,2,201106,201107,61,2,1950,2011,2,2,2011,2011,840,61,2,1950,4,3
840,USA,2,USA,20110611,2,201106,201107,32,1,1979,2011,2,2,2011,2011,840,32,1,1979,4,3
840,USA,2,USA,20110611,2,201106,201107,68,1,1943,2011,1,1,2011,2011,840,68,1,1943,5,4
840,USA,2,USA,20110611,2,201106,201107,56,2,1955,2011,2,2,2011,2011,840,56,2,1955,4,3
